Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
2015-01-27,-1.2476348673683728,-1.2653359730245695,-1.205281229318605,-1.2481135975178252,-7.009506225585938e-05,-6.5092420823868515,-0.7756792574898228,0.5049776282806333,-1.2834550195887524,0.7827110974408962,0.10444047071887058,-0.08793321076441914,0.2547816698252076
2015-01-28,-1.2495382284957486,-1.276139809600718,-1.2107603691698618,-1.2500166209069368,-6.008148193359375e-05,-6.554287087997025,-0.786990861947616,0.4276094055259988,-1.3946340808134732,0.7509644597986893,0.32169500539129103,-0.08525916270653729,0.2613761924322396
2015-01-29,-1.2517134983556069,-1.2707378913126437,-1.2165004204426073,-1.2516477838118893,-6.961822509765625e-05,-6.587626859800886,-0.7574909758017059,0.3574734253069679,-1.4996794978629007,0.7565146960614462,0.44571936519122857,-0.10190286824297197,0.330247201045402
2015-01-30,-1.2530600939831382,-1.2685719670348479,-1.2129389795392902,-1.2535378614636599,8.96453857421875e-05,-6.588853540912575,-0.4624182648512573,0.1704495710380146,-1.59207958159137,0.7763309032170378,0.551517516288494,-0.02567915894977739,0.5182990841868234
2015-02-02,-1.2506258634256777,-1.2220690570943136,-1.2011849200012368,-1.251104062843572,0.0012702941894531,-6.580784045195375,0.06391079154711887,-0.22745345066266984,-1.6781240125732193,1.3304209039607116,0.03466568338514418,-0.5896570141486728,0.2061129453700431
2015-02-03,-1.2022908492182336,-1.2155841766673414,-1.16425290828955,-1.216616618567429,0.0007200241088867,-6.559978097811033,0.7104704238992354,-0.6792901006372307,-1.8241262567739454,1.8770679583237544,-0.41108263322101557,-0.965856252849399,-0.0062359626897461745
2015-02-04,-1.1849145864091284,-1.2220690570943136,-1.2006370060161111,-1.1970685551826783,-0.0014400482177734,-6.494475602842546,0.8659606596189366,-0.7968751042324681,-1.6886786100625044,1.6098268959104547,-0.021263689112789974,-0.8517146193568587,0.22486779090364895
2015-02-05,-1.2506258634256777,-1.2518118386947608,-1.202554704964051,-1.2361646819521797,-0.0001201629638671,-6.532606373955051,0.6017641901056068,-0.48776972592803813,-1.5803760237692144,1.0819964736860406,0.4528963968794019,-0.7516182068402724,0.21156071461561926
2015-02-06,-1.2381310097663734,-1.2734452966598886,-1.2061031002962936,-1.239427007762085,-0.0003299713134765,-6.619991763968175,0.4034934435178242,-0.1814647282878373,-1.657838522072503,0.9537662769568777,0.6066057977154874,-0.6502685212557935,0.18452522325043763
2015-02-09,-1.247906776100879,-1.2426195529205437,-1.1984453500756325,-1.2483854580020082,0.0012202262878417,-6.603229724204079,0.3909057700694441,-0.18377465054997796,-1.5511471000426234,1.0509474415393456,0.5869906887832239,-0.6109811980175873,0.2910922328688005
2015-02-10,-1.2085318020304459,-1.2274838677888034,-1.1699929595622955,-1.2152573161466351,0.000159740447998,-6.575789263250699,0.8736581602978559,-0.45833367741602427,-1.6740622393602358,1.4913111527676917,0.24218191994336297,-0.6730125311454951,0.2738712454861928
2015-02-11,-1.2098913456928573,-1.2247764624415585,-1.1631570803192988,-1.2109204941374354,0.0010700225830078,-6.5391151780143035,1.0105565097736653,-0.41068181734291076,-1.7520750129815035,1.3946185292417514,0.3504088861386765,-1.0017252719567373,0.2903479837687232
2015-02-12,-1.1949622614760924,-1.1896317625530373,-1.1639789512969871,-1.1818702595444683,-0.0003299713134765,-6.454738155088033,1.4022894744276206,-0.6603967287593436,-1.6200723205374787,1.6513924051784852,0.0893218549439871,-1.48272651374998,0.11565445076867163
2015-02-13,-1.1911555392213407,-1.2004355991291857,-1.1489243622771295,-1.1908287097843673,0.0011200904846191,-6.462633791932564,1.3327652352737713,-0.49029803801716487,-1.6640674247719598,1.482449309202666,0.15321273434390806,-1.4534249604627085,0.008866093049631443
2015-02-16,-1.1601967878230017,-1.108512741387015,-1.1119923505654183,-1.1604191727706061,0.0033197402954101,-6.312992741151023,1.7463820625579132,-0.8424689690129936,-1.372173988214331,1.8748894671420375,-0.13376172279345422,-1.2211285493124715,0.41642941048396837
