Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7
2015-01-27,0.06245275246201709,0.04442885198123243,0.032266480402555975,0.06384543810507828,-0.2679977416992187,-0.18638050233074246,-4.396424312523032,-2.5318985417047646,-0.4635818074691057,1.4071306174682396,-0.7652339086759733,0.18567131551393656
2015-01-28,0.04287713870137989,0.018897981326932507,-0.016344575868453656,0.04032244749362941,-1.0710067749023438,-0.2515574066290171,-4.45162245585863,-2.4504555503515935,-0.3116957343428165,1.113692031007459,-1.5544015266819193,0.3576305727085542
2015-01-29,-0.0506999074335379,-0.030590135654504753,-0.026950134101640502,-0.05368312938582461,0.5400009155273438,-0.449860594270341,-5.583447509617511,-1.8579009355740914,0.403663714220547,1.0160642817971648,-1.67065461793386,-0.8533086224945949
2015-01-30,-0.007334722480195026,-0.026743127814425647,-0.03667234535584243,-0.0062855789975836615,-0.7599945068359375,-0.5083480858082857,-4.530104897094704,-2.1829734617915757,-0.3999129653770965,0.7305680245863091,-1.7142349913097576,-0.5962244617641499
2015-02-02,-0.07405013404972786,-0.0555086336371916,-0.04639455661004435,-0.07299264725757934,0.3249969482421875,-0.7952825266324035,-6.397468245613354,-1.220283532682924,0.08232313760742213,0.40180522604135227,-1.785954306079975,-1.2479116426847199
2015-02-03,-0.044642845924379095,-0.03111445473934994,-0.0631875895601515,-0.04446666000940844,0.4380035400390625,-0.7904542588184086,-5.493936801096178,-1.8289248622977075,-0.576195222640828,0.41523085359585904,-0.7579738091383699,-0.6356120392442515
2015-02-04,-0.007334722480195026,-0.004884491971923103,-0.005738343324595834,-0.006021734709688002,-0.4220046997070312,-0.7971179819078597,-4.772982911857346,-1.9930785885595381,-1.0238852634293307,0.0717320886616928,-1.1157621775432593,-0.40459164789347296
2015-02-05,-0.04157011281911366,-0.0333004517381256,-0.03048554494959311,-0.043062392314694733,0.4189987182617187,-0.9676900188485491,-5.061020223953304,-1.7814237754175755,-1.1709888462987716,-0.16079250588254512,-1.2152257868235092,-0.42003926928183766
2015-02-06,-0.005930293247034253,0.034023853144826345,-0.0030869537662991226,-0.0062855789975836615,0.509002685546875,-0.7142255626279194,-4.315292435491139,-2.6901784819512313,-1.0739442632020666,0.09986067270549158,0.32388505228648523,0.13764106252176414
2015-02-09,0.03655687228586334,0.019247527383495965,0.026433018787900626,0.03839116087867742,-0.345001220703125,-0.4865469952578951,-1.9201486372902918,-3.820757010874239,-1.442454740246323,0.2910739886027918,0.5958886899601593,-0.17309799169747747
