Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
2015-01-27,-1.0606691827284096,-0.8105714137992461,-0.885191421158978,-0.6794077557808037,2.0,-5.849818190078645,-3.7510371046669024,4.7501859257779175,-1.936167382515818,2.7597129110904253,1.8672774314966876,2.9379842438163473,-1.5682303457146631,-1.0178779682981882,-0.14229069346795117,-2.364984134321011,-0.3359953442790835,-1.3768750109187433
2015-01-28,-1.103604032945931,-0.8105714137992461,-0.9227741067700375,-0.6641001993736517,-1.0,-5.8153684908391154,-3.701388981588091,4.82304566249606,-1.783136924949912,2.628993008506692,1.7796210673226744,3.2230982053668904,-1.6362232874403622,-1.0931751924943076,0.4860968319326465,-1.8812297073601518,-0.5333973934284355,-1.248380134680336
2015-01-29,-0.7510399516184382,-0.8105714137992461,-0.6654750195316382,-0.6717539775772277,0.0,-6.110681459787466,-3.8782020747815533,1.6952467837104033,-0.7827953761899902,1.6945102812976411,0.9041533253962197,3.7159583685075384,0.9737172789583863,0.2707225835352928,-0.4805315889050798,1.2193199178418626,1.5847956190125492,-2.536425782052037
2015-01-30,-0.8154422269447202,-0.8105714137992461,-0.6705339218109427,-0.6717539775772277,-1.0,-5.851246384063253,-3.84182075318173,1.8499454842728333,-0.6355470327197723,1.6254267184405695,0.9371873810138784,3.1966768277667965,1.0947836853040973,0.31924244355412135,-0.29658521694618883,1.3402806004655305,1.3591847261090293,-2.236121273477803
2015-02-02,-0.7939748018359596,-0.8191423929197811,-0.663306414403886,-0.6794077557808037,0.0,-5.914794140471309,-3.810972165261506,2.0160585004891964,-0.34108777083882613,1.6006392330801242,0.8205469421491314,2.5922551826335725,1.170234155019512,0.5242549677597441,-0.39427892893805855,1.2273781327818045,1.2084046660154295,-1.9383502051127242
2015-02-03,-0.8220480537047943,-0.8191423929197811,-0.6763162806422232,-0.6794077557808037,2.0,-5.851055719227003,-3.8048447838222796,1.974244998909918,-0.5852478003180607,1.5733896620428374,0.8678082258434581,1.7960442840771123,1.196788776107087,0.2921774968446469,-0.37168013023800295,1.246775798088359,0.92489356321575,-1.727760355060562
2015-02-04,-0.9095697147836822,-0.8105714137992461,-0.7529276827042062,-0.6641001993736517,0.0,-5.814732004617737,-3.532013857722212,2.36547887061083,-0.6007518272264419,1.6687419026085155,0.9550853699326576,0.8855673061234476,1.0257541655204994,0.04912016766191504,-0.23910542919162026,0.9288635903862854,0.5558023354464998,-1.3995841305712382
2015-02-05,-0.7006737982727469,-0.8105714137992461,-0.6683661989472784,-0.6641001993736517,0.0,-6.302137167768237,-3.4785852711739853,2.475313008025791,-0.5477977230218094,1.579396766991194,0.9504822572432821,0.17201554971534794,1.0779522730448898,0.18490147812812105,-0.2941423228595179,0.9611818063119644,0.33667781876650815,-1.3559992370451424
2015-02-06,-0.8451674394574002,-0.8105714137992461,-0.696553654287617,-0.6641001993736517,-1.0,-5.814655208140706,-3.4749837452792134,2.055579437336896,-0.7113102233023878,1.6030415573217873,0.7642368454297777,-0.08744756479033002,1.2747438786307428,-0.028704691553927103,-0.841465243280092,0.49552211172432015,0.5054824284246585,-1.2711920115814834
2015-02-09,-0.7039757037451305,-0.8191423929197811,-8.809791743930504,-0.6717539775772277,1.0,-6.800878838869154,-7.062060129200408,-0.33671011900250086,-0.14813198092006769,7.922952013640367,3.834863880683074,-1.257564406544803,0.5690177526045177,-8.130448668407354,1.5322164464402843,-1.3723461236377452,3.1172342700188755,0.6749654897819259
