Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
12/5/2014,2.4512892868024063,2.3733276605014324,2.3310645562055887,2.3370369353378524,0.3487113915263391,-1.0755358841349165,1.256875734494281,-0.32169142227423,-0.25881776717597527,-0.1250729722209624,1.085537633663926,-0.37,5.0,5,5,12.500580736661659,-1.8719072377450192,-0.8611790194809776,0.7792498895502584,-0.9196995519157934,2.703564302499027,-1.6403792991663964,-1.138347620631063,2.047182940785128
13/5/2014,2.3310861487886956,2.2674077260356222,2.332187052234027,2.2958237809594317,-0.12596984900510846,-0.37168094507806404,1.240178956115206,0.12149069504019318,-0.13761883814423204,-0.1250729722209624,1.0254511534673607,-0.23,5.0,5,5,12.370133039002877,-1.675536851486728,-2.052589565882709,1.6956300864572544,-1.4751291338024757,2.6778889030224406,-2.1731852176725726,-0.691356059828241,1.2570863566553407
14/5/2014,2.289905444098814,2.332504352426067,2.3434120125184057,2.2702047931025744,-0.06808936225643517,-0.22886979802305052,1.259132055896859,0.5564147604791922,-0.24281036145480164,1.9032948842045803,1.0082959278103194,-0.34,5.0,7,5,12.399147379182542,-1.5143907383413087,-2.748445132387749,1.9508784104287678,-1.2183071658414328,2.6626390647685514,-1.7564071323188888,-0.16168476720202968,1.101696516980189
15/5/2014,2.2643066276699675,2.239824409768484,2.2861647150680717,2.2323332458359157,0.1613909449940367,-0.34107855642341833,1.2221283848945834,-0.2308528516445656,-0.25881776717597527,-0.1250729722209624,1.0211321137752556,-0.54,5.0,5,5,12.184855296253213,-1.6447499714818252,-3.3699769310457195,2.0791392608770947,-1.7990448396607694,2.399706076234975,-1.6159917790762703,0.4795709027203694,1.280556661718279
16/5/2014,2.235368835185185,2.190174440487635,2.247999850101184,2.172184317824164,-0.07023308398786751,-0.5450944807877234,1.20317528511293,-0.06844449809455959,-0.25881776717597527,-0.1250729722209624,0.9877891273522047,-0.67,3.4000000000000004,7,5,11.952847557730955,-1.92877746530277,-4.085245433315078,2.2260909517099594,-2.1624106638297658,2.2237891096134037,-1.5821698723754452,0.7536940737413043,1.269341398317005
19/5/2014,2.1641373459918745,2.0897711692752523,2.1761601042811582,2.097555092328104,0.24581274841758663,-0.6777048316245217,1.1765506925625122,-0.28040116289710976,-0.25881776717597527,-0.1250729722209624,0.9436312655401228,-0.15,5.0,5,5,11.724772735623656,-2.148069381626658,-4.990253193669083,2.3284516274564155,-2.3027133234897392,2.260792064129035,-1.5028516031428008,0.9425212992176115,0.7365237537651776
20/5/2014,2.0973578248731464,2.068807848912226,2.130137767115203,2.080847056769284,0.2555105372026377,-0.1472634282773285,1.1603051784639522,0.12149069504019318,-0.21079555001245437,-0.1250729722209624,0.9363061742223127,0.2900000000000062,5.0,7,5,11.621751783164642,-1.5281441295256475,-5.196714790276096,1.9219420382928294,-2.38520865352627,2.1505300486258303,-1.104858615275596,1.2036662396247104,0.8136308406427659
21/5/2014,2.075097984500237,2.167004454823238,2.154832679740838,2.113149258849669,0.25704176701080367,0.3015716053241426,1.1779044854040588,-0.24736895539541365,-0.2531008365612704,-0.1250729722209624,0.9295166438263235,-1.51,5.0,5,5,11.582155937915974,-1.1091290050787659,-4.824499183651501,1.1977817052829127,-2.3261078743009493,2.1082380058116463,-0.6822072512588705,1.6963872985380182,0.7341820180683449
22/5/2014,2.107374753040956,2.170314452775295,2.0235006444136032,1.9449550342242168,1.2859261161111177,-1.534571713954603,1.1553412713782811,0.3444580956766421,-0.25881776717597527,-0.1250729722209624,0.9358569940943338,-1.47,5.0,5,5,11.344666448884887,-1.8409930902699438,-6.05793931419121,1.1534016444803945,-1.3548497334913343,2.1223596336891752,-0.4272677661146686,1.266519927755895,0.8285848334576683
23/5/2014,1.9526688624492352,1.8955846227545985,1.7428766373041267,1.7812162857477836,1.4019933355700973,-1.4937685290817417,1.033499915639082,3.1879806247809843,-0.25881776717597527,-0.1250729722209624,0.9060728963775774,0.0,3.4000000000000004,5,5,10.837695566267296,-1.8291984250253235,-7.33824543297143,0.11968531948702327,-0.5023353283763393,2.4155933051569605,0.979550163146928,-0.12454180849646446,0.8668924201022896
26/5/2014,1.7757031314846043,1.6903647497270902,1.8607387202901065,1.7812162857477836,1.4019933355700973,0.0057485149959003055,-2.860459560929637,-0.34646557790050203,-0.25881776717597527,-0.1250729722209624,0.9060728963775774,-1.34,3.4000000000000004,5,8,10.458832780435083,-1.1802311778144914,-7.197769398994288,-0.3544943123400427,-1.9537526301354313,2.53324644181143,0.7123712434579673,0.011137908245748646,-0.10777830201365929
