Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
2015-01-27,-1.0179500008774631,-1.0135567162802728,-1.0140082224088787,-1.0052985696851615,-0.0500030517578125,-0.48119810792910667,-5.268386843003782,0.24513896418308218,-0.5087809530902336,0.3014185969057199,-0.7615195709799598,1.4589705453402355,0.6316940976842407,0.6459755645265486,0.29154935964758916,0.41041404521865654
2015-01-28,-1.0263757955945612,-1.035060217149487,-1.02246085377262,-1.0060960692484353,0.0500030517578125,1.9410873242573452,-5.2882072207094755,0.09927552502797987,-0.4579918194611843,0.346045763837943,-0.537661119698909,0.9986715872583618,0.17921391010510573,0.8711086924477798,0.7276803535315141,0.21612661415068854
2015-01-29,-1.0076056987508757,-1.011961524917719,-1.0099343171846782,-1.0052985696851615,0.0999984741210937,-0.8885010097072563,-5.178573436848629,-0.016984643123745258,0.631943003675378,-0.25929684502742756,0.7577464382739256,-1.345964946787562,-0.07832039172415345,-1.0569621131657199,0.057134908925018185,0.16587297779800173
2015-01-30,-1.0154398886271785,-1.0111639900890916,-1.0114901153049618,-1.0037036922399627,0.0499954223632812,-0.5100670153648663,-5.188220982154495,0.12707478980464287,0.8120928768375221,-0.3323234320678431,0.8966920595151247,-1.635236656138768,-0.2428288661619205,-0.9892893576248263,-0.16623304680052234,0.32563871999221905
2015-02-02,-1.0116666695467011,-1.0268608094065552,-1.0077048783020726,-1.002906314358038,0.4000015258789062,7.0960151581251205,-5.272224744802524,-0.020194257982744462,0.7453635615014979,-0.37327413538356935,0.6148612073382818,-1.6423408245901114,-0.2802244652700583,-0.7668185399030911,-0.0735361304042278,0.19918270765603266
2015-02-03,-1.0123541509658187,-1.007973485658685,-1.0115702669306332,-0.9965266828958942,-0.5499954223632812,-0.4679550369587706,-5.174248654256418,0.4056448297771032,0.9318730818002522,-0.2702550829785546,0.4607016985367067,-1.236598649936725,0.2125881599675346,-0.7361274308955279,-0.045950414438868825,0.30343974828051035
2015-02-04,-1.0303089309526225,-1.0247232992287474,-1.0264065163957463,-1.0052985696851615,0.1999969482421875,0.017275786226151224,-5.179480994822881,0.1944524468562847,0.292844551325544,-0.1800051785680719,0.4376155708395719,-1.0853913211077777,-0.3319940281157867,0.1750299860807406,0.6389946638584172,0.13887109478599244
2015-02-05,-0.9944952475573372,-1.0103663335551654,-1.0107522308732089,-1.002108814794764,-0.1500015258789062,-1.4044281765992155,-5.1530200285878305,0.5379778477778012,0.21713385521965917,-0.2460834453809011,0.010732656084537662,-0.3325192423680371,0.07298411964192586,0.21840743590677558,0.23787007459707765,0.1735560527469409
2015-02-06,-1.02014040255296,-1.0095686770212389,-1.0162056006412161,-1.0045011918032367,0.1500015258789062,-0.5869439628760924,-5.166807131732265,0.5313692574992512,-0.06799243431866422,-0.12897364329761823,-0.17454585107514622,0.05600814389807866,0.004970198854705898,0.6050734955520882,0.42251355740650975,0.16080588080555472
2015-02-09,-0.9951347906872935,-1.0095686770212389,-1.0100785901108866,-1.002108814794764,-0.0999984741210937,-1.380689072922108,-5.1735623394482335,0.7293722268542697,0.13909112635377463,0.0036956412929644578,-0.2477806650049265,0.3248135792495813,0.39723167007586196,-0.020429143591439575,-0.11762516742974191,-0.05857055959185167
