Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
2015-01-27,-0.10118937199786039,-0.156131731351465,-0.044166269336059896,-0.03847077710474449,-2.69000244140625,1.3898433953489455,-1.414647153370436,9.504362715187234,-1.033509449735467,2.164210012229465,0.06186278242776397,0.966399320396112,2.188622135861487,-0.9253191426181592,1.359510994709888,-0.9442367357014383,2.3825819338648766
2015-01-28,-0.28584366639644154,-0.35202888426100415,-0.15924768059920644,-0.13082755969796922,-4.33001708984375,3.769378373886779,-1.1086742860934746,9.42698170114226,-1.298690968557616,2.245931799885109,0.10737427040079692,0.5110934603286584,2.436190189306812,-0.6848692178451469,1.326152458447524,-1.0127995616825802,2.586672050801316
2015-01-29,-0.2009083996371478,-0.26192225016430093,-0.08855038748120392,-0.27949153146097927,2.7900390625,-2.4486935645740147,-0.9589091395278246,9.262121503009155,-1.8593128747610703,2.1908463084790353,0.2560466766724181,0.515690010918494,2.418586641482472,-0.6149398644942972,1.111943218892678,-1.3619473323165516,2.46772241064493
2015-01-30,-0.264180125822436,-0.32904633769088454,-0.12868280526238382,-0.18370015701627412,1.25,2.533953594582882,-0.6416101409173538,9.139937134306402,-2.0437570106290854,2.061700542474478,0.1005589186537093,0.09381332472766589,2.556573807434049,-1.2228122668824455,1.0760910819583918,-0.5894227816352693,2.8281194800077354
2015-02-02,-0.24079768971170207,-0.2739612570723262,-0.10662295282074011,-0.14078347543096698,-2.05999755859375,2.2603438298042313,-0.3801290823763367,9.198397441594356,-2.1211327191753613,2.0220350604218655,-0.17372663434006566,0.05447711213811311,2.8789838490970423,-1.4834119135869253,0.803567089494168,0.37572989623452,3.4049031985611995
2015-02-03,-0.2906582529181203,-0.35713661162312915,-0.14223763480884863,-0.21151008286190945,-1.34002685546875,3.2794530287724095,-0.2836979966926677,8.767947712380861,-2.729013283627719,2.233942906810135,0.973787686953278,-0.2468417439399505,3.060931620277073,0.4942355708034632,0.056630226774619596,-1.687020420341613,3.081087904910165
2015-02-04,-0.49112890478286164,-0.5026912555275913,-0.28575563797595976,-0.25751768755943966,-3.55999755859375,4.127196604693481,-0.3152409917251524,8.041484170330442,-3.252384055899032,2.4928561490668093,1.650416703639264,-0.38227638088396665,2.9005420985882773,1.0108358056382565,0.0789680898763134,-2.765316930428995,2.18705633855675
2015-02-05,-0.2676179168958928,-0.332693442058435,-0.24961050729688739,-0.37974431289275073,-0.47998046875,0.24847732082629093,-0.35596467890748656,7.189699553977155,-3.9059084076117636,2.5425928571332377,1.949038546176965,-0.22677121090560587,2.6816538287685856,0.4800988301950366,0.09546726585139825,-2.759285707091959,1.7875901947574278
2015-02-06,-0.5110735498201388,-0.5497495893543185,-0.3011710933589247,-0.3962236480483589,-0.80999755859375,2.8614516483526455,-0.45608061885252166,6.377311640283323,-4.273656709362377,2.5080004582828996,2.206880407959411,-0.40560659543695265,2.4949601262523906,-0.1694898986637735,0.017747427076171662,-2.0679346369678013,1.6623263144394065
2015-02-09,-0.2456122762333809,-0.3093479662991147,-0.09785189449645394,-0.4240335738939942,6.52001953125,-93.06020363098108,-1.8951794697636226,6.541200395811185,-4.997602292183351,1.9218418238274104,2.0110514493865392,-0.07377830405059554,2.3756332463675,-0.5075323917850756,0.17500576964824754,-1.6295291091689401,1.5122640250410782
2015-02-10,-0.2734651000037381,-0.24879000256978773,-0.11752067241063367,-0.2001794921718823,1.72998046875,1.4305555161778596,-0.23786891284284037,5.561309728795878,-4.57501806143817,2.60146365451069,1.7507606593641527,-0.10451004147533521,2.3264599949832583,-1.1079515346114954,0.2806160989686195,-1.1222853529158994,1.7326474672075396
2015-02-11,-0.2593655393007572,-0.30205153100457083,-0.10662295282074011,-0.14078347543096698,-1.46002197265625,4.574099510144575,-0.10720960266458338,5.073407322472628,-4.392287120228998,2.410513845211663,1.9601014974058708,-0.08468762996044724,2.1734077520567845,-1.5855244002000435,0.2573415843845482,-0.8075962111492199,1.759309877636352
2015-02-12,-0.23701569977618978,-0.3002279788207956,-0.1597781292901703,-0.19091091391739923,-2.5999755859375,1.1190111739267021,-0.17979918771394712,4.225039547960989,-4.493918092435405,2.2330115339964767,2.353884578950973,-0.4324465793513229,2.165684845103404,-1.9168990771004548,0.17252679970386414,-0.4262206464904813,1.630137372831225
2015-02-13,-0.3969107626158149,-0.46985840998186534,-0.22383102534949406,-0.2801767733984009,-2.4100341796875,5.996074083759179,-0.2274159712264078,3.60655850116088,-4.701809159155475,2.157241580383061,2.3755090103171694,-0.6552876198503156,2.0842173134789266,-1.8228530404182628,-0.035187403461693384,0.021916405132907917,1.5341307518004714
2015-02-16,-0.40310004581216663,-0.476424533779122,-0.23047542240817281,-0.3629213089978852,-0.25,0.6474046527608035,-0.4156691849800568,3.2470334205940024,-4.762021203292256,1.999560651943171,2.3279314913117393,-0.7000765439199851,1.9292830589864474,-1.9109092627198085,-0.23018134352564104,0.5990563496191024,1.5997196943543786
2015-02-17,-0.2727767022796271,-0.33816632516920364,-0.2421696261181375,-0.37150464531494665,-0.44000244140625,0.18887846092530014,-0.4410274714236226,3.0797687947305215,-4.549988122621633,1.9308891503556256,2.335475994277071,-0.17907452845047905,1.8570047401087495,-1.8426621936390606,-0.00526583516349155,0.7124344059191776,1.2312108726300042
2015-02-18,-0.39450346935497554,-0.41441040017410635,-0.21107267992310036,-0.38661140105461844,2.6199951171875,0.3048532417406662,-0.5411037862447579,2.603182522364836,-4.39207295097125,1.7927902419264032,2.5393069486719853,-0.15019027257514153,1.778649169509623,-1.6294974425398594,-0.08250423950506759,0.6394825699476397,1.150946680337764
2015-02-19,-0.3907214794194632,-0.44760617490903304,-0.20814953453742185,-0.29665820409510213,-0.90997314453125,4.236908542469404,-0.48984545185299894,2.45238108733402,-3.918616847364211,1.6349303771012056,2.6223904895780756,-0.016761723872890932,1.5967653746026051,-1.5363697536116572,0.029188167175562996,0.41926364435827457,0.7824062372221096
2015-02-20,-0.32641925542155764,-0.33670792873407207,-0.1584495743118847,-0.32790062625112476,3.03997802734375,0.20811031673523306,-0.5570397740352595,2.275923874005277,-3.6141569842552075,1.3833873563460235,2.4511018820689583,0.2895896047899975,1.5442905295669722,-1.574727719323609,0.14148865767245689,0.18846625828734034,0.46154168953496316
2015-02-23,-0.3480827959955632,-0.30059090800999627,-0.17519358467313526,-0.22352801103045128,0.99005126953125,1.8241108667077492,-0.6069931441420682,1.876064381363073,-2.34502307863811,0.6933752598391059,1.565422231003831,0.536027062339413,2.9408410851560673,-2.0594837019528827,-0.6058656263893036,-0.4491295364513854,0.6804278963092263
2015-02-24,-0.2813732787368182,-0.3235734545801159,-0.12363299861109793,-0.18953623896036986,-0.6300048828125,3.099079283639819,-0.5747022608573216,1.8709736881330774,-1.7535543159504239,0.3168338549124503,0.7343382655858436,0.8171302366061552,3.3369888460838517,-2.0514369297848187,-1.013693599239588,-0.6017811512587347,0.6125181588591764
2015-02-25,-0.29925482937531145,-0.35932531955554803,-0.13745386358667,-0.2111664141226521,-0.98004150390625,7.285683015881971,-0.5309390728696048,1.7856534905209083,-1.5148699034400437,0.15804418959566335,0.3776210931833752,0.7542750154541463,3.467463568342864,-1.8209645078875458,-1.2510190352633097,-0.47733867280117737,0.6338952570110358
2015-02-26,-0.3229814643481009,-0.3618791832366105,-0.15579246435531344,-0.24481451745347618,-0.07000732421875,2.2138806289865514,-0.6566808998138112,1.586336476354038,-1.4618081413302364,-0.010364948453535257,0.45830741059663227,0.6464018300105617,3.4190056499104657,-1.6223864641293368,-1.3754425453781796,-0.33140142208321866,0.6973311374211997
2015-02-27,-0.056143395313120945,-0.10834308602745055,0.027593543331120993,-0.24721810308718453,6.09002685546875,-6.983403918908081,-0.6367055028054608,2.010466556284457,-0.8872050810966056,-0.04316794639105512,0.0551341120473752,1.8418978352985622,3.1661273775570136,-2.1331698729893436,-0.4464320392006275,-0.3770094434768859,-0.47340412842016355
2015-03-02,0.019851096126926152,-0.027721595157710114,0.02945416916762113,-0.03812710836548715,0.07000732421875,0.07742758737899957,-0.33568701728506456,2.4399132523730347,-0.22223683615883263,0.053227308943552536,-0.07706890728505772,2.138954193765818,2.975436147403276,-2.1354688842221,-0.08126821544354895,-0.14443015988398542,-0.5587521301045331
2015-03-03,-0.005594434382591674,-0.011305172384847118,0.08951977812483736,-0.03572352273177878,3.45001220703125,-0.7686785667242584,-0.1874015432844119,2.903891768991529,-0.02068346076972752,0.11699739944601739,-0.20538334582698484,1.9835455886800306,2.601492599417375,-1.7689492032401113,-0.13014786804533982,-0.011471516546577618,-0.2342979641569385
2015-03-04,-0.005594434382591674,0.04888540903639327,0.08951977812483736,0.08272693755188758,1.64996337890625,1.5541894959036142,0.09350297537735167,3.49981507542944,0.18674061600281866,0.27835709498411776,-0.25585941342677543,1.8526486077098803,2.1976603807454116,-1.3658990161087445,-0.031063756423969024,0.07170739953912805,-0.21458052006616196
2015-03-05,0.18593754093645215,0.20356004041917458,0.2375571392522705,0.1393756999198372,4.239990234375,-0.7023402828873091,0.3892536807294847,3.9815454970215423,0.2317480425214763,0.31373442852828165,-0.4131211944274543,1.9259626004536174,1.9307417585153348,-1.1127667599226836,0.02324916624531137,-0.14999666081642468,-0.22337190520723882
2015-03-06,0.29253424949620227,0.406388472874614,0.3199470139129871,0.2849487485706242,5.55999755859375,0.6977755468404915,0.8775591539178954,4.579821745327899,0.5237835489368502,0.4007269369248077,-0.5597088051973577,1.8793253947936022,1.8995760324072248,-1.0733894577541405,0.11935470441839346,0.1055247859301497,0.014163885039458618
2015-03-09,0.618859956007409,0.6077585088949218,0.5479831751736728,0.4758420644404267,4.61004638671875,-4.97388990952074,1.3284577781358524,5.410569093857536,0.8130107701165741,0.5029010579333758,-0.7751725928509343,1.9659694255529316,1.8158197528740851,-0.9607054054494665,0.13316316560077984,0.27935766756106983,0.3534124707911211
2015-03-10,0.6443054865169268,0.8233562597556737,0.5918352224606023,0.6341203787382702,6.82000732421875,0.7803296599020232,1.9398126082505238,6.200759248053073,1.0470117156814172,0.7434957393020821,-0.9012919046628661,1.824105088879989,1.8077350817973954,-0.6913709007342234,0.13659882947548346,0.37372414643178087,0.8442783996847877
2015-03-11,0.8970460936224749,1.1119116838835357,0.7871814692861087,0.8682740449326372,7.90997314453125,0.6999483340886785,2.6524324119783707,7.17866451800341,1.4008389253697118,0.9149412071181956,-0.9632180745641078,1.8633490232838543,1.879012565766994,-0.47062140948553605,0.2248194359329787,0.2572670255045345,1.1850644828745145
2015-03-12,1.1989567674367811,1.2231750858071402,0.8916311963884689,1.13984988396638,-1.79998779296875,0.44999803252829074,3.4327786780014833,8.2433871261449,1.7875994623464924,0.9937422344976226,-1.0012601173438744,1.6547851273542677,1.8624908646845777,-0.31494391047068787,0.11972206857164963,0.15254046382441439,1.6045529514743408
2015-03-13,1.0789488958981612,1.1793987005993198,0.9277763270675412,1.0780502815917563,3.64996337890625,0.506584769654638,4.013477805804126,8.80220163874403,1.6432263690351019,1.0498048367061195,-1.1000490204910434,1.2322062361516906,1.9329164865424642,-0.279428574809842,-0.17041031054117708,0.16776200983401185,2.167844706984667
2015-03-16,1.3096817635676483,1.3406416823388008,1.0513627612258667,1.2033657344961972,2.36004638671875,-1.079271380789917,4.708716841350878,9.472979559902058,1.4116115871263641,1.2097843831952173,-1.2054556497687543,1.1166848095278115,2.0920319073262656,-0.040396626656836354,-0.20691050449413745,-0.025357811678949224,2.276395498348281
2015-03-17,1.1776374257248312,1.2005576949856642,0.8985416288762549,1.284394021940488,-5.75,1.5407179870097774,5.178259640821743,10.078588011689959,1.2639469338679485,1.3690953085296322,-1.1582008729117603,0.6324577468095507,2.3128523877435723,0.13051909683592938,-0.2990075713047375,-0.10123316287040598,2.7121812990064456
2015-03-18,1.0944231532758149,1.1122768396321792,0.9306994724532197,1.086977286648075,1.2099609375,-3.4949011562774537,5.357196414660053,10.066938978105833,0.3499429656767111,1.52504472751873,-0.9404283210679268,0.4913839586531126,2.334998659424171,0.46245664290478794,-0.6094461418845121,-0.5365334202890395,2.35858266659247
