Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
2015-01-27,-0.9379617277189439,-0.9667179558499873,-0.933157317055783,-0.936423325457646,-0.1300048828125,1.0140499350343166,-4.962554010853557,-0.46985492267733914,0.7859684006909236,0.22743126259936627,1.5874294558643387,0.215502309228244,-1.1314428749760523,1.0729319886241093
2015-01-28,-0.9817953098452482,-0.9606591780428105,-0.9705090336128672,-0.9478378329608048,0.1440048217773437,1.0476628686952167,-5.030741277681477,-0.5454498065724525,1.0002523995703898,0.6855284539443743,1.6952871102043292,-0.6079810340021325,-1.6226438261522287,0.7931776581119703
2015-01-29,-0.8893064248048508,-0.9179844539058172,-0.9626873340591756,-0.9351941223315723,-0.4510040283203125,-0.23704023841514263,-4.895345398113318,-0.0027290293233456636,0.4349964772493849,0.8596184475229038,1.6768561083367945,0.6271419577846684,-0.9572805714033975,0.7393228728313948
2015-01-30,-0.9828474067795236,-0.9966608055701967,-0.9715637728668712,-0.9747925493586693,0.4039993286132812,1.0850488803843956,-5.24193224695232,-1.200403883650677,1.3965683306060228,0.742341097317839,1.6861575582219648,-1.0974437302421003,-1.3839302651916725,0.6956163678191565
2015-02-02,-0.9536542250310678,-0.9679472633772064,-0.9422972730451846,-0.9393211634540465,-0.0359954833984375,1.5100895215040402,-5.044378260781597,-0.3140946845859015,0.5264490392325823,0.805595718606636,1.7327851940770935,0.0014102699369507588,-1.4478746013243424,0.48324739979718406
2015-02-03,-0.9494465061413495,-0.9707569177473191,-0.9380789865563485,-0.9424815887122568,-0.0319976806640625,1.6644747937707798,-5.068436485904758,-0.3382688862467758,0.36289856026247247,0.6565992878292257,1.7751055609222084,-0.06857851529236103,-1.3046857686401974,0.7996360634459001
2015-02-04,-1.0049394358571577,-0.9398487099090048,-0.9937112856194157,-0.9452910044674357,0.3519973754882812,0.9618494828277996,-5.057148528525102,-0.24998990129914078,0.6149752243366398,1.202658748927688,1.721928736567554,-0.32059836728587643,-1.216540438150153,0.764047747207971
2015-02-05,-0.8573957161371569,-0.8860224581981211,-0.9251592688537742,-0.9143854215640765,-0.2900009155273437,-0.4394095150755515,-4.763268419903213,0.6968858494639237,-0.20218226843873316,1.1453893022081816,1.7890898867108511,1.1920080889476157,-0.43052462411813097,0.6603004458035935
2015-02-06,-0.9595280427531321,-0.9594298705155915,-0.9481858427391854,-0.9398476777085937,0.0670013427734375,1.060638323856212,-4.943874424275407,0.09385125139264501,0.2044350572960496,0.8574896260495214,1.9577432534483024,0.05395685992479399,-0.6613909426150634,0.6590186719727569
2015-02-09,-0.8548534272324011,-0.8834760833147642,-0.9234896561757895,-0.9339649192054985,-0.0470046997070312,-0.7205147131963578,-4.759660621723695,0.9425351369685787,-0.3524352905371865,1.1908468562662968,1.7090962203944755,1.5148770565375127,0.6602261011202327,0.7594782172786274
2015-02-10,-0.9432215435429376,-0.9625912341237369,-0.931838390092893,-0.9380919603279728,0.0110015869140625,1.1495945804190726,-4.898724157796012,0.5252918704623395,-0.13191745100239327,0.7425447231336281,1.8629910587237632,0.3330663053335807,0.30382757630603907,0.6816012036130199
2015-02-11,-0.9572486108700992,-0.9661036370475569,-0.94590068611004,-0.9371260143291726,-0.0400009155273437,1.4277671970703476,-4.868602136559678,0.739452425060099,-0.2736388107960386,0.7931325933491697,1.904225119718859,0.14044253562461206,-0.0710124555826979,0.32813312469473915
2015-02-12,-0.9375236326827389,-0.9646981399401423,-0.9342992248431757,-0.9406381189558781,-0.0949935913085937,0.2778174714500865,-4.942448391237636,0.5226662654559547,-0.1963872531325644,0.47751121603217295,1.9299119342750914,0.05528588045440258,0.27474858444062106,0.28257931342311293
2015-02-13,-0.9689086273069867,-0.9552153889604224,-0.9575899864374728,-0.948978613845657,0.218994140625,0.7895128393629226,-4.822055199394975,0.9917189343059666,-0.40861064000979913,0.49984175757235827,1.6340682778337388,0.5785831791314273,-0.2297795492748277,-0.2802707449834647
2015-02-16,-0.9230584703193725,-0.951790745865521,-0.9234018171152208,-0.9297507955727302,-0.095001220703125,-0.039424783189522916,-4.860426107130268,0.8385739156586918,-0.35792194869204225,0.335190167777461,1.458867343574427,0.7686489421865744,0.3043872713234311,-0.25467840803988934
2015-02-17,-0.8850110869078914,-0.9136822125217295,-0.9154916079737807,-0.9380919603279728,0.0900039672851562,-0.9501678592684855,-4.793452698959458,0.8880656472259137,-0.19633603433233482,0.009777066680063631,0.7258756649469918,1.2353649311562345,0.9453995676025656,-0.012758907765169691
2015-02-18,-0.9139407427872408,-0.9426583642791175,-0.9259504909260722,-0.9301895574515194,-0.1190032958984375,-0.31236457646745786,-4.738980951778684,1.1210617719892022,-0.07182620152534579,-0.2941229615416435,-0.12162277578939745,0.6550380642186161,0.16448803476784835,-0.06799278560017125
2015-02-19,-0.9524268900823103,-0.9615374462543551,-0.9410668556700432,-0.9406381189558781,0.052001953125,1.0386458388190425,-4.880657006403377,0.31360572074581095,0.8738426711340193,-0.8467171559215497,-1.2216692488729621,-0.10075944845348186,0.3872943397640972,0.30496339480975954
2015-02-20,-0.9165713195466212,-0.9452931689137511,-0.9203254384137775,-0.9360723159546146,0.0120010375976562,-0.8270193032092292,-4.761702461115424,0.7588746878525958,0.46015618796575275,-1.0960018731947232,-1.6873107748992295,0.7768837998166823,0.28548521762997514,0.38210740135612237
2015-02-23,-0.9571609918628582,-0.9547759198934711,-0.9458128470494713,-0.9350186175800566,0.06500244140625,1.0774871426158223,-4.792045136167785,0.6795662692719441,0.7072998031228771,-0.9343416120545289,-1.7946380481960413,0.012079828074422982,-0.23651172552562288,0.3091516643402024
2015-02-24,-0.9410303995145293,-0.9674207044036945,-0.9296417430514963,-0.9293113638284771,-0.1440048217773437,6.583113560187238,-4.679764411912955,0.9778238002073024,0.4129740029805924,-1.1674035695248057,-1.7743229247353158,0.11897738495854687,-0.453643499894212,0.194307158401147
2015-02-25,-0.9521640330605874,-0.9652253688360123,-0.9408033384883372,-0.9419550744577098,0.0250015258789062,1.1216695550724323,-4.845488073552422,0.47808388480954894,0.6683633217556707,-1.067843084044389,-1.57060222432284,-0.19992647679540182,-0.34154108652106774,0.2718933757202079
2015-02-26,-0.9469918362438345,-0.9536343721951707,-0.9356181518060658,-0.9397599253328358,0.1320037841796875,0.7360321378543928,-4.958018636247324,0.4496509519415088,-0.1982252513114539,-0.11560174835179413,1.3001523106778026,0.061954570861616126,0.31189624864209414,-0.0371439284051816
