,importance
scaled_UNCERTAINTY_MODAL,0.054429203
PC4,0.048348844
Volume,0.048289645
High,0.04717623
Low,0.046758402
EFS Volume,0.046623558
Wave,0.04595912
EFP Volume,0.045294706
PC1,0.044728808
PC2,0.044184394
Close,0.043864567
PC5,0.042890232
Open,0.042788804
PC9,0.042646755
PC7,0.04203059
PC6,0.04199108
Previous Day Open Interest,0.041215293
Change,0.04112678
PC3,0.04090918
PC8,0.039647844
scaled_REGULATORY_PRESSURE,0.039434906
Block Volume,0.03846651
scaled_NET_SENTIMENT,0.031194462
