Ticker_Symbol,xgbrfregressor_1,xgbrfregressor_2,xgbrfregressor_3,xgbrfregressor_4,xgbrfregressor_5,xgbregressor_gbtree_1,xgbregressor_gbtree_2,xgbregressor_gbtree_3,xgbregressor_gbtree_4,xgbregressor_gbtree_5,grnn_regression_1,grnn_regression_2,grnn_regression_3,grnn_regression_4,grnn_regression_5,conv1d_regression_1,conv1d_regression_2,conv1d_regression_3,conv1d_regression_4,conv1d_regression_5,lstm_regression_1,lstm_regression_2,lstm_regression_3,lstm_regression_4,lstm_regression_5,conv1d_lstm_regression_1,conv1d_lstm_regression_2,conv1d_lstm_regression_3,conv1d_lstm_regression_4,conv1d_lstm_regression_5,transformer_regression_1,transformer_regression_2,transformer_regression_3,transformer_regression_4,transformer_regression_5,xgbrfclassifier_1,xgbrfclassifier_2,xgbrfclassifier_3,xgbrfclassifier_4,xgbrfclassifier_5,xgbclassifier_gbtree_1,xgbclassifier_gbtree_2,xgbclassifier_gbtree_3,xgbclassifier_gbtree_4,xgbclassifier_gbtree_5,grnn_classification_1,grnn_classification_2,grnn_classification_3,grnn_classification_4,grnn_classification_5,conv1d_classification_1,conv1d_classification_2,conv1d_classification_3,conv1d_classification_4,conv1d_classification_5,lstm_classification_1,lstm_classification_2,lstm_classification_3,lstm_classification_4,lstm_classification_5,conv1d_lstm_classification_1,conv1d_lstm_classification_2,conv1d_lstm_classification_3,conv1d_lstm_classification_4,conv1d_lstm_classification_5,transformer_classification_1,transformer_classification_2,transformer_classification_3,transformer_classification_4,transformer_classification_5
AUDSGD=X,0.905925993,0.90772148,0.913487017,0.913734908,0.914276388,0.703009125,0.704362677,0.707363606,0.710487011,0.71151005,0.6663737967610359,0.6746973792711893,0.6801348328590393,0.68593820361864,0.6987702369689941,0.656895754,0.988765474,0.997566186,0.997754109,0.997794256,0.9392914573351542,0.9445272578912622,0.9478703339894613,0.9546890457471212,0.9608803483156058,0.988905204,0.988961877,0.997785007,1.007624486,1.016882638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUDUSD=X,0.86410714,0.868702857,0.871044984,0.87203802,0.87262708,0.733841901,0.73527348,0.740815937,0.742745674,0.743144465,,,,,,0.901963115,0.903761106,0.908518966,0.916596945,0.917279104,,,,,,0.907780864,0.907833397,0.909560815,0.915240253,0.918687963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDT=X,1.320485279,1.325881448,1.32601597,1.327438433,1.327820501,1.044345268,1.064248821,1.080168005,1.087483486,1.089205997,,,,,,0.998718483,1.021672456,1.074367549,1.076756852,1.089699072,,,,,,0.973772912,1.091217687,1.166009113,1.188690829,1.26429902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAD=X,0.884200893,0.8848309,0.884996314,0.885629287,0.893103078,0.74942448,0.755793807,0.755916352,0.756688553,0.757229556,,,,,,0.843204459,0.871344248,0.872041583,0.897333622,0.925179323,,,,,,0.869614641,0.8897581,0.891371655,0.899704993,0.913307565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHF=X,0.873376329,0.877062043,0.881051157,0.881273943,0.886010475,0.699412602,0.70420036,0.706309856,0.708556365,0.7093821,,,,,,0.939504107,0.948802139,0.955178517,0.95845688,0.965081205,,,,,,0.944840511,0.94988692,0.949969091,0.950487981,0.959370454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNY=X,0.846608109,0.846754852,0.847284864,0.848935006,0.853275284,0.726429523,0.732811605,0.734597308,0.739271222,0.743851635,,,,,,0.853908954,0.869946302,0.873401391,0.875019653,0.878117631,,,,,,0.833569229,0.835983694,0.841372013,0.845897198,0.851123909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNYJPY=X,1.022067215,1.024449443,1.025454886,1.026624948,1.029119805,0.844602103,0.851458471,0.864390131,0.868219161,0.872983374,,,,,,0.743147052,1.007399738,1.007891056,1.014687198,1.02541351,,,,,,0.998389641,1.018898169,1.023358027,1.029547375,1.030955285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNYUSD=X,0.829496589,0.829976486,0.832178145,0.837041219,0.839944402,0.713424029,0.722294439,0.723665055,0.728606402,0.732399417,,,,,,0.767985324,0.848857959,0.867167274,0.870383864,0.877383278,,,,,,0.842015107,0.842645725,0.842906415,0.845581075,0.862263083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocoa,0.983650907,0.984143041,0.984206953,0.984250834,0.984270125,0.979646995,0.979943048,0.980178211,0.981509699,0.98157901,,,,,,0.950666229,0.961209695,0.967374742,0.969462611,0.97225225,,,,,,0.954187381,0.957639246,0.96315389,0.963161603,0.968029857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coffee,0.972800681,0.972821057,0.973032821,0.973041634,0.973154499,0.972862437,0.972907534,0.972999302,0.973006036,0.973726865,,,,,,0.796464403,0.841407716,0.889763236,0.894901365,0.902120042,,,,,,0.900583516,0.901329229,0.912894686,0.91591235,0.92144224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corn,0.993142033,0.993831493,0.994416667,0.994448794,0.995128086,0.95791322,0.980390303,0.988159957,0.98985484,0.990237416,,,,,,0.977599406,0.993317336,0.994147761,0.998471843,1.010102491,,,,,,0.90521727,0.949273895,0.952944666,0.961329229,0.99136665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,1.007521759,1.007533861,1.007835758,1.007872669,1.007952979,1.001289205,1.001892732,1.003198449,1.004202722,1.004473563,,,,,,0.968966186,0.980400875,0.984977305,0.985206917,0.987679332,,,,,,0.931138795,0.974176961,0.977116485,0.978384178,0.978385213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EGP=X,0.246381168,0.246458807,0.249847704,0.250735971,0.252169614,0.229420516,0.231346286,0.232337674,0.233754314,0.234758567,,,,,,0.267930286,0.26916777,0.273134202,0.273717365,0.274564961,,,,,,0.229112792,0.241995683,0.247660128,0.256252158,0.262948751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUR=X,0.881964393,0.882956547,0.883416474,0.886374914,0.888483577,0.710844151,0.718797432,0.724034054,0.72620988,0.733196829,,,,,,0.893063828,0.916050931,0.937706069,0.945224869,0.947274788,,,,,,0.929211474,0.9333524,0.942668687,0.947346341,0.947564432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURCHF=X,0.908960676,0.910455648,0.910663796,0.922871444,0.927030327,0.749994472,0.753408188,0.754863665,0.755927552,0.75914705,,,,,,0.932456911,0.963266755,0.968510882,0.970260123,0.977127536,,,,,,0.84649204,0.896553298,0.948145258,0.950693786,0.959407653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURGBP=X,1.219089167,1.221330743,1.221862495,1.222077577,1.222085664,1.170324231,1.179802157,1.181807538,1.188943482,1.189906988,,,,,,0.94918048,0.981018528,0.981864041,0.996875197,1.005930145,,,,,,0.960504558,0.961203035,0.988214115,1.028483252,1.053398887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURHUF=X,1.061141614,1.062954589,1.07007482,1.075901869,1.075940013,0.780619324,0.787806955,0.814644282,0.834920795,0.837880124,,,,,,1.084139188,1.090198437,1.098844926,1.10207282,1.104316835,,,,,,1.014547547,1.086408953,1.086676041,1.088257283,1.091157595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURJPY=X,0.877706186,0.877874189,0.879133979,0.880106505,0.882366235,0.713242172,0.718201632,0.722208186,0.728748297,0.729151104,,,,,,0.711234629,0.899425396,0.90055532,0.904349274,0.914705962,,,,,,0.887912468,0.889353818,0.889722626,0.896063755,0.905475381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURMMK=X,0.592052603,0.592903452,0.593746691,0.594254571,0.594489647,0.376874095,0.391503982,0.396679133,0.39819695,0.399413348,,,,,,0.591570487,0.599336093,0.614358962,0.622394651,0.622738096,,,,,,0.553691386,0.557218872,0.562780933,0.568895376,0.570281827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURSEK=X,0.949306524,0.95423637,0.955122064,0.95703573,0.958692974,0.781456408,0.792245982,0.799384775,0.804270654,0.80570969,,,,,,0.996419807,1.007069185,1.00713232,1.008398661,1.013387978,,,,,,0.990738988,0.999554845,1.001122847,1.003246943,1.007800779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EURSGD=X,0.920572251,0.923282389,0.924465936,0.930804772,0.935872682,0.721173821,0.727971417,0.73163654,0.732969235,0.735367831,,,,,,0.971272329,0.974322021,0.982562729,1.002221644,1.006299794,,,,,,0.968975087,0.977680186,0.985653539,0.990623921,0.998123445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPJPY=X,1.014130739,1.016634721,1.018448518,1.020414965,1.020638747,0.839864624,0.840847599,0.854265791,0.854941909,0.855864584,,,,,,0.95918242,0.959516724,0.960433379,0.963354722,0.98410665,,,,,,0.859437369,0.963976772,0.965094806,0.966240922,0.994597796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPSGD=X,0.988539918,0.991036713,0.996110355,1.001964963,1.005715314,0.832179405,0.835327013,0.843961919,0.845016934,0.852037691,,,,,,0.935702852,0.939757101,0.948269926,0.956485767,0.958624808,,,,,,0.786572437,0.932624102,0.933315608,0.945599931,0.950922582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBPUSD=X,0.981772939,0.982507104,0.987397256,0.990591167,0.993874451,0.819652652,0.820409778,0.82173706,0.832154382,0.833406366,,,,,,0.741265467,0.93794971,0.942996847,0.956954791,0.964851989,,,,,,0.921301471,0.922642226,0.937737262,0.972479582,0.980496883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHS=X,0.006946422,0.00728919,0.008077056,0.009644249,0.010495936,0.006314142,0.00631418,0.006314302,0.006314333,0.006314413,,,,,,0.014783229,0.022706678,0.024323196,0.027056733,0.027384897,,,,,,0.009028178,0.012249028,0.013314224,0.014736202,0.021267246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HKD=X,0.931358265,0.936732567,0.93832081,0.938491353,0.942820031,0.808714586,0.813800067,0.820228623,0.821970185,0.827369487,,,,,,0.938116345,0.938169107,0.940262751,0.958589318,0.961625248,,,,,,0.938139258,0.944918141,0.945992753,0.948849415,0.962358534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDR=X,0.906565506,0.907090087,0.909886707,0.910287977,0.910637722,0.829866303,0.836222798,0.839234307,0.844908182,0.844956335,,,,,,0.771940567,0.864383422,0.890746964,0.904868937,0.905835724,,,,,,0.831758479,0.863412797,0.886063586,0.90405636,0.904923618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDRMYR=X,1.323264375,1.32327623,1.323321973,1.323328873,1.323572792,1.322388245,1.323283849,1.323413744,1.32347386,1.323980818,,,,,,0.489587226,0.56346089,0.603512733,0.702652768,0.819617592,,,,,,0.535106836,0.540726536,0.573585509,0.699860856,0.763704687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDRSGD=X,0.171635001,0.171706373,0.171780041,0.171781643,0.172595594,0.172400549,0.17263069,0.172774468,0.172828129,0.173010344,,,,,,0.107721285,0.117323296,0.121073812,0.146155088,0.161565222,,,,,,0.100320209,0.103171943,0.104752895,0.105796333,0.110592445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INR=X,0.976136774,0.980101701,0.981160757,0.986181665,0.990394038,0.833572007,0.835617462,0.841591728,0.861356498,0.862336841,,,,,,0.962065657,0.986094713,0.99021522,0.996646682,1.004938174,,,,,,0.952265064,0.975968599,1.002160475,1.010102669,1.0157629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
