Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-02-27,101.70999908447266,101.70999908447266,100.37999725341795,101.8499984741211,-0.1500015258789062,-0.0551019269767981,-0.6767970948001162,-5.204099107996514,1.6166737599032943,0.4232904844770214,-0.6634768032576203,-0.0218431476425548,-0.6444429072586788,-0.0620068748053156,1.3965494725853929,0.5444452984022105,-0.4404669212025088,-0.06977411,-0.1030744,-0.073304236,-0.06392251,-0.16307758,0.18563755,0.09044073,-0.06796227,0.12835251,0.2046434,-1.8164864,-0.5509771,-0.30094877,-0.42316532,-1.8591821,-0.05768236,-0.19525127,-0.15832387,-0.14665222,3.4621499,-0.5697336,-0.3369997,-0.12792337,-1.7440819,-0.019893836,-0.16055878,0.36848173,0.5418666,-0.09813735,-0.5801932
2015-03-02,100.9000015258789,100.9000015258789,100.44000244140624,101.6999969482422,0.0500030517578125,0.0047724955985901,0.946921846876038,-5.138223273254996,1.5660166647478704,0.1057696276931712,-0.5650696885373531,-0.3531764198071048,-0.7456833884109565,0.3172139360928435,0.7452763516411958,0.3151389371357026,-0.2180201942064076,-0.120914444,-0.15230048,-0.06612894,-0.07846039,-0.100616544,-0.081737705,-0.21274771,-0.2580336,-0.04805908,-0.15400766,-1.0818834,-0.4022985,-0.23907302,-0.29839936,-2.3786945,-0.05439761,-0.21738695,-0.17738174,-0.35373002,3.1786911,-0.5699598,-0.33687773,-0.12796894,-1.744089,-0.015257739,-0.16246413,0.36848122,0.553255,-0.09819095,-0.5831226
2015-03-03,100.83000183105467,101.8000030517578,100.44000244140624,101.75,0.0500030517578125,0.0047724955985901,-0.111043608851739,-5.162099500594968,1.8113501514999328,0.2060406107638284,-0.3435690744237235,-0.4070339179559045,-0.9005790973475942,0.5056663458161383,1.1680695003549435,0.383862968287594,-0.3293958694620424,-0.096323594,-0.11013794,-0.07177764,-0.070637755,-0.08536698,0.012921006,-0.081973284,-0.076707385,0.03411438,0.00089133106,-1.6016952,-0.5307192,-0.2516448,-0.35403225,-1.6266433,-0.05604093,-0.21146536,-0.1686257,-0.20919432,3.2592216,-0.56766135,-0.33666298,-0.12805846,-1.744088,-0.06334073,-0.16320367,0.36848044,0.53882533,-0.09816988,-0.5789294
2015-03-04,100.23999786376952,100.44000244140624,100.23999786376952,101.8000030517578,-0.0500030517578125,-0.0251658576769463,6.975849382017467,-4.785107417909058,1.0680986130773171,-0.5637642193865005,-0.1899443103373772,-0.842965195197737,-0.5245948790105622,0.8210273514950384,0.0118210395863511,-0.1759488170857621,0.4991777914873432,-0.6314697,-0.15363915,-0.16889693,-0.07882184,-0.17718703,-0.1563227,-0.26150623,-0.25802284,-0.1422289,-0.15094247,-1.1415986,-0.6397268,-0.52483577,-0.17444795,-4.6695447,0.07857418,-0.42069983,-0.14558038,-0.32011208,2.1705751,-0.570106,-0.33701134,-0.12807727,-1.7440958,-0.212721,-0.1976995,0.37212005,0.41102886,-0.09808621,-0.5558013
2015-03-05,100.9000015258789,100.9000015258789,100.37999725341795,101.75,-0.0500030517578125,-0.0251658576769463,0.813375520274251,-4.998811847895098,1.400319367605507,-0.3131325786786377,-0.3610297719619691,-0.8894362285984305,-0.4986595094450613,0.8485317610376855,0.2368792133554952,-0.1949793060919581,0.4481190244021427,-0.12612972,-0.15230048,-0.07262162,-0.07846039,-0.100616544,-0.13961792,-0.26150623,-0.28438827,-0.117357686,-0.15400766,-0.20120023,-0.47858363,-0.19069806,-0.39580733,-2.4815004,-0.04846989,-0.17773874,-0.16658838,-0.27037346,3.3875833,-0.56835073,-0.33705753,-0.12811004,-1.7440768,-0.18912706,-0.16268839,0.36848402,0.55814856,-0.09814672,-0.58597064
2015-03-06,100.6500015258789,101.6999969482422,100.23999786376952,101.6999969482422,0.0500030517578125,0.0047724955985901,-0.096308855475713,-5.038554096175435,1.479457648716323,-0.3639325380099982,-0.3421945122976505,-0.9032455680497492,-0.5461073532966286,0.952596305524334,0.4402064991329429,-0.1449410083187093,0.4313349810231016,-0.099441096,-0.10864465,-0.07042375,-0.070825346,-0.08458494,-0.023684982,-0.13073182,-0.07310321,0.03411438,0.00089133106,-0.38951138,-0.5224796,-0.1610631,-0.4476451,-2.4288058,-0.049785588,-0.15295078,-0.15848275,-0.1536938,3.6394415,-0.56178755,-0.33708566,-0.12812102,-1.7440675,-0.118828,-0.16109143,0.3684872,0.55320626,-0.09809466,-0.58552414
2015-03-09,101.1500015258789,101.8000030517578,100.83000183105467,101.75,0.0500030517578125,0.0047724955985901,-0.206832381232691,-5.100788483996948,1.5833377005545974,-0.358704469928256,-0.3780054983623783,-0.8283308084105186,-0.8783509112137392,0.8512622990422647,1.1887475789842243,0.3845724007689784,-0.3629576340564567,-0.096323594,-0.11013794,-0.07378004,-0.070637755,-0.08536698,0.012921006,-2.9609187,-12.164579,0.03411438,0.00089133106,-1.6619563,-0.42949674,-0.20951572,-0.36020923,-2.0631971,-0.052756596,-0.17651361,-0.15642184,-0.048212063,3.5878773,-0.55799556,-0.33677128,-0.12841761,-1.7440512,-0.0005405513,-0.16124626,0.36848542,0.5469061,-0.098110184,-0.5804725
2015-03-10,101.11000061035156,101.8000030517578,100.12000274658205,101.8000030517578,0.029998779296875,-0.001216088646791,-0.4133612902503346,-5.020080406694905,1.3229385788018118,-0.4504381824183008,-0.291495530752879,-1.0985051766550944,-0.3811799219704379,1.0746157580873237,0.5032321096497678,-0.2447883519084756,0.3732232828661673,-0.09829494,-0.11013794,-0.06736845,-0.070645295,-0.16874951,-0.023684982,-0.061161917,-0.013642372,0.062353093,0.00089133106,-0.43971726,-0.5961696,-0.22674154,-0.46754348,-2.509488,-0.048147436,-0.1307048,-0.15085825,-0.061873566,3.790142,-0.55540115,-0.33673224,-0.12846243,-1.7440097,-0.03486267,-0.1604802,0.36848968,0.55529815,-0.09805995,-0.58580554
2015-03-11,100.47000122070312,101.75,100.19000244140624,101.83000183105467,-0.029998779296875,-0.0191772734315651,0.0543030253273963,-4.992930118294374,1.259292578642854,-0.4911723530438848,-0.2923344451550832,-1.1824879834990267,-0.311594558604344,1.1508376576804722,0.468180554871338,-0.2933035799480017,0.3848307475373267,-0.3575079,-0.109472215,-0.17077044,-0.07106336,-0.25294587,-0.023684982,-0.13073182,-0.16110626,0.03411438,0.00089133106,-0.43637076,-0.6743709,-0.23135059,-0.47192514,-2.5169559,-0.04726452,-0.14935382,-0.15568244,-0.16842781,3.6646073,-0.5544102,-0.33679014,-0.1285276,-1.7441189,-0.050174404,-0.16157494,0.3684864,0.5553548,-0.09808807,-0.58620435
2015-03-12,100.69000244140624,101.6500015258789,100.25,101.8000030517578,-0.100006103515625,-0.0401350343147146,-0.0324706130592866,-4.973223443568946,1.1726058201001983,-0.5430500728970036,-0.2773615830864175,-1.2841262040411954,-0.2445091484134647,1.1842410002445478,0.4288039054466545,-0.2872009275146532,0.4060734698710403,-0.10096511,-0.11040963,-0.16875595,-0.07135324,-0.16951624,-0.023684982,-0.13073182,-0.12190378,0.03411438,0.00089133106,-0.45423332,-0.6548544,-0.22575618,-0.47863555,-2.5568886,-0.046299744,-0.1404639,-0.15162024,-0.14532074,3.7320755,-0.5533238,-0.3368875,-0.128662,-1.744273,-0.07453358,-0.16127355,0.368487,0.5564017,-0.09807131,-0.587154
