Date,Open,High,Low,Close,Volume,Change,Last,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-06-03,381.0,382.0,376.0,379.5,4630,3.0,377.0,7851,4.0,0.6984694429437942,-0.3133604497728511,-1.3040553351379358,0.6127083343169413,-1.8719843311223423,-1.0161201465968446,0.3889723657059757,1.0081386288611378,-0.5808531151211646,-0.028036267,-0.057542622,0.0522684,-0.042138815,-0.023555696,0.41261652,1.5481457,2.6219866,0.39662918,0.065246195,-10.001859,0.15984154,-0.7594999,-0.88484615,-0.009261355,-4.816608,-0.42834696,-0.11386153,-0.7563675,0.64689755,-1.670238,-1.3679669,-1.0082144,-0.80060905,-2.0108085,-0.5636885,-0.65426767,3.619644,-0.7459822,-0.86425894
2015-09-03,379.5,384.5,379.5,383.5,1873,4.0,383.0,5666,-1.0,-0.2270948992758877,0.0220868444230578,-0.2438886597142841,1.3621331957758458,-1.9019678622688845,-0.3008735153856482,0.7196157147536648,0.1246289641814782,-0.8676601909806372,-0.07587814,-0.18294296,-0.22173598,-0.13459677,-0.104376495,-0.62785596,-1.0357748,-0.9510483,-0.8567305,0.22339816,-2.5011353,3.388542,-0.56079125,-1.4594731,6.423645,-4.8589196,-0.48956957,-0.031481624,-0.766131,0.64965785,-1.9098054,-1.3901411,-1.1168764,-0.828697,-2.1675048,-0.57431406,-0.69752806,3.6442885,-0.7362523,-1.0718857
2015-10-03,383.0,384.0,377.0,382.5,4126,1.0,382.5,4555,1.5,0.2356872718339532,0.0428208189387943,-0.3392721252344357,1.4663466654035864,-2.0108247013055176,-0.5847776736777435,0.448199793244658,1.4423556892195726,-0.2558643140477492,-0.07248005,-0.06978637,-0.02509451,-0.0791513,-0.042642087,0.24641895,0.8635909,1.0306809,0.034695834,0.065246195,-3.2128348,1.806491,-0.66335547,-1.0372747,7.7568235,-4.791019,-0.5189116,-0.04103425,-0.75821024,0.65232265,-2.2004209,-1.4261794,-1.2644452,-0.88267154,-2.2043402,-0.57720375,-0.7009753,3.634779,-0.75090194,-1.0743674
2015-11-03,382.5,387.5,381.0,384.0,1609,1.5,384.0,2502,-1.75,-0.3659295506088401,0.3639359691019829,0.6212632121141992,2.208678170425065,-1.973699854376166,0.7778428542620837,0.6965654915916674,0.8699376687351931,-0.4781394996381762,-0.076726556,-0.13389018,-0.15606812,-0.1405141,-0.12131244,0.06914553,0.14320534,-0.49172428,-0.6598561,-0.6207901,5.730997,5.8336277,-0.10704824,-1.529444,10.234501,-4.675056,-0.026995003,-0.23298532,-0.7722061,0.6505799,-2.4482908,-1.4448693,-1.4643213,-0.8689943,-1.8983921,-0.6203228,-0.7640056,3.6372073,-0.7699231,-1.1223747
2015-12-03,384.0,384.75,380.0,382.25,1241,1.75,382.25,1429,-1.75,-0.3659295506088401,0.15524718866769,0.3542881406277159,1.6007403039431332,-2.1267709313694163,0.5092383801601017,0.6901652835404651,0.9433454073532156,-0.1691080092434784,-0.0847657,-0.112917066,-0.20495492,-0.11413437,-0.12739414,-0.4413865,-1.6858002,-1.184931,-0.73563814,-0.931887,3.7351527,4.462484,-0.38179067,-1.5023042,9.209353,-4.7266498,-0.39785233,-0.050014555,-0.7544454,0.65621024,-2.8933282,-1.4476439,-1.4980531,-0.88631326,-1.6904149,-0.59982955,-0.72811013,3.6306531,-0.74876374,-1.0809481
2015-02-04,381.75,388.5,378.25,386.5,166842,4.75,386.25,486519,0.0,-0.0419820308319513,1.70718911528805,1.108422413018768,-0.5403247856562619,1.1428142383202278,-0.369470038565731,2.2227720955799586,-0.0990620285218517,0.9919443964203978,-0.068406105,-0.018778637,-0.16114497,-0.12722453,-0.10014367,-0.41980454,-0.81511253,-0.10490289,-0.4311758,0.038199216,20.304075,-10.947675,1.8643199,-0.8141678,-3.689924,-4.582846,-0.26917106,-0.046234637,-0.79062396,0.6603455,-2.3448682,-1.0931468,-1.0079498,-0.6391967,-1.0608416,-0.646799,-0.9327058,3.685127,-0.67742306,-1.2233695
2015-03-04,386.5,386.5,386.5,386.5,0,0.0,386.5,470964,-1.5,-0.3196513334978559,1.1518538300663186,0.6011630889547328,-1.5675827332603995,0.2837162426539246,0.019195997391887,2.1621010466000747,-0.4400621514518085,1.2503582713901056,-0.059944093,-0.12811717,-0.15730995,-0.09318322,-0.16791785,-1.5707368,-2.7871654,-1.4628623,-0.79765433,0.19171558,7.0474353,-10.255951,0.609947,-0.9857804,-10.4617405,-4.7051406,-0.41570118,-0.12755632,-0.7765017,0.6537398,-2.0327287,-0.80174273,-0.58101046,-0.44302818,-0.8553516,-0.6179395,-0.7836301,3.6568358,-0.74100316,-1.2505996
2015-06-04,386.25,390.0,383.5,385.0,84292,1.5,385.0,470873,-2.0,-0.4122077677198242,0.9549800883385616,0.0123761593454562,-2.0620893539630165,0.1637364193502722,-0.3476262245068057,1.7999605564135794,0.5053794391445267,1.635437239187871,-0.06418827,-0.14399043,-0.2245206,-0.09593594,-0.21620029,-0.12759739,-1.6775186,-1.431322,-0.28037277,-0.1460042,7.2008805,-12.276234,-0.24631515,-0.355832,-11.892047,-4.7174964,-0.4730384,0.00957416,-0.74350977,0.65840197,-1.5073082,-0.7749198,-0.094445676,-0.4554372,-0.41683957,-0.6045501,-0.7800687,3.635323,-0.7081496,-1.2095088
2015-07-04,385.0,387.25,382.0,383.0,98297,2.0,383.5,468910,-3.75,-0.7361552874967129,0.4738349692220525,-0.7192718574231671,-2.3991222358236457,-0.466207711438036,-0.3738979872109434,1.616337098101753,0.2919542910179394,1.4329240496375566,-0.07306796,-0.09562948,-0.21091676,-0.11015245,-0.1315693,-1.0504768,-1.4929402,-2.0741854,-0.8166973,-0.1460042,1.0515662,-11.990677,-0.6984023,-0.5059481,-13.110167,-4.7162333,-0.51619774,0.025232375,-0.7107553,0.65576637,-1.1560947,-0.70895755,0.29829472,-0.52493006,-0.2117325,-0.5827072,-0.7343345,3.6168523,-0.7118235,-1.2775232
2015-08-04,383.25,385.0,376.75,379.25,213061,3.75,379.25,456900,-1.25,-0.2733731163868718,0.0143436922615067,-2.0656341374099787,-1.3302888622892526,-1.0012914940602091,-1.422849150007803,1.1961935725085704,0.4187376640890425,-0.4109763925652677,-0.061074495,-0.08420202,-0.15241015,-0.11211291,-0.06905705,-1.3050872,-0.7169633,-0.6719846,-0.2950079,0.065246195,-10.529005,-11.641261,0.88151765,-0.8047897,-7.5351458,-4.7073207,-0.43877438,-0.100028396,-0.7144604,0.6521907,-0.6893985,-0.56130075,0.55507594,-0.5450782,-0.022698477,-0.5982503,-0.72165906,3.5548062,-0.71225363,-0.9875199
2015-09-04,379.0,380.0,375.0,378.0,197139,1.25,378.0,442882,-1.0,-0.2270948992758877,-0.1811924715438807,-2.139249900647262,-0.974340677247534,-1.2697224825246074,-1.6021195321403052,1.0719574880267695,-0.0155299219266271,-0.7842028019253118,-0.0854111,-0.18106556,-0.25920692,-0.12574399,-0.092718095,-2.2281022,-2.2713373,-2.1236696,-0.7055603,3.0902238,-18.360485,-10.815356,1.2322818,-0.8342115,-6.8536344,-4.7686143,-0.40610012,-0.123090744,-0.7071217,0.6474005,-0.38613638,-0.561082,0.6328526,-0.53048456,-0.62102145,-0.5811865,-0.6777059,3.5515025,-0.70797575,-0.8984888
2015-10-04,378.25,379.5,374.25,377.0,194371,1.0,377.0,423043,-6.5,-1.245215675717538,-0.4027509977517182,-2.4090155852479103,-0.7842637104788087,-1.5158194934029892,-1.692717943552801,1.01560710435715,0.0146951915501999,-0.9686890764233655,-0.13149318,-0.2905917,-0.5469472,-0.1894148,-0.12818491,-4.88135,-5.5993104,-6.013717,-2.6389928,-1.8467013,-19.798805,-10.246276,1.330435,-0.85426635,-6.6419024,-4.727557,-0.38791206,-0.16808143,-0.6670324,0.64678854,-0.13495928,-0.5717721,0.655608,-0.49462196,-0.8166773,-0.5824252,-0.6640023,3.5292995,-0.68873024,-0.8501219
2015-04-05,359.0,360.75,356.75,358.75,3334,1.0,358.25,9164,2.5,0.4208001402778896,-2.8749868526657947,-3.60791989002128,-0.1185988521791586,-1.5119442402494427,-0.969742593740377,0.7925436536850691,-0.6699424412648541,0.020706234554944,-0.03747481,0.0028580427,0.085718825,-0.030498117,-0.031820983,0.51673335,-0.12625372,1.4425166,0.24321204,0.2494496,-29.285332,-1.2146524,0.7630099,-0.50341994,-8.345243,-4.2587705,-0.26475957,-0.36133268,-0.3239945,0.6263569,0.21885777,-0.46325865,0.7242965,-0.4095414,-1.1378472,-0.5544466,-0.5277912,3.3555226,-0.38922885,0.50678146
2015-05-05,357.75,361.75,354.0,361.25,4202,2.5,354.5,7870,5.25,0.9298605284987148,-2.6515318734212685,-3.0593488885948568,0.5557229476761046,-1.1740991362486364,-0.7028669223119854,0.8824540624523594,-0.9356568415390644,-0.149250159269987,-0.05093977,-0.034117043,0.052173212,-0.017750502,-0.068800956,1.0804029,-0.9524906,0.25495657,0.028099522,0.2494496,-22.659885,0.9243848,1.0454025,-0.8286161,-6.1878943,-4.483812,-0.30503824,-0.273414,-0.4334946,0.63749355,-0.08096179,-0.27391383,0.3280079,-0.22985104,-1.4192617,-0.5637065,-0.5668678,3.4353082,-0.55396605,-0.6105084
2015-06-05,361.75,369.0,361.75,366.5,2962,5.25,367.0,5123,-8.75,-1.661719629716395,-2.174487148033036,-1.9698387416282284,1.774199150886698,-1.11463174254267,0.2711807113904846,0.9079171183264316,-0.6650572372712347,-0.2266860652182829,-0.107327044,-0.08224374,-0.2084516,-0.11045554,-0.06882143,-0.31912884,-2.5184455,-4.0381565,-1.2320877,-0.28307053,-7.384599,5.92797,1.2687808,-1.3738296,0.5304733,-4.623415,-0.19512096,-0.24765357,-0.6145523,0.6459171,-0.27553752,-0.25499853,-0.013969094,-0.08364779,-1.5915695,-0.5950021,-0.6607683,3.53351,-0.74925977,-0.7282918
2015-07-05,365.5,366.25,357.25,357.75,3294,8.75,359.5,3769,0.75,0.0968526205010009,-2.4639090666533203,-2.6033786125604204,1.5749269448065566,-1.1600914556057969,-0.6077138139355678,0.5242765197538053,1.088961188616263,0.2538214564787083,-0.05105716,-0.02416867,-0.010519788,-0.03886661,0.015629604,0.24897222,-0.79566234,-0.2456969,-0.02047722,0.065246195,-2.7344463,5.546873,-1.3330172,-1.0024717,-1.427017,-4.466648,-0.36855808,-0.27582994,-0.50081944,0.6521697,-0.3154715,-0.24651062,-0.25626487,0.08380957,-1.3897287,-0.61437064,-0.6616564,3.4653776,-0.6694198,-0.60814464
2015-08-05,357.75,359.0,356.5,358.5,1208,0.75,358.5,1950,-0.25,-0.0882602479429354,-2.5986065557501927,-1.89685653677214,1.775474538476463,-1.4732111884124852,-0.3073951147673806,0.9146759656967124,-0.5030745307155986,-0.1248244203786647,-0.06681654,-0.0936268,-0.086215705,-0.07884416,-0.06514835,-1.0502282,-1.2822584,0.12495717,-0.21887884,-0.48017368,-16.588165,4.713008,1.6566278,-1.0459054,1.6026738,-4.5193377,-0.12050688,-0.2772161,-0.55648017,0.6424245,-0.3611652,-0.6570175,-0.4380609,-0.04390338,-1.447005,-0.5799136,-0.6255958,3.489163,-0.7138266,-0.62881017
2015-11-05,359.0,361.0,357.0,358.25,636,0.25,358.25,1129,-1.25,-0.2733731163868718,-2.510690403996784,-1.545569175646226,2.0027743651886665,-1.4526197953434496,-0.4761508230592676,0.7061728049531683,0.3439644213924696,0.3390253195631146,-0.07991001,-0.12336376,-0.1144394,-0.13291699,-0.1410945,-1.4765886,-1.8971514,-1.2488562,-0.44658247,-0.931887,-12.180976,5.131106,1.5977814,-0.6585375,3.0217435,-4.476889,-0.08311847,-0.33635023,-0.6024406,0.6413469,-0.4565371,-1.0171163,-0.5112006,-0.14357665,-1.5539896,-0.58460534,-0.64400214,3.5112805,-0.7446555,-0.69033283
2015-12-05,358.25,362.0,355.25,357.0,406,1.25,359.0,721,-1.0,-0.2270948992758877,-2.519058930331893,-1.569405820041014,2.0398149449887355,-1.2597137683220387,-0.5589371936390835,0.6259172638764409,0.5505361294445558,0.3036916733086366,-0.076866955,-0.12794882,-0.09679738,-0.09344959,-0.1410945,-1.2477258,-1.6795218,-1.217241,-0.37593552,-1.9794487,-11.698228,5.4252977,1.5312915,-0.6128319,3.0509484,-4.491284,-0.09041506,-0.32147828,-0.59968793,0.64104116,-0.44161543,-1.357767,-0.5047178,-0.19567114,-1.5987612,-0.5794012,-0.6495912,3.5172668,-0.7499468,-0.7044751
2015-02-06,352.0,359.5,351.75,359.0,179714,6.75,359.0,655601,0.0,-0.0419820308319513,-2.63632808671421,-1.2705644582266236,-1.165210077070434,0.9039800268671472,-0.0102301987642968,0.914276654799822,-0.6897425777349349,1.5531523661141176,0.012267202,0.20794345,0.22586744,0.037728697,0.03363359,2.595432,4.273608,3.5987835,1.241632,0.19171558,0.1638085,-2.3165333,0.64142716,-0.18376493,-13.025626,-4.699887,-0.44749287,-0.076372415,-0.6641396,0.6568554,-0.15875623,-1.3011596,-0.17639467,-0.13375753,-1.2370284,-0.60002565,-0.7240252,3.5404704,-0.7427828,-0.9506336
2015-03-06,359.0,364.0,357.0,359.0,221435,0.0,358.5,643413,4.5,0.7910258771657624,-2.415899375502416,-0.8292622902571635,-0.6460099482723232,0.8458549098540464,0.2603743804921951,0.8205921030347101,-0.6415234679208635,1.5138491582647853,-0.004534498,0.14584309,0.23345242,0.0068195164,0.024337143,2.3119383,4.299503,3.9624128,1.5305914,0.19171558,-6.295044,-3.5870068,3.5493255,0.065155715,-7.8228025,-4.7670517,-0.49718598,0.011095107,-0.7214568,0.65544355,-0.24262816,-1.1622984,-0.0040231645,-0.07852122,-1.2968459,-0.5856412,-0.72279465,3.603943,-0.75176936,-1.0631275
2015-04-06,358.5,364.5,356.5,363.5,145713,4.5,362.75,634025,-3.0,-0.5973206361637606,-2.0880798443854998,0.0405469293738943,1.5481937630939622,0.3294294680579824,0.4760690684675261,0.8019012094474118,-0.4395847924403732,0.0232937389086405,-0.04975131,0.0014816524,-0.04221028,-0.043396533,-0.049645156,0.23576163,-0.99605983,-0.18844298,-0.09730917,0.19171558,4.783165,4.8404016,2.613204,-1.244097,2.145814,-4.786627,-0.31727228,0.058515966,-0.7500051,0.65561485,-0.7470067,-1.0438191,-0.014545426,-0.051834047,-1.1047282,-0.57864434,-0.76351756,3.6339653,-0.7300334,-1.051465
2015-05-06,362.75,367.25,359.75,360.5,208571,3.0,360.25,621950,4.75,0.8373040942767465,-2.27052060797066,-0.2189395583084022,1.4764320122261192,-0.258067975817964,-0.0359302481319705,0.3448183681489507,0.5125278123248216,0.0970249142376519,-0.03657621,0.023451224,0.112629496,-0.02869463,-0.024474919,0.53864753,1.2796359,1.7610718,0.28892326,0.5400322,0.10511118,3.901418,2.7186894,-0.7805665,5.141037,-4.7661495,-0.4470217,0.042785123,-0.7342418,0.6523454,-1.0287796,-0.9389357,0.0449481,-0.1135312,-0.98281103,-0.5772168,-0.74965084,3.6250153,-0.7316781,-1.048256
2015-08-06,360.5,366.25,360.5,365.25,172461,4.75,365.0,598535,-0.25,-0.0882602479429354,-1.9185317269926765,1.1290535143265408,2.288831843928341,-0.6980840373130274,0.5891410403188003,0.6354360870341317,-0.5916829508022169,-0.6155420988528824,-0.07078111,-0.052808404,-0.05645284,-0.08757213,-0.07209912,-0.597392,-0.2004183,-0.07759404,-0.3013188,-0.28307053,6.57449,8.955675,2.4864676,-1.7238909,9.373147,-4.6842113,0.35420737,-0.17018512,-0.76895183,0.6471643,-1.581601,-1.0055746,0.010692701,-0.16931859,-0.750125,-0.60748214,-0.80449146,3.6430964,-0.7824696,-1.0729454
2015-09-06,364.75,368.5,362.5,365.0,229751,0.25,364.5,580195,-7.75,-1.4766067612724585,-1.5624495446257414,2.010895533390896,2.686082007395107,-0.9017658207512574,0.6604374055480525,0.4719101562438215,-0.007258778999951,-0.5115636180375678,-0.22738236,-0.7616051,-0.6299146,-0.31272903,-0.35099825,-3.8904107,-5.913863,-6.023042,-3.957814,-3.2968872,5.5252185,8.322714,3.7544565,-1.3667772,14.335755,-4.484522,1.0352757,-0.48848888,-0.77952987,0.63622093,-1.9572824,-1.1175405,0.010639772,-0.26302662,-0.9363418,-0.6386071,-0.8529157,3.6569993,-0.80816096,-1.1959459
2015-10-06,364.75,366.5,356.75,357.25,348011,7.75,357.0,534201,-0.75,-0.1808166821649036,-1.6744085642894186,1.350308015651549,2.3627202417624007,-0.6846908107498395,-0.4258698191690415,-0.0351330107371965,1.587260111154467,0.1861178244556128,-0.050654203,-0.04043269,-0.022294447,-0.067990005,-0.012688339,0.05671157,-1.6314718,-0.099519074,0.13690698,0.61816424,15.899961,7.036881,1.1087191,-0.74480784,13.188319,-4.449408,0.81286263,-0.43584517,-0.77852863,0.6422438,-1.8770605,-1.0999812,0.044235617,-0.33117226,-0.64034605,-0.6601318,-0.89706725,3.6520422,-0.82950586,-1.098499
2015-11-06,357.5,360.0,354.5,356.5,254229,0.75,356.75,491726,-3.5,-0.6898770703857288,-1.9632029395968575,0.9750753846248692,1.5871020250907957,-0.706862048145271,-0.8147718097627403,0.276001661786533,0.6688899926024443,0.373011616675285,-0.054253757,-0.07453057,-0.05891612,-0.05091849,-0.041389763,0.13639374,0.047361717,-1.303792,-0.14818215,0.065246195,-1.1945841,3.3854752,2.58436,-0.1971752,8.290643,-4.765212,-0.30844495,0.044045687,-0.76151645,0.65620714,-1.6391666,-1.0676699,0.08792187,-0.33013853,-0.8433264,-0.5856483,-0.7619763,3.640053,-0.7887282,-1.0413564
2015-12-06,356.0,356.75,352.25,353.0,222450,3.5,353.0,436164,-4.75,-0.9212681559406491,-2.1524671562936843,0.3710678573289432,0.1759944299063046,-0.1323745758240772,-1.749230624615883,0.4366520957893303,0.470901556567935,1.1869386277137552,-0.051256627,-0.03360057,-0.08299324,-0.020412937,0.005663201,-0.32511303,-1.301673,-2.2307556,-0.27628186,0.5400322,-2.5590308,-0.45060095,0.79711217,0.36613283,-0.2859876,-4.785546,-0.46676895,-0.0834972,-0.7218662,0.65260917,-0.95754915,-0.720495,0.027530894,-0.179082,-0.8480683,-0.56610405,-0.69723994,3.601064,-0.7518061,-0.8352794
