Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-12,3.553499937057495,3.5978000164031982,3.525000095367432,3.5,0.0250000953674316,0.0011970190793963,-7.26520412531357,-1.5062173731706645,-0.2751847731790881,-0.2099443314523542,-1.3178992928586948,0.4235249439066065,-0.7199424518790858,-1.0087795708854352,-1.1292803040200623,-0.2781211990912415,0.8018671365347335,-0.7044202618137154,0.4332685820276561,1.2835918868577,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-9.912595,-0.18533249,-0.632359,-0.7279836,19.99362,-0.023315897,-2.279177,0.08805511,0.8341938,0.051195618,0.06757431,-0.41682082,-0.015574831,-0.04807833,0.08470406,0.052578084,-0.027590781,0.027960036,-5.5962768,-0.031579413
2015-03-13,3.606800079345703,3.606800079345703,3.594599962234497,3.525000095367432,0.0249998569488525,0.0011970069283192,-13.012079154313549,-1.125372861386983,-0.5335078590372335,1.3695016308005656,-1.3272070781681424,0.4374728372176131,-0.7733860061165958,-0.9941995664547816,-1.3112967725946525,-0.1853795997590233,1.1342857108064108,-0.81778408236895,0.7444804690353494,1.558909263206088,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,14.13533,0.099696785,0.11934725,-2.3396683,41.1056,0.14902888,-2.9160416,-0.05393957,1.5532861,0.06767046,0.067240156,-0.38454926,-0.012681599,-0.018261569,0.08624694,0.048773948,-0.018563887,0.027343119,-4.5450315,0.0791838
2015-03-16,3.619800090789795,3.634399890899658,3.613100051879883,3.549999952316284,0.0850000381469726,0.0042549348564965,-9.670821495950534,-1.3594810441093537,-0.4818135787105247,0.6334813686787033,-1.307483755416944,0.4380619881440162,-0.801899285722061,-0.939804118674086,-1.35447125716663,-0.1205820203518624,1.3713730255024312,-0.8377011164508554,0.8166117507645738,0.5230592930330963,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,2.8188012,-0.00047735468,0.18849885,-2.0884876,23.16329,0.054811947,-2.4960613,-0.21468247,1.1168059,0.05821494,0.06765157,-0.38440308,-0.013912878,0.004321746,0.091082,0.05060007,-0.024051832,0.027921004,-5.408759,0.024170445
2015-03-17,3.624099969863892,3.624099969863892,3.539999961853028,3.634999990463257,-0.0950000286102294,-0.0049188246258812,-6.195966125651846,-1.3343297012791029,-0.4820618656520787,0.449817307013343,-1.3234303326092187,0.4327794951056303,-0.6685549088067583,-0.9618276761593868,-0.9903747027672728,-0.2123291375480035,0.8510314284152521,-1.095786960134647,0.9595988273936598,1.8752531633184109,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-8.767251,-0.56457955,-0.17513637,-0.5270703,16.602436,-0.043415293,-2.0713413,0.3185628,0.6740226,0.046963606,0.067617565,-0.40124175,-0.009594008,-0.010159469,0.105062805,0.05706617,-0.028943032,0.025316497,-6.0197825,-0.03084788
2015-03-18,3.618499994277954,3.673099994659424,3.5999999046325684,3.539999961853028,0.0399999618530273,0.0019614919481328,-7.587491925467191,-1.261494187190797,-0.3951971891450525,-0.1805348770406169,-1.281644621210799,0.4289541132570386,-0.69404269755226,-0.9055673926193404,-0.9855889425906892,-0.19180742527508,0.7300304790600147,-0.961955119196794,1.0540771079454598,1.4131303666166164,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-5.7003,0.007427975,-0.6564019,-0.8728778,20.405626,-0.01112821,-2.2298253,0.055266943,0.84824777,0.050636355,0.067422345,-0.392247,-0.01027854,0.0032656747,0.094016016,0.054312985,-0.027183497,0.027028738,-5.6609406,-0.020483352
2015-03-19,3.576200008392334,3.740000009536743,3.576200008392334,3.5799999237060547,0.1600000858306884,0.0080773356534104,-6.50898172435215,-1.386046084025999,-0.2940430046886654,-0.3687711519361061,-1.288092703963765,0.4490887747514321,-0.6355039471143099,-0.8397234965049187,-0.7794246841289977,-0.124161015803691,0.8043744866456198,-0.9468895694247516,0.625242237001986,0.1584428829380512,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-11.700241,-0.25063407,-0.88148946,-0.43515968,12.446843,-0.045725323,-2.0971322,0.25245148,0.6616195,0.047608092,0.06720736,-0.44439447,-0.012883486,-0.049157206,0.06865949,0.056352325,-0.028547151,0.028133564,-5.796667,-0.044791996
2015-03-20,3.7295000553131104,3.7295000553131104,3.640000104904175,3.740000009536743,-0.0899999141693115,-0.0046639922355842,-6.219550973309031,-1.4200948936489188,-0.3397666684080589,0.457548661277894,-1.3067440112631197,0.4219481709434314,-0.6810909422455139,-0.6441956170896156,-0.7403991729084379,0.1225901361288263,1.3589591550333922,-0.9513235245427024,0.7776529158243054,-0.0579843679584857,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-10.2827015,-0.5602354,-0.9537593,-0.53054607,9.86348,-0.043541655,-1.8920405,0.31817126,0.5619419,0.04494274,0.06706477,-0.50827795,-0.017046517,-0.0979157,0.07041449,0.062008534,-0.028913502,0.025767563,-6.4300456,-0.019557683
2015-03-23,3.65529990196228,3.755800008773804,3.65529990196228,3.650000095367432,0.0099999904632568,0.0004325340595827,-6.494833721067086,-1.2804261765421354,-0.3885840944936951,-0.0254332872186103,-1.2769316112895424,0.4293631321865659,-0.6371267719896233,-0.5518333770055358,-0.4110419004826304,0.11848700771993,1.1166382840931774,-0.906148449609682,0.5534966921790949,-0.1135805227967841,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-10.879888,-0.5795534,-0.9132716,-0.4879435,9.367282,-0.04242956,-1.897127,0.2706315,0.5632181,0.04507272,0.067427576,-0.50240815,-0.017232396,-0.18938896,0.07110465,0.06211569,-0.02856557,0.026831603,-6.077245,-0.021110797
2015-03-24,3.742300033569336,3.749399900436402,3.726300001144409,3.660000085830689,0.0799999237060546,0.0040001024661996,-9.88537802830275,-0.8959357198580313,-0.5188341252053865,0.8118685190660151,-1.2510610860929463,0.4172940129692065,-0.7104005126710209,-0.4731607275218519,-0.5073355970379608,0.2135600600969394,1.2870358507511324,-0.8173414030902186,0.8972833372051363,-1.0295367603282284,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,2.781509,0.46484652,-1.035347,-1.9639263,14.104098,0.060204357,-2.2274415,-0.17028391,0.9822378,0.055241287,0.06680923,-0.45942974,-0.02089049,-0.18413608,0.058833085,0.058240507,-0.023699809,0.027033709,-5.346741,0.042990554
2015-03-25,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.740000009536743,-0.0199999809265136,-0.0010964238289673,-6.3326577534863,-1.162778008897682,-0.3505966738373072,0.3902804651848865,-1.2644037640806245,0.4264215073790573,-0.6481892504698973,-0.4617632810284627,-0.2890701579414038,0.1966642960156924,1.2032138339874408,-0.908171602751435,0.5884132941369616,-0.8247957871896838,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-11.107494,-0.60674226,-0.9575412,-0.759665,6.5557675,-0.042900253,-1.7644767,0.3245721,0.49996477,0.04437647,0.06576679,-0.48519647,-0.022861632,-0.2337036,0.056270827,0.06460698,-0.028770821,0.026170095,-6.159283,-0.013684384
2015-03-26,3.760400056838989,3.799999952316284,3.726099967956543,3.7200000286102295,0.0799999237060546,0.0040001024661996,-6.92777371013892,-1.0597141083199368,-0.3593295781156119,0.2375830758419118,-1.2466865958952762,0.4063395063695652,-0.6588480965551253,-0.3918554899172197,-0.2514176477903962,0.2475595843533315,1.2180627324566478,-0.818181045183588,0.6682502464843011,-0.4924220262678322,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-10.054916,-0.48069265,-1.0659295,-0.89771545,8.858823,-0.024136385,-1.8541396,0.20685185,0.567273,0.04481967,0.065931395,-0.4753632,-0.025589451,-0.2771908,0.052814033,0.06523742,-0.028018823,0.02627696,-6.112513,-0.0001911162
2015-03-27,3.76200008392334,3.799999952316284,3.74020004272461,3.799999952316284,-0.0099999904632568,-0.0005867711994506,-5.676346280021948,-0.9843095631814148,-0.3861088799452793,0.3333182026122923,-1.2583855592527533,0.422436421486921,-0.6512046773422313,-0.3868064496268418,-0.2301773222094967,0.2441436379821501,1.3215658857957169,-0.8443645253500134,0.4534558709655345,-0.3851413998148421,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-12.854508,-0.733517,-0.8587132,-0.48913845,5.8553843,-0.058722075,-1.5145489,0.45753947,0.3459271,0.040666986,0.06626866,-0.47403696,-0.027205354,-0.3020418,0.048182175,0.06879822,-0.029601175,0.025279803,-6.5022163,-0.017600793
2015-03-30,3.740999937057495,3.7741000652313232,3.7360999584198,3.7899999618530273,-0.0499999523162841,-0.0026253817175174,-5.048215523921792,-0.9902373827770916,-0.3219150524251571,0.1450261493958946,-1.2440998190610328,0.4242059807701302,-0.6535022230345832,-0.4172201683392731,-0.237244891093131,0.1506621530336069,1.1428210349110686,-0.7287403946377402,0.3073949501040793,-0.2791399511426596,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-14.817446,-0.792381,-0.85616976,-0.4117545,5.2716665,-0.080522895,-1.3172563,0.59251076,0.21907446,0.03852357,0.065818615,-0.4914066,-0.028389778,-0.32130018,0.041793704,0.070129715,-0.03039557,0.025600396,-6.433865,-0.031845767
2015-03-31,3.77810001373291,3.8055999279022217,3.7100000381469727,3.740000009536743,0.0673999786376953,0.0033579423402025,-6.75109894973925,-0.8209945339765246,-0.3379985715960071,0.2533702016104773,-1.2128732358745875,0.4395659178011994,-0.6985791653991085,-0.4999865632631631,-0.4334943465846078,0.0511595143908624,1.0110153673458302,-0.6055606719873328,0.3821179906921099,-0.2385154045754084,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-10.7701025,-0.52655864,-1.2264186,-0.9391984,10.434088,-0.03099372,-1.741244,0.25385496,0.5109538,0.043476224,0.06582848,-0.49156097,-0.028635012,-0.2922781,0.03445778,0.06602418,-0.0282422,0.026835257,-5.8190284,-0.011150047
2015-04-01,3.805999994277954,3.809999942779541,3.799999952316284,3.80739998817444,0.0025999546051025,5.538892654649512e-05,-6.151486378780788,-0.8652573624137916,-0.3216628482462861,0.4487580339474179,-1.2175939381945151,0.4774425000791397,-0.7094217419940136,-0.5335571659503204,-0.5362482529323513,0.0916739277238692,1.234850932008679,-0.71228036408082,0.2888869088851302,-0.4621953394626935,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-11.911966,-0.5866991,-1.1423373,-0.7077289,8.590957,-0.046002295,-1.5825233,0.38873294,0.42601782,0.04186789,0.06607749,-0.49366608,-0.028000623,-0.35521698,0.026968947,0.06706925,-0.029000338,0.02584943,-6.115271,-0.020074608
2015-04-02,3.8022000789642334,3.809999942779541,3.799999952316284,3.809999942779541,-0.0167000293731689,-0.0009282407699315,-5.524057190215094,-0.8969077710755629,-0.3027131986381163,0.3207921929039098,-1.194469981170212,0.4766999245895547,-0.7166275925235216,-0.5897576643119766,-0.5984152960758138,0.0124584453739861,1.0970726229087384,-0.6542721748115745,0.2219347073634216,-0.5495809904876132,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-13.553776,-0.6982819,-1.0605375,-0.60042834,7.7292914,-0.0673238,-1.4334548,0.4900719,0.3330693,0.040254537,0.06621155,-0.51550555,-0.034103587,-0.35384834,0.026311826,0.06756578,-0.029793562,0.026068056,-6.1931534,-0.037307397
2015-04-03,3.794500112533569,3.794500112533569,3.794500112533569,3.793299913406372,0.0167000293731689,0.0007740036300635,-6.296605806241004,-0.7573014115770018,-0.3503308523672134,0.4081710698805924,-1.1598476864991896,0.4802292098159668,-0.7507310806518195,-0.64996275780891,-0.7042735599888378,-0.0713849428541574,0.9216240787833015,-0.5937570172976114,0.3958969267238343,-0.3499626887474492,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-11.573551,-0.5844858,-1.3034257,-0.9257933,10.594375,-0.04334644,-1.6390197,0.35887536,0.46035752,0.042387333,0.06621654,-0.51236075,-0.037046816,-0.35050616,0.022639405,0.0658194,-0.028816432,0.026834087,-5.845628,-0.027508039
2015-04-06,3.7532999515533447,3.759999990463257,3.752099990844727,3.809999942779541,-0.0399999618530273,-0.0021157290880007,0.6849406866094832,-1.2772312107028998,-0.0847767014610816,-1.166819983188491,-1.1388171735995958,0.4904517512399545,-0.6876743639448759,-0.7139127527946366,-0.5602623259253212,-0.1949121695228174,0.5316747940812617,-0.7398153178075328,0.4452036102817955,0.1394368786920853,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-36.34558,-0.7571359,-2.5210083,-0.84588057,-2.1556873,-0.15641227,-0.81449795,0.696351,-0.22585064,0.027773805,0.09362233,-0.83276314,0.05539939,-0.53019786,0.86978656,0.08114822,-0.03113558,0.02481375,-6.360034,-0.054762688
2015-04-07,3.770699977874756,3.819999933242798,3.770699977874756,3.7699999809265137,0.0399999618530273,0.0019614919481328,-6.361615488855534,-0.8177094953639381,-0.2739735881249415,0.2254011481226147,-1.1184951196350004,0.5086584947287709,-0.7187075457627585,-0.7744560736551843,-0.7248830522353181,-0.204106117207144,0.514286316457348,-0.7454681713202715,0.6471473467090981,0.2351815040859435,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-11.1200285,-0.75576526,-1.3491939,-1.147669,12.918143,-0.0420309,-1.716523,0.3435156,0.5174253,0.043123163,0.09399299,-0.82675767,0.055375196,-0.49323365,0.8634507,0.06438046,-0.028734274,0.027627457,-5.71758,-0.034855805
2015-04-08,3.8285999298095694,3.8285999298095694,3.799999952316284,3.809999942779541,0.0,-7.711856993395599e-05,-6.945015475910616,-0.8001115639779577,-0.3115600796892943,0.5243239501368813,-1.1075597813686544,0.5277102236991726,-0.7560431769848072,-0.8071206849888385,-0.87645342326674,-0.1429288352921815,0.7658644986732696,-0.8909937845003575,0.8395928246846953,0.239114138610425,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-9.777116,-0.7745447,-1.3585062,-1.1814162,14.166883,-0.020684546,-1.845988,0.22679758,0.6134417,0.045202825,0.09425549,-0.82146794,0.053566106,-0.4998692,0.8619751,0.06320363,-0.027996603,0.02723757,-5.7242603,-0.017391743
2015-04-09,3.829600095748901,3.829600095748901,3.794600009918213,3.809999942779541,0.0,-7.711856993395599e-05,-6.865858893447806,-0.8715145418067205,-0.3094613373718494,0.4781132195349479,-1.090269177160854,0.5505592885562808,-0.7331797763293983,-0.8175861694577372,-0.7749293153128546,-0.1767705284539247,0.6445038325686697,-1.0350269462250097,0.8577083079506511,0.189571792044231,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-9.88064,-0.81010616,-1.374708,-1.2353946,13.818538,-0.02499647,-1.8437306,0.23996899,0.60831696,0.04525105,0.094565414,-0.8119446,0.056074567,-0.4761947,0.85053664,0.062803075,-0.028096596,0.027407004,-5.654169,-0.021250553
2015-04-10,3.831199884414673,3.831199884414673,3.7999000549316406,3.809999942779541,-0.0099999904632568,-0.0005867711994506,-7.001389246800893,-0.8572709679542396,-0.3292171807940047,0.4098752978249816,-1.0693467543776654,0.5465823430309646,-0.7452396750239573,-0.8465441167498557,-0.8212426210332682,-0.1898701803799758,0.6414369294826424,-1.089268644622538,0.9501876599529112,0.2016528077948257,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-9.647688,-0.8408731,-1.3559134,-1.2953304,14.263841,-0.022413306,-1.8890095,0.21346548,0.6389474,0.045923512,0.09482086,-0.8335888,0.055979688,-0.42898962,0.84543025,0.061998665,-0.02792497,0.027375719,-5.646001,-0.020834208
