Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-02-26,3.4672999382019043,3.4672999382019043,3.442899942398072,3.4800000190734863,0.0199999809265136,0.0009421866890994,-5.7960183269687535,-0.9064813862459112,-0.366299899534343,0.2928377168435144,-1.3861873719860276,0.4462007828289756,-0.7050161003385352,-1.028203820066253,-0.9419069688065288,-0.3238994796450136,0.5755780988215312,-0.6333870801742962,0.4349641062168407,-0.2980468784867142,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-19.58508,-0.07909267,-1.1317474,-0.41443488,10.617437,-0.06784048,-1.930119,0.4129513,0.49265456,0.046041735,0.10402514,-0.5777635,-0.03107213,0.007168343,0.07451934,0.0574141,-0.029448554,0.028134441,-5.830409,-0.058059838
2015-02-27,3.485599994659424,3.5,3.4765000343322754,3.5,-0.0099999904632568,-0.0005867711994506,-5.694433742317976,-0.9005362196642834,-0.3452928864896882,0.3312410960930025,-1.402245792564129,0.4474160348668381,-0.7280601653815878,-0.9721729691430784,-1.016196411018158,-0.1806053801816003,0.9987075891605548,-0.7434254770669304,0.521429611426875,0.0376893889604146,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-19.06263,-0.10443837,-1.1050988,-0.41430125,10.357832,-0.067164645,-1.8863996,0.4313811,0.47794896,0.045335006,0.104268394,-0.5767331,-0.042327903,-0.08578609,0.087096,0.059054486,-0.029577201,0.027123468,-6.125818,-0.048085637
2015-03-02,3.4946000576019287,3.4946000576019287,3.482300043106079,3.490000009536743,-0.0099999904632568,-0.0005867711994506,-6.664645286241347,-0.7658559397439315,-0.3887928008918125,0.483914891080448,-1.3920612820967615,0.4153095168669503,-0.7047631143378352,-0.8727621111619526,-0.7703282721828187,-0.1252684773197001,0.9205476151728968,-0.7570148680995765,0.5348921722090816,0.4999111499450529,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-15.466058,-0.21727017,-1.2001885,-0.525003,13.194995,-0.034908414,-1.9790317,0.23991676,0.5947795,0.046953343,0.10451942,-0.5131572,-0.044119306,-0.16098994,0.09075863,0.059393063,-0.028350381,0.027462043,-5.8173113,-0.025607578
2015-03-03,3.495699882507324,3.495699882507324,3.470000028610229,3.4800000190734863,-0.0099999904632568,-0.0005867711994506,-6.922461592613901,-0.7881421257138708,-0.3631535234864305,0.4365753570735515,-1.375248186470556,0.4031502760519461,-0.6807196924742901,-0.8624180643954258,-0.6505104550237308,-0.1668673297896391,0.694264714815258,-0.7562540410044509,0.5573847268848988,0.6922534268883287,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-14.882608,-0.2419317,-1.1873423,-0.549934,14.442046,-0.026350055,-1.991158,0.18806426,0.6286494,0.047487482,0.06894827,-0.5007802,-0.03966068,-0.113069974,0.096342765,0.059179846,-0.028024672,0.028032107,-5.6154685,-0.021999627
2015-03-04,3.470400094985962,3.4921000003814697,3.470000028610229,3.470000028610229,0.0049998760223388,0.0001777016692858,-6.3866995225788274,-0.9385469760470516,-0.2980869691498973,0.1649001027416557,-1.361246660239855,0.4148086462772782,-0.6558446380223261,-0.9152987015670656,-0.6097419288821817,-0.2575948513650008,0.4882339968327035,-0.7387088631780447,0.3469815466765712,0.6878745782910105,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-16.651062,-0.32316497,-1.1302586,-0.39932606,13.211522,-0.04731268,-1.9849616,0.28764647,0.57410187,0.046407547,0.06866621,-0.4971571,-0.032085955,-0.075293794,0.0991265,0.058864005,-0.028702404,0.028232021,-5.5762534,-0.04047093
2015-03-05,3.5083000659942627,3.5083000659942627,3.4923999309539795,3.4749999046325684,0.0050001144409179,0.0001777138203629,-8.428140274608047,-0.89666817216392,-0.3613669807471358,0.5852099124399301,-1.349736112042888,0.41688815284914,-0.7503541870258725,-0.9319554200693632,-0.9722005848447672,-0.2008848294317473,0.8340625119994206,-0.7132591802280963,0.7091953193142047,0.6693872714657454,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-7.468767,0.1014645,-1.0076786,-1.3285592,19.684637,0.017753396,-2.2218542,-0.08802088,0.87407106,0.05304928,0.06916236,-0.47725663,-0.030503092,-0.07943358,0.09261318,0.05463906,-0.026043806,0.0285657,-5.311685,0.0014391863
2015-03-06,3.5018999576568604,3.539999961853028,3.5018999576568604,3.4800000190734863,0.0499999523162841,0.0024711445776495,-7.003013190434168,-1.148116334245811,-0.3041241093197782,0.0807478954714984,-1.336930307277024,0.421062533882058,-0.7723096349982497,-0.9623421316893296,-1.1504204200653565,-0.1958981465263466,0.9775341535661828,-0.6721571549476502,0.64348016516276,0.1730667173319038,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-13.04131,-0.11750594,-0.98779154,-0.6439676,14.696934,-0.031092873,-2.1959386,0.16441643,0.7248891,0.04985471,0.0689808,-0.473989,-0.03159008,-0.07014179,0.08701662,0.05486441,-0.02792263,0.028074283,-5.7742057,-0.030535908
2015-03-09,3.5571999549865723,3.5571999549865723,3.536200046539306,3.5299999713897705,-0.0199999809265136,-0.0010964238289673,-7.621823223367517,-1.0912931752527844,-0.3942585305900887,0.579894777792487,-1.35982293087732,0.4276777550323207,-0.8034485333263841,-0.9393067263823862,-1.2975440227709822,-0.0737519436150039,1.4296992182068835,-0.750619029413482,0.6739499534262435,0.464565256706579,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-9.131661,0.013783699,-0.8387008,-0.9826441,17.161148,-0.0044823005,-2.2042003,0.04944693,0.8238819,0.051507514,0.06854738,-0.46197575,-0.028501468,-0.04738422,0.08661153,0.05483883,-0.027139934,0.026790377,-5.994633,-0.0050317347
2015-03-10,3.545799970626831,3.5636000633239746,3.5,3.509999990463257,-0.0099999904632568,-0.0005867711994506,-7.009555889198834,-1.2195020751773769,-0.3467176771964936,0.0100545573132828,-1.3438184131421922,0.4368398705365213,-0.7215962658147226,-0.9620157036449426,-1.0598985255966058,-0.2315948166004549,0.917076679961433,-0.7042843722670278,0.4558650520051314,0.5760252234002736,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-12.563331,-0.19131806,-0.8993418,-0.60487795,15.920243,-0.030567376,-2.1734986,0.15942341,0.73962575,0.04969835,0.06837327,-0.45081744,-0.02402201,-0.05446329,0.0825808,0.054890066,-0.027914444,0.028200226,-5.666796,-0.032648638
2015-03-11,3.5766000747680664,3.5766000747680664,3.5,3.5,0.0,-7.711856993395599e-05,-7.482626155396334,-1.261288629763106,-0.3343531885920334,-0.0580683584251968,-1.3218943149027036,0.45047476598945,-0.6498058023626699,-0.9934632817955538,-1.1037761696907438,-0.2984583251021163,0.847092485471069,-0.6253474135924748,0.5576371577007012,1.1506610992212007,0.0011457606,0.0011447167,0.0011372413,0.0010492412,0.001124412,0.0011895128,0.0010403465,0.00014802166,0.0005752762,0.00088318024,-10.015815,-0.13966356,-0.74834234,-0.8106804,19.70031,-0.016117191,-2.212959,0.06478727,0.82238805,0.05078682,0.06782515,-0.4194031,-0.020468734,-0.04821867,0.079612136,0.054168988,-0.027315946,0.027880728,-5.639569,-0.021578018
