Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2017-05-04,32439.0,32439.0,32439.0,32440.0,-1.0,-0.0033348813409396,-8.244524070178603,3.175983644822812,1.9200610953579385,-0.2093278750020371,-1.1045309712851303,-0.0691704370033874,1.7702031107811211,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,1018.15125,-14075.029,92.30233,-2652.4644,-5701.3994,-183.9351,233.81577,167.08316,-197.34625,-151.2908,38.774075,-35.050297,-223.17657,15.030088,17.907879,-69.673386,137.33632,-36.149975,47.424885,-281.12097
2017-05-05,32438.0,32438.0,32438.0,32439.0,3.0,-0.0019728127089492,-8.099836098833775,2.8841840036611197,1.6861154044011406,-0.5850412405863258,-1.770238324640112,-0.2769761274544982,1.395190590327514,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,528.88684,-14345.826,67.86031,-319.64172,-5242.1934,-198.6284,231.84026,151.22845,-127.69893,-122.843094,39.687737,-32.536438,-228.52007,15.303372,29.359095,-69.68791,139.98709,-32.16581,46.373714,-286.71698
2017-05-08,32442.0,32442.0,32442.0,32442.0,0.0,-0.002994364182942,-8.2654802815158,3.2130683386945744,1.7968616706782616,-0.421645927018217,-1.0105194111830558,-0.0589750179795658,2.3534702430049177,4.0858283,4.044863,4.1779003,3.0676825,4.796199,9.569035,7.293593,10.5904455,8.785198,10.2518,1195.7953,-13791.98,81.681946,-3050.328,-5675.618,-184.4388,262.91782,178.84473,-182.02766,-136.73094,39.728947,-30.646341,-238.3153,16.054256,37.860775,-69.673096,137.64034,-35.47753,37.277332,-280.14832
2017-05-09,32442.0,32442.0,32442.0,32442.0,0.0,-0.002994364182942,-8.212782872129882,3.115379338482132,1.7186619928387434,-0.5866842638341021,-1.2057432086320818,-0.0934128776632876,2.1963054288222508,4.0858283,4.044863,4.1779003,3.0676825,4.796199,9.569035,7.293593,10.5904455,8.785198,10.2518,1128.9032,-13854.26,79.3065,-2293.9226,-5635.1216,-186.52003,254.65517,171.91412,-162.49352,-126.84125,39.72201,-28.806921,-248.93192,16.887432,41.034016,-69.677826,138.68161,-34.293636,35.766144,-280.75116
2017-05-10,32443.0,32443.0,32443.0,32442.0,1.0,-0.0026538470249444,-8.216512601982771,3.1143121045880133,1.737939065462368,-0.6308486272642605,-1.1335597385766485,-0.0065915785612556,2.3298870080189755,4.0858283,4.044863,4.1779003,3.0676825,4.796199,9.569035,7.293593,10.5904455,8.785198,10.2518,1182.8793,-13786.344,78.915764,-2632.9163,-5668.3867,-185.75418,264.7176,175.76118,-167.06166,-129.45683,39.98151,-28.873434,-260.80972,17.773645,46.688908,-69.67725,138.27977,-34.517056,33.199303,-279.8408
2017-05-11,32445.0,32445.0,32445.0,32443.0,2.0,-0.0023133298669468,-8.241105660054933,3.152009032488464,1.7698986528108744,-0.6362980704983251,-0.9578883494230748,0.0879919851950452,2.598831380100874,4.0858283,4.044863,4.1779003,3.0676825,4.796199,9.569035,7.293593,10.5904455,8.785198,10.2518,1275.5172,-13675.812,79.17294,-3334.9436,-5724.082,-187.53926,282.40125,182.92542,-175.96457,-131.7665,40.329056,-28.14754,-271.4146,19.16621,50.295288,-69.674736,137.41379,-35.03761,28.289648,-279.45334
2017-05-12,32448.0,32448.0,32448.0,32445.0,5.0,-0.0012917783929541,-8.264615711127085,3.217932327016124,1.8118020899928968,-0.5636288349339925,-0.8309713138000241,0.1418198594158198,2.5762919597923486,4.0858283,4.044863,4.1779003,3.0676825,4.796199,9.569035,7.293593,10.5904455,8.785198,10.2518,1280.244,-13674.084,80.57564,-3707.9858,-5749.289,-186.55508,281.2009,184.17683,-189.39569,-141.07507,40.786602,-28.577791,-281.63318,20.656689,51.526356,-69.672554,136.61588,-35.79558,29.62108,-279.61786
2017-05-15,32448.0,32448.0,32448.0,32450.0,-2.0,-0.0036753984989372,-8.283592105462596,3.339869675981032,1.91848627646644,-0.195271711913794,-0.8786927209333086,0.0842723134422799,1.5911079852958765,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,1024.6304,-14122.153,99.86871,-3074.4973,-5885.46,-183.25647,232.97215,163.12735,-218.19688,-172.86113,41.17243,-32.514736,-289.46646,22.228344,50.50035,-69.67137,136.18887,-36.991596,47.759827,-280.65277
2017-05-16,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.311899540862692,3.483346323674901,2.275990603699865,0.6564168407916611,-0.919035774921526,-0.0484478660679337,-0.0036142485636406,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-224.5465,-16676.01,90.35508,-2485.8716,-6169.1025,-172.99574,218.04312,155.35406,-226.74867,-204.96512,41.009148,-41.287292,-293.35065,23.883055,41.66994,-69.67027,136.01204,-37.23812,68.320816,-284.7266
2017-05-17,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.349665258081904,3.595502079724015,2.4692089108095563,1.0774998387898287,-0.8461809666724212,-0.0777146435852,-0.6342648673717568,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-353.06296,-16964.432,92.064575,-2559.3884,-6064.8457,-165.91882,228.42221,166.16104,-250.26105,-217.3225,40.823517,-51.370384,-294.18628,25.585772,29.275688,-69.673035,137.56874,-35.241882,73.38943,-288.0104
2017-05-18,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.34086369442468,3.5795204815817865,2.467497813129196,1.0789276018507326,-0.8974430173726333,-0.0922077857007284,-0.7172739020218346,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-362.22708,-16976.145,92.06265,-2374.9028,-6069.9355,-166.20634,229.77284,165.78899,-246.92973,-212.48907,41.40242,-58.1977,-293.40402,25.934126,16.369701,-69.673996,137.92758,-34.815216,73.76907,-288.1623
2017-05-19,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.320171392902658,3.5356309875472887,2.406552819005312,0.9426970949623058,-0.9582903704141654,-0.081760803629954,-0.6019026076007365,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-353.75375,-16932.453,91.09992,-2206.9504,-6046.1807,-167.7312,223.5361,161.37794,-236.63327,-207.20262,41.78052,-59.86856,-290.95065,26.041777,4.5871305,-69.6736,137.72151,-35.22136,72.82848,-286.9524
2017-05-22,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.299663459890578,3.4853557409141462,2.3396078991614693,0.7909008573892076,-1.0185023935562474,-0.0717621884851519,-0.4499595965161103,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-342.18912,-16783.922,90.28935,-2053.282,-6048.7554,-170.174,217.2476,158.06699,-225.74052,-200.53412,41.90676,-58.86496,-285.9519,26.201523,-3.458216,-69.67286,137.4409,-35.764248,71.07402,-286.034
2017-05-23,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.167872998982537,3.0335275266432804,1.9111711960406972,0.4022234752544935,-1.7036101925249827,-0.4661767571501626,-0.7761570096630113,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-569.2703,-16928.717,110.693726,675.6744,-5567.4277,-191.02412,197.39496,141.27905,-136.25964,-129.38797,41.42068,-55.050106,-285.44278,26.017227,0.89095336,-69.68568,140.75533,-32.88893,59.686935,-288.73767
2017-05-24,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.169215935553325,3.0153469909902264,1.8883426255549944,0.2835185853405537,-1.6123263608052418,-0.3985125262786876,-0.4591147283228188,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-528.3719,-16845.814,113.705315,266.61755,-5576.357,-191.01747,189.11781,141.77022,-135.48387,-137.90474,41.198433,-51.00306,-284.2406,25.753658,9.62395,-69.68207,140.41965,-34.21596,58.58192,-286.9546
2017-05-25,32446.0,32446.0,32446.0,32448.0,0.0,-0.002994364182942,-8.14366198004297,2.934462277102843,1.8125665040938408,0.1099106277431252,-1.7374329605518433,-0.4435151258359299,-0.27489553642997,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-559.6693,-16748.486,119.64543,606.5372,-5516.351,-196.28722,191.79048,138.593,-114.245544,-130.81053,40.701904,-46.273872,-283.04175,25.251507,19.50137,-69.68279,140.83669,-33.94316,54.30056,-287.39313
2017-05-26,32446.0,32446.0,32446.0,32448.0,-3.0,-0.0040159156569347,-8.1153118551167,2.8529613628041863,1.7273329224453702,-0.0733992294330153,-1.8603719148300408,-0.4761795434802556,-0.0757164587107334,2.550423,4.044863,4.1779003,3.0676825,2.6006324,9.569035,7.293593,10.5904455,8.785198,10.2518,-589.94183,-16556.92,122.7112,927.8921,-5454.218,-200.15297,198.80566,136.11542,-95.20043,-123.20259,39.946995,-43.045757,-283.16803,24.84029,29.645025,-69.68406,140.83801,-33.3415,50.452972,-287.59357
