Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-03,0.0105100004002451,0.0105400001630187,0.0104400003328919,0.0105100004002451,-3.000069409608841e-05,-0.0046912590665795,-205.5775269291868,-12.466758407287548,5.174104950659408,-0.5941856804520007,-0.041909008568742,-0.0038799500499737,0.7524532433276818,1.1102098687382154,-0.3895617998970819,-1.0069073929623336,0.6154306392096881,0.1663155985111558,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.4560606e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.104004875,-0.0020983373,-0.61494756,-0.01641106,0.0008353079,0.00016215078,-0.00014260638,-0.0002536124,0.00015584518,-8.1268794e-05,0.00019121407,0.00030160375,0.00029024552,9.4865114e-05,0.00012181367,-1.557835e-05,-0.0012576082,-0.00017100964,-0.000110461224,0.00012750093
2015-03-04,0.0104799997061491,0.0105400001630187,0.0104700000956654,0.0104799997061491,4.00003045797348e-05,0.0096853845294855,-205.6121064223636,-12.47141149270606,5.083445654370163,-0.6130176785630923,-0.0052846777189327,0.0757982072040533,0.754537259232912,1.1073886336484131,-0.4191774778112374,-0.8031281875446017,0.7979064119079458,0.3268379858740801,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.115602e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10400846,-0.0020181513,-0.6148834,-0.016424583,0.00096956233,0.00013793544,-0.00015630184,-0.00028616865,0.00013731154,-9.0723566e-05,0.00019124598,0.00030282137,0.0002904935,9.486501e-05,0.000121827376,-1.7459337e-05,-0.001255455,-0.0001713073,-0.00011489952,0.00012425843
2015-03-05,0.0105200000107288,0.010590000078082,0.0104499999433755,0.0105200000107288,2.00001522898674e-05,0.0055777993981643,-205.41288982194283,-12.533139516309696,5.233707606428174,-0.6049308941005803,0.0104014724789266,0.1799232846425325,0.7882468596641845,1.231517282727178,0.0533777306959337,-0.6463241759336712,0.436494572622481,0.0345806994436074,3.1707266e-05,3.1243842e-05,3.1965777e-05,4.5694775e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.104012616,-0.0019178203,-0.6140154,-0.018511,0.0014435241,0.00014003953,-0.000116960844,-0.0002556352,0.00014107916,-9.6492266e-05,0.00019126617,0.00030402007,0.00029064016,9.485966e-05,0.000121829704,-2.2161403e-05,-0.0012664461,-0.000218915,-0.00012652314,0.00012116973
2015-03-06,0.0105499997735023,0.0105799995362758,0.010420000180602,0.0105400001630187,-4.00003045797348e-05,-0.0067449559957993,-205.309766052883,-12.642060570748582,5.282736878375766,-0.609069111607745,-0.0327172288130024,0.2511353804390838,0.89605180534981,1.409138116473974,0.0945478524810045,-0.4733303872010328,0.4869666228902721,0.1038308356718411,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.214234e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10395402,-0.0018625207,-0.61376727,-0.01887301,0.0016641247,0.00011124567,-0.00015360804,-0.0002948525,0.000110991576,-0.00011774999,0.0001911968,0.00030538684,0.0002906637,9.483296e-05,0.000121822806,-3.433552e-05,-0.0012845004,-0.00030192125,-0.00013249175,0.000118865304
2015-03-09,0.0104999998584389,0.010590000078082,0.0104999998584389,0.0104999998584389,4.00003045797348e-05,0.0096853845294855,-205.36439341410852,-12.594371353590926,5.062424409454689,-0.6520864253472286,-0.025148619956349,0.3081164456386364,0.9189968514843954,1.4955612261360554,0.2918281438747228,-0.3329729107279627,0.4673682670996183,0.0779571292802429,3.1707266e-05,3.1243842e-05,3.1965777e-05,4.1038988e-05,3.2152453e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10393358,-0.0017480891,-0.61361563,-0.019303294,0.0017703875,0.00010137297,-0.00014989496,-0.0003089789,0.00010174286,-0.000120578756,0.00019120601,0.00030621188,0.0002906213,9.479101e-05,0.00012181207,-3.4014174e-05,-0.0012892938,-0.00030637963,-0.00013124607,0.0001189196
2015-03-10,0.0105499997735023,0.0106399999931454,0.0104999998584389,0.0105400001630187,-2.00001522898674e-05,-0.0026373708644781,-205.232423903272,-12.703807356114911,5.215606310478004,-0.6040762972444977,0.0442424795169646,0.4150680272418157,0.8274806405074926,1.5022038603673726,0.7897074810982907,0.0780361817769372,0.3575376113174338,-0.1094789405040874,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.084866e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10406121,-0.0011605745,-0.61304325,-0.02058819,0.0023262699,5.2452386e-05,-0.00020915955,-0.00038049117,6.081746e-05,-0.00015490013,0.00019120623,0.00030687198,0.00029048754,9.472187e-05,0.00012180249,-5.18736e-05,-0.0012924761,-0.0003867963,-0.00013676763,0.00011753728
2015-03-11,0.0105200000107288,0.0105600003153085,0.0104299997910857,0.0105200000107288,-9.99998301267624e-05,-0.0190675201168814,-205.28180286892209,-12.62073243790148,5.121173998225062,-0.5951941453104732,0.0393709575069384,0.3215383992053456,0.8627279252515719,1.3319861025239983,0.2180712005805465,-0.2617678908331837,0.402550650591135,0.0672452772916627,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.532528e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10402299,-0.001678173,-0.6135631,-0.019447738,0.0017673158,0.00011764907,-0.00011616622,-0.00027576758,0.00012146531,-0.00011159965,0.00019122394,0.00030753453,0.00029042712,9.467497e-05,0.00012179661,-2.6117985e-05,-0.0012734182,-0.0002580951,-0.00013053567,0.000120262885
2015-03-12,0.010420000180602,0.0104999998584389,0.0104000000283122,0.010420000180602,7.00000673532486e-05,0.0158466665900265,-205.61269200167868,-12.528116505836444,4.820722203312204,-0.6327557807550341,0.136407961932254,0.1496382261341179,0.8791812725555771,1.0342503651472943,-0.4907359884018736,-0.9228673710118602,0.2764160124234313,0.291885213725533,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.304148e-05,3.1503718e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10406633,-0.00215078,-0.6146914,-0.018345408,0.0009597514,0.000194097,-9.129556e-05,-0.00019389085,0.00018480736,-5.789247e-05,0.00019126173,0.00030830115,0.00029047576,9.46718e-05,0.000121792335,1.2365603e-06,-0.0012436842,-0.00012424696,-0.00010149474,0.00012853213
2015-03-13,0.0104900002479553,0.0105499997735023,0.0104499999433755,0.0104900002479553,-2.00001522898674e-05,-0.0026373708644781,-205.4035703656657,-12.545705825047929,5.190424682585988,-0.5402695829934808,0.4169068765506914,-0.139569681318037,-0.4011327658443167,-0.6707449279803138,0.003580858086325,-0.6937943295328134,0.3066395060868422,0.2165743759373187,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.1242904e-05,3.021247e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.10914149,0.002324689,-0.60953015,-0.016226035,0.00023980121,0.00029012197,5.2768326e-05,-6.4577296e-05,0.00026987915,-2.1595328e-07,0.00019119564,0.0003082979,0.0002908371,9.4659656e-05,0.00012179197,2.0233796e-05,-0.0012467055,-7.9410864e-05,-0.000105944935,0.00012604224
2015-03-16,0.0104799997061491,0.0105699999257922,0.0104700000956654,0.0104700000956654,2.99997627735138e-05,0.0076314963273841,-205.55700566698707,-12.593742458351317,5.155158759511912,-0.5639466352243837,0.5850080203027288,-0.3837052341657188,-1.253161563379526,-1.8431543501981555,0.0868821803226947,-0.7822725907807835,0.2462072986712886,0.1605002604040691,3.1707266e-05,3.1243842e-05,3.1965777e-05,3.427244e-05,3.4452692e-05,5.721407e-05,5.2656604e-05,6.3182706e-05,5.6110912e-05,5.1711002e-05,0.1112132,0.003389167,-0.6079292,-0.01379476,-0.00029502079,0.0003104153,-7.810971e-05,-7.392667e-05,0.0002820432,1.5979176e-05,0.00019114558,0.00030801632,0.00029141345,9.465234e-05,0.00012178733,1.7250935e-05,-0.0012490717,-9.9449564e-05,-3.3896853e-05,0.00015505332
