Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-20,615.1799926757812,615.1799926757812,611.0,613.9199829101562,-2.91998291015625,-0.1552384952251986,0.5661565980875016,8.466777178297011,7.907964888632112,-1.004543304667499,3.02287059907053,0.0803824238426554,-0.4939550131629066,2.7075035280446897,1.9420280074169944,1.5916525819816485,-1.2101182301666062,2.6695455419383185,0.6673288766480535,0.2076505,0.0785031,0.0068323235,0.09312483,0.13362081,0.58766633,0.25340173,-0.11685633,0.658621,-0.02819201,9.602579,33.948788,10.436744,-50.832985,73.10777,1.2902886,-7.4296074,-11.081273,1.3887775,-1.5440079,-6.4803934,0.6466921,0.4546089,-1.1715611,2.4323342,-1.0717019,-6.2340407,-4.220684,-1.6514077,-7.088496
2015-03-23,607.1400146484375,607.1400146484375,601.8499755859375,611.0,-9.1500244140625,-0.4889993633825314,1.6222290918353135,8.281341766856114,7.092933112993478,-1.8547410163416145,3.46052738941973,0.4899622423654378,-0.9284732272608678,3.0313039289553423,1.906557976072892,1.4561100833380078,-1.4354859107857263,2.664132534854282,0.2295200526817315,-0.31674135,-0.20732173,-0.152681,-0.23372303,-0.26525447,-1.2711266,-0.6035167,-0.26866734,-0.8241468,-0.46676147,3.825055,17.96875,4.6743627,-49.728825,63.348267,0.73591346,-7.3832335,-12.572602,0.06787858,-2.8993957,-6.5421467,0.7431108,0.048120923,-1.1869602,1.94251,-1.0770584,-5.2107854,-4.264258,-1.7430543,-7.066389
2015-03-24,599.6599731445312,600.8300170898438,597.1699829101562,601.8499755859375,0.0,0.0011932124106595,1.4841081322934064,7.835099361034452,5.702857303203411,-3.03934984029069,3.860693433046916,1.1270218487481345,-1.0857466827063886,3.130029280380504,1.8805912620007523,1.195653877359094,-1.815507783926556,2.5193267318394037,0.1203896578059894,-0.27530253,-0.19803804,0.5852368,-0.19306672,0.8587049,-3.4696827,21.650269,1.9292451,-0.8241468,7.5956373,-1.3536055,-9.912363,7.057602,-37.613346,70.56806,-0.2154501,-6.809886,-14.420857,-1.9418839,-5.022491,-6.4850874,0.8175979,-1.2705705,-1.1960728,2.7523844,-1.0889602,-5.0764236,-4.3562794,-1.8307092,-6.861224
2015-03-25,599.6599731445312,600.8300170898438,597.1699829101562,601.8499755859375,-4.67999267578125,-0.2495271748386601,1.452423218274713,7.586443375445556,4.378466690028944,-3.9637385538621848,3.922564013084968,1.7933042907525267,-0.9393505553233844,2.6744736023530638,1.1958860503161672,1.024543585768985,-2.242678795945616,2.393236484911864,-0.294245178768084,-0.31674135,-0.20732173,-0.152681,-0.23372303,-0.26525447,-1.2711266,-0.6035167,-0.26866734,-0.8241468,-0.46676147,-3.4689374,-41.674885,8.2212515,-24.970697,76.18484,-1.1403931,-6.2980533,-15.006074,-3.301412,-6.084793,-6.390731,0.8983192,-0.49245572,-1.2180874,3.297735,-1.0871907,-4.266818,-4.4533052,-1.9174131,-6.6217
2015-03-26,597.47998046875,597.47998046875,596.489990234375,597.1699829101562,-0.67999267578125,-0.0352359101990496,0.5629092312518683,7.112276806233353,2.6879200787381263,-4.944374410009116,3.896115763526119,2.25095381342554,-1.165605182757462,2.423937833351847,0.3333059304121718,1.396896011353411,-1.82422466873426,2.0105115136199028,-0.6212037878109741,0.19346848,1.031397,-0.0040806667,0.12397236,0.12308091,4.871274,0.25340173,6.6518803,0.9207036,-0.36646223,-1.8480572,-75.94245,4.3534,-8.291253,80.091125,-1.6745088,-5.717951,-13.551114,-4.2949076,-7.9310336,-6.2885194,0.97666246,-0.10934689,-1.2401115,4.3584633,-1.0631341,-3.9927132,-4.569032,-1.7969272,-6.1481786
2015-03-27,602.1799926757812,603.9000244140625,602.1799926757812,596.489990234375,7.4100341796875,0.3981696112576527,-2.4639672495881677,6.864566892381308,1.333684803384454,-5.318024221662405,3.7281190592607656,2.8388203428699885,-0.9278017325325696,2.216054660776828,-0.5725443178029243,1.4690119844447214,-1.545170192844343,1.9457011524908052,-0.9241982379631082,0.19346848,1.031397,-0.0040806667,0.12397236,0.12308091,4.871274,0.25340173,6.6518803,0.9207036,-0.36646223,3.936438,-104.63723,7.242079,11.168069,111.678825,-1.8849969,-5.706977,-11.753328,-5.299154,-10.081382,-6.0969377,1.0577474,2.0407672,-1.2674228,5.606492,-1.0106653,-4.0449157,-4.6945405,-1.9268684,-6.0193553
2015-03-30,604.010009765625,605.1900024414062,603.260009765625,603.9000244140625,1.28997802734375,0.07030096811986,0.8188020949130648,6.831919288744436,0.6854765330216462,-5.017242030708765,3.493825992163808,2.878263639436144,-0.8103861169148433,2.028399104864094,-1.5146206622894296,1.5417436590263025,-0.8149185796162193,1.686032504691128,-1.366711334042011,0.001174265,0.8909193,0.6524847,-0.03090898,-0.04628088,3.6962204,-0.6035167,6.6518803,0.17929193,-0.36646223,-1.6749002,-124.2845,-1.3674392,15.95585,69.75925,-1.637883,-5.657556,-11.567144,-3.9047613,-7.2376924,-6.18795,1.1106803,3.2929263,-1.2922246,5.694172,-1.0532894,-4.5338817,-4.6334825,-1.6902413,-5.9870577
2015-03-31,605.8200073242188,610.6400146484375,605.8200073242188,605.1900024414062,5.5999755859375,0.3011996749760321,0.7159282683720245,6.830535076521569,0.1834843516224105,-4.823046395215832,3.2577081623556485,2.7814314644301428,-0.462736372864815,1.75594898100441,-2.1590577867729555,1.5440521673199026,-0.2292217137888217,1.6235251933793529,-1.4579653858749642,0.14963868,1.031397,-0.012541516,0.0558068,0.0982694,4.871274,0.25340173,6.6518803,0.6014868,-0.36646223,-0.7839855,-128.70746,-2.9588852,18.350046,69.35936,-1.7147323,-5.5596695,-11.095133,-3.598037,-6.266347,-6.057187,1.1571643,4.48506,-1.3189989,5.4583836,-1.0671189,-4.6682315,-4.648857,-1.5681361,-5.887831
2015-04-01,609.6799926757812,609.6799926757812,609.6799926757812,610.7899780273438,-1.1099853515625,-0.0582718287687831,0.8830167680416725,6.9930791839112345,0.1664872144071196,-4.005564168898846,2.9116041498996688,2.5120145892195227,-0.3165223392890033,1.4569444644608371,-2.804701857736403,1.870441618077629,0.7741883282100405,1.1330166354895896,-1.3988579701758534,-0.30855173,-0.20203441,-0.1487959,-0.19716515,-0.23261215,-0.58738405,-0.6035167,-0.212877,-0.45516866,-0.46676147,0.29900193,-126.98163,-11.3953905,20.71888,55.93438,-1.5182446,-5.380254,-10.913252,-2.7786806,-5.3520985,-5.942439,1.1925962,5.174446,-1.3302453,4.253971,-1.0989649,-4.7018447,-4.621135,-1.5358396,-5.9098573
2015-04-02,609.030029296875,609.030029296875,606.02001953125,609.6799926757812,-6.29998779296875,-0.336314875431686,1.103488823884874,6.937693322762772,-0.1782826284521819,-3.663784260705484,2.5826573061579734,2.327117977312221,-0.3477157024093552,1.2891025870429953,-2.867115321748718,2.0090836319309067,1.4782265199589255,0.6870779115486977,-0.8195721027916819,-0.31674135,-0.20732173,-0.152681,-0.2134281,-0.25095668,-0.58738405,-0.6035167,-0.212877,-0.45516866,-0.46676147,-1.542361,-123.55972,-12.646743,24.65901,48.206944,-1.0004877,-5.1669636,-10.10212,-2.369974,-4.5392847,-5.809246,1.2205108,4.23853,-1.3416938,3.902257,-1.1084771,-4.384713,-4.6061597,-1.4574567,-5.8558164
2015-04-03,603.5999755859375,603.5999755859375,603.5999755859375,603.3800048828125,0.219970703125,0.0129776624497396,0.8747998412269617,6.621045195408801,-0.7679007548940989,-3.5751784856187734,2.2286842775562614,2.343426479497464,-0.4880274304383945,1.17606806595879,-2.6541582690649537,2.1347237401076278,2.034036155175535,0.1699387345244995,-0.0098918310455885,-0.18157908,-0.1376382,-0.123939484,-0.16318035,-0.1466566,-0.58738405,-0.6035167,-0.16648799,-0.08279077,-0.46676147,-5.3624473,-118.53572,-11.779919,31.224678,41.639797,-0.4277253,-4.8866034,-9.667395,-2.4402537,-4.0638237,-5.6957407,1.2427282,4.076345,-1.3793606,3.665571,-1.1055082,-3.856944,-4.6226296,-1.2874577,-5.655758
2015-04-06,597.0399780273438,597.97998046875,596.8599853515625,603.5999755859375,-5.6199951171875,-0.2998857528219767,6.750235332966501,6.315937632510229,-1.087714866424542,-3.061403959031148,1.942711151304727,2.274473994425618,-0.481983553926653,1.3717561372537312,-2.1858256702907006,2.1525339028696653,2.5593361820511795,-0.2002088367895512,1.0282570093199106,-0.31674135,-0.20732173,-0.152681,-0.23372303,-0.26525447,-1.2711266,-0.6035167,-0.26866734,-0.8241468,-0.46676147,-20.89314,-107.57337,-10.268826,38.11088,-33.697594,0.18246676,-6.244979,-13.293164,-1.7721415,-2.2563484,-5.6111937,1.2633595,1.3528556,-1.4106133,3.003864,-1.1285199,-3.6653075,-4.4813385,-1.3712898,-6.354353
