Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-05,76.53099822998047,76.53099822998047,76.0989990234375,76.177001953125,-0.0780029296875,-0.2048987931165583,-7.287903151257337,-1.5027840400029513,-0.9442688134138992,-0.3310713973767549,-1.8172130835151024,1.8495020034357088,-0.2438004312822105,1.059374932084381,0.1680659237826525,0.0028834579387242,-0.001703341,-0.0020056688,-0.0017395606,0.0013310155,5.5491404e-05,0.0070244614,-0.028651245,0.01488894,-0.0056297914,0.008472803,0.10663393,-0.9750867,-0.7352005,-0.5201405,1.8177499,-0.012004066,-0.0004982134,0.0150717655,0.03597236,0.027780859,0.00584175,-0.07100356,0.0012224112,-0.012472933,0.014872084,0.08999972,0.072715804,0.052149065,0.002830811,0.04228164
2015-03-06,76.3010025024414,76.3010025024414,76.1240005493164,76.0989990234375,0.0250015258789062,0.0516367931048089,-7.2871623493634,-1.8108803217486265,-1.6547268941691604,-0.1188079158320841,-2.0180196629170264,1.4316297068741062,-0.0922277728529499,0.7260998842457641,0.3339394346902062,-0.0990398929500067,0.001243033,-0.0009108447,0.0026328997,0.002106201,0.0057555996,0.07147593,0.064074345,0.056146774,0.067784585,0.06192561,0.14317548,-0.9546435,-0.7745296,-0.51932174,1.623102,-0.011590928,0.0026254717,0.017197587,0.09929248,0.034499433,0.006938591,-0.018448167,0.0012380166,-0.012594555,0.014560843,0.14002329,0.07637425,0.052383967,0.002830812,0.04170107
2015-03-09,76.82499694824219,76.82499694824219,76.13099670410156,76.1240005493164,0.0069961547851562,0.0067938938023552,-7.287415217178379,-1.6824200316456686,-1.8948524085765297,-0.335397744010996,-0.6043097505624304,-0.4179961416063567,-0.2604508611097675,1.2945721635257912,-0.1452404539165312,-0.406966540657469,-0.0013174927,-0.0020056688,-0.0012268182,0.0006238564,5.5491404e-05,-0.008382899,0.0016782705,0.01488894,-0.007981193,0.026487837,0.04247298,-1.9382252,-0.6736266,-0.24166432,1.8843875,-0.011823535,0.004315217,0.017841885,0.016316786,0.030809527,0.0047075865,-0.020165764,0.001240555,-0.012781577,0.014545956,0.14635429,0.073753364,0.05222597,0.0028308125,0.03964922
2015-03-10,76.33699798583984,76.33699798583984,76.18299865722656,76.13099670410156,0.052001953125,0.1188821408299715,-7.314183697666281,-1.9154383030608209,-2.2887156790618963,-0.2396338914960286,-0.8132172098325021,-0.6116564405157768,-0.2337640712008878,0.262017677404556,0.1165228356831264,-0.5834395670896735,0.0046666306,0.0077868844,0.0030329553,0.010241514,0.013864277,0.05703022,0.07878268,0.050255325,0.052509896,0.091777965,0.07750584,-1.9359121,-0.7341475,-0.19509861,1.8246247,-0.011070161,0.0048634843,0.018148957,0.062774725,0.03238117,0.0047188736,0.0005640168,0.0012440146,-0.012892922,0.014663575,0.17944029,0.076962575,0.05268179,0.0028308136,0.040220216
2015-03-11,76.45899963378906,76.45899963378906,76.09100341796875,76.18299865722656,-0.0919952392578125,-0.2397470462185499,-7.254049707331275,-1.342581370550767,-2.0877980992254948,-0.7725989937154066,-0.4181373507177395,-0.9879428991336916,-0.8437563766436731,-0.4418561472199171,0.3429786531173374,-0.8022424236675201,-0.0058330367,-0.00669252,-0.0027091508,-0.0016006455,-0.008068344,-0.045869112,0.05989735,-0.012681903,-0.07514262,0.013527569,-0.0016709175,-2.2385476,-0.6939604,-0.22046982,2.119367,-0.011679253,0.0008503126,0.015762983,-0.029104393,0.027611975,0.0042754337,-0.04038373,0.0012451634,-0.013139356,0.014773735,0.12653816,0.07657298,0.05244663,0.0028308139,0.038785826
2015-03-12,76.48600006103516,76.48600006103516,76.25599670410156,76.09100341796875,0.1649932861328125,0.4002903351813863,-7.168230348604627,-2.3553747595445462,-2.5623387791855,-0.6644525872974535,-0.5089443981647046,-1.2775615555104551,-0.6426360599321412,-0.0030399987071681,0.1976479516310722,-0.8767789298080009,0.004033804,0.009868056,0.007882057,0.010470583,0.010330496,0.10269496,0.01829023,0.114889905,0.095527105,0.075464614,0.02955143,-2.23832,-0.7308652,-0.073326804,1.9767059,-0.010239592,0.0037691696,0.018604962,0.01608167,0.027120745,0.0032501107,-0.0144899,0.0012470302,-0.013254112,0.014949251,0.19857672,0.08022682,0.05338751,0.0028308148,0.04115038
2015-03-13,76.42500305175781,76.45500183105469,76.19300079345703,76.25599670410156,-0.0629959106445312,-0.1675233766216741,-7.256409054147854,-1.2185756330081283,-2.144484569363104,-0.900666049937662,-0.1700954912048097,-1.507842987976373,-0.3316673713725331,-0.4298289384661662,0.3132403323774727,-0.8249564544082146,-0.0017755632,-0.0035406868,-0.0027658963,-0.00090679625,-0.007575276,-0.041690603,-0.015795195,0.022722246,-0.050280947,0.017084707,0.0052535036,-2.3677604,-0.67500925,-0.22046341,2.2839413,-0.01157832,0.00056025636,0.01580908,-0.020623414,0.02808084,0.0041255984,-0.016482757,0.0012506351,-0.013359271,0.015235788,0.11885474,0.07676894,0.05250153,0.0028308139,0.03901779
2015-03-16,76.72799682617188,76.72799682617188,76.177001953125,76.19300079345703,-0.0159988403320312,-0.0504758089508628,-7.201420219434795,-1.6293990865694326,-2.043852384766679,-1.113576493887446,-0.0764394826215026,-1.7084525339608942,-0.1367727753510061,0.2820221264189669,0.0991384350343762,-0.843964433131932,-0.0040731537,-0.00466779,-0.00439237,-0.0038978779,-0.0072463187,-0.045804985,0.00021989684,-0.025471099,-0.079911985,-0.008385307,-0.008836315,-2.4676397,-0.6638026,-0.16120756,2.417882,-0.011656024,0.00033067347,0.016730197,-0.039664358,0.025100276,0.003470236,-0.0230159,0.0012514442,-0.013551116,0.015428005,0.1204859,0.07749575,0.052463334,0.0028308136,0.03894564
2015-03-17,75.95899963378906,76.11100006103516,75.95899963378906,76.177001953125,-0.0660018920898437,-0.1750098606577617,-7.44381861734451,0.8539645433303884,-2.375196361742031,-1.1402160533370644,-0.1261631638859348,-1.7835779257547717,-0.353704175239314,-1.3233292147882387,0.7096841261241664,-0.8194353040954694,-0.0012516598,0.0027819313,-0.0018985542,0.0022220626,0.001548985,-0.01791303,-0.01732719,0.04090294,-0.0022811685,0.013490454,0.053695183,-2.4341674,-0.4794703,-0.9653974,2.5014246,-0.010968636,-0.00077129813,0.013427478,-0.061963383,0.038137577,0.004693158,-0.11732192,0.0012557087,-0.013618449,0.015632978,0.052004013,0.0788203,0.052665327,0.0028308136,0.04098938
2015-03-18,76.30400085449219,76.30400085449219,76.1520004272461,76.11100006103516,0.0410003662109375,0.0914823693070316,-7.250887818354653,-1.863398056611175,-2.4838549488890083,-1.0548027232658088,-0.1611522332848224,-1.7708110816982967,-0.2938154842751707,-0.9970532039443636,0.6139259998646363,-0.7951680787801627,0.0029226493,0.008385541,0.004319903,0.007102534,0.011513721,-0.0030628098,0.011685,0.09129972,0.047777247,0.07594657,0.003539265,-2.3118107,-0.7132849,-0.098393634,2.3129919,-0.010918575,0.00081179634,0.01720449,-0.0014813733,0.02666342,0.0053029736,-0.05577795,0.0012561753,-0.013689047,0.016227111,0.15801987,0.08113567,0.052914433,0.0028308148,0.04074329
2015-03-19,74.15299987792969,76.23300170898438,74.15299987792969,76.1520004272461,0.0810012817382812,0.191105810426847,-7.880178351585045,0.4514752536222694,-2.2301623049254653,0.4038993320071898,1.0655800052005386,-1.0775322619944752,0.2900604344067167,-3.057786870286649,1.4773267736181992,-0.2250585494617301,0.0016712756,0.010150186,-0.0015837015,0.015644139,0.014373459,0.010416786,-0.014362061,0.006729244,-0.033309028,0.0015417382,0.15460794,-1.7856779,-0.8994724,-0.57951194,2.1184046,-0.006865797,0.005473985,0.013567877,0.037727233,0.059498467,0.008060389,-0.014006456,0.0012585791,-0.013542557,0.016763851,0.13223019,0.08221719,0.054238323,0.0028308132,0.048666883
2015-03-20,76.38600158691406,76.38600158691406,76.06700134277344,76.23300170898438,-0.1660003662109375,-0.4240589628430417,-7.496131430141524,-1.145171767104411,-1.4697921165781067,-1.3441401936474393,0.9007960305322747,-1.2566708799939978,-0.2914725673076442,-0.6039236309727586,0.6633205900578838,0.3691350953743365,-0.0059345937,-0.0052852253,-0.006838828,-0.003711864,-0.008581353,-0.14235435,-0.13558808,-0.085485205,-0.09787381,-0.08261847,-0.07278475,-2.1644285,-0.38894898,0.15535045,2.4919548,-0.011615187,0.0004259785,0.014197694,-0.089846835,0.027789649,0.008401429,-0.07450683,0.0012582336,-0.013569284,0.017167969,0.09153886,0.075415716,0.052075125,0.0028308125,0.039120775
2015-03-23,75.58300018310547,76.24299621582031,75.58300018310547,76.06700134277344,0.175994873046875,0.4276901067043262,-7.697467572492348,0.1166047924010773,-2.033421842973685,-0.3865570973478038,0.5417112095270327,-0.6837532280479709,0.2022098848049286,-1.610822570037495,0.8979308926735614,0.4818283062847033,-0.00053299876,-0.0009918497,-0.0004070886,0.001560095,-0.00024799403,0.047438532,0.117455915,0.014553604,0.021841532,0.019245839,0.09526189,-1.6183486,-0.52119076,-0.541575,2.1182635,-0.010954366,0.0033877152,0.014284172,0.022959772,0.04556622,0.011098913,-0.086831376,0.001260926,-0.0134905055,0.01773665,0.10310393,0.075484194,0.05219136,0.0028308122,0.04102482
2015-03-24,75.9729995727539,76.25800323486328,75.9729995727539,76.24299621582031,0.0,-0.0106302327486404,-7.613662145131078,0.2907429883861754,-1.2498878105489537,-1.1284964724150386,0.2839036370708025,0.1491872480283261,-0.0629782340160688,-1.804025187629854,0.7440519439970791,2.7596950107248515,-0.0036437712,-0.005295808,-0.0035900618,-0.0046688723,-0.0063695437,-0.025818955,-0.024184806,-0.009036593,0.011038755,-0.02312052,0.020751536,-1.1032293,-0.03879418,-0.12521672,1.9092231,-0.011150587,-0.0019013709,0.010483299,-0.047030658,0.032330345,0.013986776,-0.14266998,0.0012629034,-0.013491666,0.01870187,0.044016726,0.07249484,0.052106507,0.002830811,0.044070303
2015-03-25,75.9729995727539,76.25800323486328,75.9729995727539,76.24299621582031,0.0150070190429687,0.0267451837462435,-7.577267663359383,0.3117410138153371,-1.0939775840344956,-1.0022312335026256,-0.1845779311692329,0.7401386744300089,0.2414381020903976,-2.523604852179761,0.9019212528945132,4.349597174846705,-0.0022482714,-0.004607946,-0.0019796677,-0.0030312533,-0.004802274,0.029684797,-0.009501327,0.022151846,0.056187198,-0.009513748,0.036297146,-0.46033412,-0.00012052531,-0.06705847,1.4931949,-0.0098158065,-0.005919387,0.007007505,-0.060775753,0.026602738,0.017839778,-0.1699101,0.0012624068,-0.013482429,0.019177316,0.038606577,0.071792856,0.05341879,0.0028308108,0.04803324
2015-03-26,76.3489990234375,76.3489990234375,76.26399993896484,76.25800323486328,0.0059967041015625,0.0043047328664988,-7.531854263143293,-1.8101683087224767,-0.5455815255958986,-1.6155241098660484,-0.3328969176865461,0.9335192477067796,0.0675293606949053,-0.0013823980513588,0.2043212883034703,3.3091351323234237,-0.001336134,-0.0041904007,-0.001723249,-0.0020768489,0.00083460327,0.021981195,0.025405074,0.03255658,0.027001478,0.01388982,-0.006047961,-0.91924685,0.04696686,0.6378667,1.9288702,-0.012078956,-0.0012632087,0.014565135,-0.046298563,0.020764895,0.019834332,-0.15225619,0.00125955,-0.013503971,0.019420704,0.06752537,0.07209282,0.052259367,0.0028308113,0.04476839
2015-03-27,76.9990005493164,76.9990005493164,76.22200012207031,76.26399993896484,-0.0419998168945312,-0.1152319957401688,-7.522761876630672,-1.6949628628813196,-0.4118982313469339,-1.2203395710677014,-0.0517197136274684,0.5128179193476381,0.6624308793017586,1.7065602862047131,-0.076349586827405,0.4072197616043058,0.0028344968,0.0055505577,0.005239144,0.0012033756,0.0025618249,0.02768448,0.048377834,0.07630059,0.010463051,0.047139056,-0.0047834613,-1.5075041,-0.45166552,-0.030691303,2.589141,-0.011834705,0.0028127825,0.01750905,0.0313496,0.02843463,0.018219195,-0.08483001,0.001250104,-0.013502087,0.019811258,0.07228371,0.070747726,0.05198209,0.0028308101,0.041683864
2015-03-30,76.24700164794922,76.24700164794922,76.14700317382812,76.22200012207031,-0.01300048828125,-0.0430083261432934,-7.633069563883385,-0.8950788203681308,-0.6382647154055834,-1.276199717813935,-0.4360677920469672,0.2343123951198569,0.4519946043895302,0.3995021000584998,0.3707923377574573,0.0829302149800955,-0.0034569888,-0.004271406,-0.0032525137,-0.0030456753,-0.004959665,-0.037017632,-0.042485815,-0.0019202838,-0.035394993,-0.009046225,0.04617831,-1.687501,-0.45684385,-0.40147978,2.655825,-0.011353558,0.0030119207,0.015833111,0.002794205,0.030102808,0.017712818,-0.06962026,0.0012349621,-0.013500165,0.019932102,0.064394996,0.07194249,0.05193717,0.002830811,0.03945506
2015-03-31,76.29399871826172,76.29399871826172,76.22699737548828,76.20899963378906,0.0380020141601562,0.0840148864994619,-7.522544709762161,-1.9498213262286077,-0.6737574593290055,-1.3606166220331202,-0.6326927632223943,0.2114016712425722,0.3710679695128713,0.8157092235178282,0.3407227111165722,0.1079997164760754,-0.00052812096,-0.0035025384,-0.0006686454,-0.0019196817,0.0026981889,0.018781256,-0.024482043,0.06374504,0.034333274,0.027496602,0.042130794,-1.6868562,-0.5346422,-0.17490956,2.577251,-0.011393454,0.0030158395,0.01717947,0.012068516,0.025449079,0.016388938,-0.055254765,0.0012225397,-0.013596436,0.020018423,0.09320064,0.07443575,0.052152492,0.0028308118,0.03994647
