Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2016-12-09,2810,2816,2797,2830,21,36,2806,0,0,0,197,-8.0,-0.1920578153341832,5.139224401737939,-5.1773757947861805,1.0252914968125413,1.3666267812321484,0.2528908496381229,1.5995767389136444,0.8031104109145293,1.1971285363933648,1.4613116060711315,-0.9939241,-1.1839902,0.12705289,0.3451791,-0.94289714,4.010279,3.8986938,-3.2719188,-4.8511376,-11.363597,24.623333,-8.247066,-40.887737,-29.707344,-68.83318,1.867552,0.27713993,-0.36875287,-5.7256904,0.5775595,-24.669302,-1.5936369,-29.13033,-8.977042,-8.767841,-14.99951,6.2429943,-6.0873194,16.584354,-0.28848192
2016-03-10,2759,2799,2738,2793,21966,32,2772,115,0,0,108597,22.0,0.5095388220914595,3.7608461076118234,-3.0773196501799185,2.1910693598059203,0.0615385031507093,1.0530614616036449,-0.1415258964188992,0.4345401441893931,1.7752495781281092,-0.3221931753524917,0.5607637,1.3224907,0.22169931,0.7369441,0.7846985,1.9066707,13.671567,9.2246685,0.96770126,3.8955805,44.838997,-10.625769,-9.206351,20.256649,-76.463,-2.4463098,-1.6467731,-0.17285712,-8.725183,3.2777674,-26.834597,-1.8037739,-38.56966,-8.9080105,-7.097888,-15.318221,6.2591043,-6.368055,17.20871,-1.7457467
2016-04-10,2771,2823,2766,2815,20085,22,2805,294,286,0,106990,21.0,0.4861522675106048,3.76352086602147,-2.2321038340695787,2.508465639910044,0.136198335840993,0.3650347523611477,-0.6272976050871928,0.0888772667582435,1.1629255553252322,0.1519417342709775,-0.606962,-0.60051686,-0.049138434,-1.215317,0.35959393,-2.0247238,-6.0959578,-2.62363,7.1893125,-7.973521,81.54729,-8.208244,7.6900125,17.141396,-52.866592,-3.1888614,-2.5743098,-0.23916863,-8.862155,3.4835355,-27.21126,-2.1020582,-34.16828,-6.8649316,-6.3071666,-15.435885,6.2916455,-6.415095,17.340212,-2.2167914
2016-05-10,2813,2848,2790,2836,16333,21,2831,694,5,0,105043,-49.0,-1.1509065531492284,3.80033683696635,-1.8848053993576883,2.2280233086216783,-0.2772562883816996,0.4280160575808877,-0.3951665394215999,0.1209531066997274,0.7950761549573713,0.034354411917234,-2.494834,-4.6277966,-0.26734743,-2.4053247,-1.7476112,-18.76182,-16.264141,-17.135906,-25.914839,-20.05443,43.620724,-7.2381096,8.188968,14.681092,-38.724815,-3.6036139,-3.0491536,-0.26012984,-8.51211,3.539758,-24.772772,-2.4193432,-36.59012,-9.353901,-5.8551083,-15.482577,6.298464,-6.709341,17.39412,-2.4144955
2016-06-10,2829,2832,2760,2787,17356,-49,2787,1387,0,0,103012,-2.0,-0.0517384878490546,3.724776845866941,-3.1303584254484385,1.0006212676792066,-0.8118184367718551,-0.1466067040337191,-1.21309688105571,-0.1391132098909892,0.1843554198197301,0.4504029115488763,-0.28954813,-0.40645877,0.14730653,0.11132836,0.04395149,12.197886,-5.4327464,4.3553233,-0.85054344,-3.8914115,43.26561,3.960026,25.34887,17.327879,8.856138,-1.3071601,-0.538542,0.14336877,-4.4755487,2.9550972,-21.16046,-2.7102783,-39.866158,-9.448654,-4.9285975,-15.342879,6.247189,-4.0307875,17.26414,-1.8715849
2016-07-10,2773,2804,2755,2785,17299,-2,2779,283,5,0,104868,-128.0,-2.9984443650367543,3.625799132621738,-2.5028193974336737,1.7044608458562829,-0.0839184758586892,-0.7791500069828577,-0.9756609574611188,-0.2197138877625215,-0.281248869550782,1.3521147083664218,-10.327281,-13.008527,-1.6013308,-10.170053,-8.467517,-54.00251,-61.06658,-62.432796,-83.15747,-37.08702,78.35823,-7.622491,19.16656,49.242855,14.498988,-2.6205041,-1.8701496,0.015553584,-8.226227,3.2659779,-20.332392,-3.067742,-43.581825,-9.001973,-6.713895,-15.418208,6.267398,-5.51561,17.369122,-2.5294735
2016-10-10,2792,2799,2631,2657,32767,-128,2691,0,0,0,105423,8.0,0.1821270579594928,3.272895989217834,-4.978397875811652,0.4136314296808797,-0.5153459568739507,2.293956081575842,0.6830647904074798,0.685778994672653,1.09612263564025,1.9539100918574848,0.6828922,1.8848498,0.05394896,2.355778,1.1327277,-11.361267,-2.7347538,6.612217,10.027835,1.6597462,20.833628,9.806892,18.71302,-32.615532,0.27938455,2.174281,3.6970468,0.38659725,-4.8267355,1.5280637,-17.801998,-3.319565,-46.555733,-9.7048855,-7.1798964,-14.834789,6.1683364,-3.910649,16.829166,0.14653598
2016-11-10,2671,2677,2625,2665,19009,8,2656,196,0,0,108870,-22.0,-0.5194695794661498,3.021549320822159,-5.22580916851766,0.7464136615556171,0.3261711902169705,2.118180411535839,1.3645966593683134,1.0522197600273846,1.303693391829252,1.6985446177668175,1.9441451,-0.027276987,0.06857615,0.6280534,1.1720862,-6.96499,5.7642903,-4.6537533,8.64761,-7.349743,46.457127,-6.9667907,0.15546796,12.574069,-69.87775,-1.2359773,-1.1857089,0.20071939,-12.415788,1.0382096,-17.40328,-3.3353183,-44.401566,-10.441477,-9.761999,-15.0532055,6.2089252,-7.7119684,16.924984,-1.075717
2016-12-10,2679,2688,2625,2643,13962,-22,2650,107,0,0,109837,53.0,1.2345220140979571,2.823017178619337,-5.249091235479096,0.7170355090584426,-0.2577284436745674,1.8981200074782327,0.8906552905988975,0.3551204209876223,1.4391359765709109,0.9895714369838456,1.7291108,3.4036307,0.41739216,1.4727873,2.845462,2.548135,13.30744,14.066194,22.371447,0.45354214,34.94866,-4.991332,14.203721,8.3827095,-72.21814,-1.1167756,-1.083244,0.33756182,-10.576902,1.0270126,-16.382048,-3.334276,-35.89241,-11.09886,-11.836342,-15.050484,6.1929855,-8.587523,16.980675,-1.5772611
2016-01-11,2720,2734,2682,2696,17508,-39,2704,1294,0,0,73049,13.0,0.2990598308637667,2.317138137395376,0.4145703297509333,1.719177988311858,-1.3922845946803972,-0.4771852209575897,-0.8420137822618882,0.0193015105393987,0.2589038943588755,0.5659296163457717,-0.85243577,-0.14506494,0.10224748,1.1254977,-0.048494108,-15.175255,-11.583686,-11.918352,-0.40342167,-12.734219,32.419506,9.259172,15.795784,-16.477512,66.98691,-5.8160667,-4.6323075,0.2267296,-8.223658,2.7774773,-12.872698,-3.2972956,-31.694801,-8.908011,-10.883073,-15.594507,6.270175,-8.272614,17.588001,-3.2457287
2016-02-11,2700,2718,2665,2709,17419,13,2690,735,2,0,69627,-4.0,-0.0985115970107642,2.462847832309958,0.1130004744324875,1.1507755314163188,-0.3142262091747884,-0.8690508360663194,-1.3546506820963398,0.4856014738825215,0.1379231220816651,0.4268405722107396,-0.78419477,-1.1370989,0.028829953,-0.19598894,-0.1598007,8.866509,1.1650339,-8.152706,3.7620933,3.3867059,38.433525,-3.6410563,6.453527,24.82213,42.742523,-6.6830826,-5.8581114,0.16462888,-10.733894,2.4205122,-11.788606,-3.2605572,-35.50321,-11.570204,-8.968136,-15.594204,6.2637544,-9.302562,17.582123,-3.7900426
2016-03-11,2720,2769,2685,2705,21277,-4,2726,1061,0,0,65920,-124.0,-2.9048981467133355,2.5135743121263032,0.1767564140304466,0.7401303469554801,-0.7158353569101776,-0.5460750292023093,-1.2216504802660566,0.3209042782029155,-0.0938724924292732,0.160444299838255,-6.019478,-9.718286,-1.6611946,-5.5847187,-5.6210876,-44.35536,-33.90695,-48.41754,-63.993706,-20.03131,11.07702,1.4764327,6.614583,17.9578,38.093708,-6.1939645,-5.492223,0.14706773,-9.308633,2.527531,-11.158089,-3.1834004,-38.9657,-10.964839,-5.176684,-15.607681,6.2644424,-9.552087,17.588629,-3.678218
2016-04-11,2708,2719,2577,2581,27175,-124,2619,315,1346,0,60283,-90.0,-2.1097552909642734,2.2814450151346355,-3.305396643711588,-1.1611730380269158,-0.2537846142492714,1.2186313867790708,-0.2212632091827999,1.745813275051157,0.9914512032317082,0.8826164064627018,-5.9404807,-7.8294125,-1.0810564,-4.4854,-5.1377873,-37.806553,-31.01844,-34.65725,-44.70598,-34.648544,35.321697,19.860588,39.800976,-49.63376,-23.353325,-1.745033,2.0243497,0.6194176,-2.9345844,2.706011,-10.114429,-3.2036655,-40.35882,-10.497234,-4.862364,-15.059628,6.161577,-5.468813,17.212793,-1.5588986
2016-07-11,2577,2581,2477,2491,21769,-90,2519,23,2106,0,51678,10.0,0.2289001671212024,1.896918197498992,-5.320470746784118,-1.8508935000274869,0.4440165322733449,3.0471481245237944,2.0007010228700013,3.349358202404268,1.6591344678704911,0.8330160896619737,-0.45157614,0.31623736,0.17532264,-0.9655703,-0.31361952,0.38228157,-8.590745,-1.2422639,-13.127773,-5.122434,28.813667,22.018005,27.302752,-93.118454,-139.64764,4.635278,4.589485,0.16342069,1.0466554,1.1978456,-11.146542,-3.208244,-45.865696,-10.156697,-5.4407773,-14.83524,6.242134,-2.5207698,16.624548,0.99487305
2016-08-11,2493,2537,2480,2501,21027,10,2505,921,0,0,38873,-27.0,-0.6364023523704236,1.6668971931016852,-5.724583964263492,-1.416982198005522,1.561118680637535,3.1078479226696976,2.771351206547967,3.922684301226439,1.415131956683808,0.950452658883518,-1.8635173,-2.1352286,-0.1416442,-0.84405845,-0.52866274,-0.79066545,-24.092464,-5.3242226,-7.9368715,-13.729572,-42.28361,10.572701,-68.37157,-48.01591,-77.66254,4.099746,0.7201436,-0.19325964,-6.96338,-0.28040105,-14.565488,-3.183823,-47.28012,-10.925828,-6.802986,-14.964084,6.2684164,-4.957238,16.484262,0.39763013
2016-09-11,2499,2499,2451,2474,9116,-27,2479,436,0,0,26484,-24.0,-0.5662426886278593,1.3949234765580674,-6.659072747611651,-1.6683744267923957,1.0391976601131188,2.3987680098191326,2.0919439236608826,3.33577045434235,1.1811327406006038,1.104756866378947,-1.3118429,-1.1153882,0.015901944,-0.62972695,-0.4866363,0.53252953,-10.450048,-7.884036,-13.05914,-9.844769,-36.61703,8.990475,-43.31851,-43.948746,-53.55844,4.7370844,0.77648073,0.40886766,-8.304071,-1.0890161,-15.90429,-3.1205997,-40.81361,-15.033828,-6.169752,-14.858311,6.227916,-7.4905133,16.59436,0.5446636
2016-10-11,2472,2484,2436,2450,8408,-24,2463,144,0,0,20695,3.0,0.0651942850552191,0.9554204863823916,-7.09009015420513,-0.6487471158735972,0.5364531511435578,0.5616213147859639,-0.3981817552550801,0.0783566403578797,1.452951582478723,0.4227135920390981,-1.6372125,-2.7207348,-0.09104241,-1.7834246,-1.2306747,-13.85708,-19.462015,-9.862317,8.078847,-19.097597,53.020744,-4.38757,-25.525612,20.087706,-51.982426,2.8887606,-0.8389482,0.8269562,-10.2473,-1.2860221,-16.32648,-2.928191,-28.494719,-15.271604,-5.61248,-14.866462,6.1723123,-10.467476,16.8241,-0.9516949
2016-11-11,2473,2499,2437,2453,7368,3,2468,513,0,0,13419,-61.0,-1.4315452081194855,0.7765581864241585,-7.35276634469116,-0.3735775937985398,0.740284031408393,-0.3232591865189346,-1.6396801116890696,-0.4035360566515827,0.910454654026928,0.1120435590802626,-2.9238493,-5.817861,-0.31838265,-3.4099624,-3.0916083,-18.822552,-32.916203,-25.207884,-32.62404,-23.402428,86.96507,-9.09832,-27.761902,43.94735,-45.27372,3.7053933,-0.35302165,0.9878398,-7.7566466,-1.4597114,-16.753922,-2.803085,-37.655125,-15.593365,-4.6796675,-14.78927,6.1709266,-8.988145,16.833334,-0.9509019
2016-01-12,2430,2433,2397,2397,8,10,2427,0,0,0,76,-9.0,-0.215444369915038,-1.779450339037654,-2.629436428299277,3.964337581697173,-2.218771759985242,-0.7895462657616028,-1.487879066979416,-0.4260526825119574,0.4169256825034208,-0.6249454690420688,-0.93679696,-1.1408403,0.037873633,-0.22216995,-0.5911841,-15.135698,-4.4390955,-11.295802,-18.245605,-6.0374117,88.756226,-0.673606,-20.587221,-80.88359,55.69794,3.1453452,1.279725,0.5422959,-0.8823188,1.7893286,-11.971469,-2.7416646,-40.28806,-10.991365,-2.6097536,-15.141491,6.2411895,-4.660518,17.350557,-0.6020528
2016-02-12,2365,2368,2343,2388,24,-9,2355,0,0,0,70,-32.0,-0.7533351252746974,-1.79523936323455,-3.180874527697735,3.967381554652875,-0.0277034908950811,-0.8509130213390897,-2.137653221477474,0.0053556119788197,1.2157153884116565,-0.5520380791031595,-1.4100318,-3.340996,-0.2678208,-1.6576246,-0.9575606,-18.016235,-3.2983005,-17.452333,-17.188734,-8.277995,145.36731,-1.2828913,-36.088833,-69.607994,53.70694,3.130646,1.6583823,0.48096573,0.6970267,2.0204706,-7.2888927,-2.6995993,-45.783318,-7.1310444,-1.353316,-15.107097,6.2195554,-4.692163,17.19151,-0.317125
2016-05-12,2356,2356,2356,2356,24,-32,0,0,0,0,76,-9.0,-0.215444369915038,-1.8947762931418068,-3.724930251945226,3.2951416387497168,-0.7077866906198325,-0.8454115348142794,-1.9231948191239328,0.1924198116449638,1.329716671553709,-0.1131045937616705,-1.4126022,-2.7533906,-0.3091223,-1.1927859,-1.2625625,-22.896994,-9.240156,-16.6928,-20.493765,-15.390712,107.27374,18.160637,-7.7411203,-51.29335,74.09393,4.811519,3.6903157,0.88924974,2.9213266,2.2547064,-1.703906,-2.689518,-41.53936,-1.5073657,1.6411985,-15.048003,6.2025123,-2.4988086,17.253845,1.1231629
2016-06-12,2322,2322,2322,2347,3,-9,2322,0,0,0,32,-64.0,-1.5017048718620498,-2.057570608115403,-3.939286367201333,3.007457912314476,-0.5721461954255052,-0.7945897521231577,-1.8721962669337529,0.3000984427640476,1.53815972130029,0.2299825538811783,-3.6266072,-6.2315803,-0.6197734,-4.151643,-3.306889,-23.050087,-28.611666,-30.689796,-48.453472,-18.216024,139.68593,0.7698631,-28.218094,-58.43166,73.20498,2.9847894,1.4046111,0.8319957,-0.6662392,1.8106438,-0.6039792,-2.694957,-33.8513,1.7104276,3.2507062,-15.045952,6.191102,-6.1960406,17.187529,-0.046332337
2016-07-12,2283,2283,2283,2283,3,-64,0,0,0,0,29,-21.0,-0.4960830248852951,-2.281784344691016,-4.921172480574689,2.370140746711311,-0.2037907930968928,0.1912250151962881,-1.2542839662818008,0.8344772714850501,1.9876585789775745,0.6224129135387289,-0.66141945,-2.1696968,-0.10025544,-1.0432997,-0.8327958,-2.248842,2.5904775,4.576179,-4.720132,7.729676,107.41883,22.998484,-8.565681,-60.788258,70.85478,5.5649366,3.8957245,1.1396877,4.317739,1.8723483,1.5006948,-2.55603,-21.877996,3.9135573,6.0047207,-14.892386,6.1637497,-3.663869,17.036425,2.0623477
2016-08-12,2262,2262,2262,2262,3,-21,0,0,0,0,29,-99.0,-2.3202342821919664,-2.457262372180061,-5.320740339272793,2.157382551090112,-0.0589749261628865,0.0381463634457862,-0.5673682809407962,1.0994657229959182,2.262102261111861,0.9561684451248924,-6.075408,-9.657422,-1.1579674,-6.2558603,-5.8991914,-51.341923,-44.393623,-40.73213,-45.44612,-15.846402,111.30529,18.419086,-17.696745,-53.743282,62.019043,5.566286,3.3583925,1.0080879,2.4869268,1.2747658,1.6427035,-2.3125236,-10.395742,4.044781,7.356275,-14.84645,6.151285,-5.737244,16.91496,1.9437549
2016-09-12,2213,2213,2213,2163,24,-99,2213,0,0,0,29,70.0,1.6320934419724875,-2.7596212324254217,-6.888922055644,0.9573277679611908,0.4670312423040015,1.246275884258364,0.6967830259994338,1.9988343567014537,2.7298321147971705,0.995818269062179,4.499294,8.787575,1.7929927,5.1837454,5.0504236,26.57142,20.94225,28.164429,35.32774,41.949554,93.529396,20.875639,-44.45181,-128.80708,52.25486,8.257711,4.731821,1.1142153,4.2746577,0.10437315,4.363813,-2.070194,-3.2612479,0.79888433,6.8646865,-14.547516,6.1412454,-4.7343893,16.47451,3.4560475
2016-12-12,2236,2236,2236,2233,3,70,2236,0,0,0,12,49.0,1.140975795774538,-2.9766507832569715,-5.791079629850412,1.367352647978157,0.2754176749625526,0.9107682858222642,0.2571192299915076,1.736576814049037,1.481206359159164,0.5758877923822442,1.1298654,2.731048,0.68043995,1.5381082,1.2787338,12.777288,2.716113,17.8325,5.737989,8.431942,94.40624,-7.7802234,-52.17147,-40.031628,-5.1349916,3.4414425,1.6121998,0.9375302,-0.15759318,1.1247963,3.1567914,-2.1682315,-0.7307497,-2.163217,5.902904,-14.781359,6.120984,-9.897382,16.684359,1.1354998
2017-03-01,2135,2179,2119,2166,16902,0,2146,111,0,0,128207,71.0,1.6554799965533429,-4.308822914363238,-4.008417790198293,2.245014931466287,0.1747387102451683,0.2505509606683521,-0.7973476212730006,0.3838518709497534,1.4509318370179438,0.960113560007159,1.7885512,0.07193684,0.06850947,-1.0985444,-0.22239064,8.311004,2.3615148,2.6495545,25.240908,9.058706,182.84073,-5.45519,-4.3363805,18.707003,48.328743,2.2942414,0.8359938,0.8887368,-5.186288,1.3498082,3.4585855,-2.3657165,-7.639799,-6.4973655,4.7353554,-14.845825,6.10182,-10.732972,16.72842,-0.013818944
2017-04-01,2175,2246,2166,2237,18926,71,2218,263,3000,0,127995,25.0,0.5796984858340238,-4.29190787241927,-2.5494368361080384,2.770469977521773,0.2537733787195881,0.6486493054349989,-0.8295509998951744,0.5597509743361548,0.5381300291659312,1.0564512413402352,0.7647196,1.4721278,0.5904946,0.76472855,0.67663765,-19.47618,6.2074013,9.791883,15.009619,8.148313,322.65305,-7.0588703,70.38096,-17.79636,-113.82521,2.7613683,2.3076513,0.07326188,-1.85238,2.5918856,1.2458473,-2.5231736,-11.182842,-9.031816,2.284626,-14.983762,6.2117167,-6.503093,16.78811,0.4808433
2017-05-01,2237,2267,2210,2262,16430,25,2242,1120,12,0,126996,-1.0,-0.0283519332681999,-4.23854611827343,-1.3848203829250554,2.8435588393696487,-0.4030934069340872,1.0324921676758567,0.1809890938724847,0.8238778097248577,0.2477242726883946,0.7281029889424724,0.70955914,0.29409,0.28474167,0.86744267,0.46433443,6.799063,16.330814,2.8379352,11.724852,-1.1207025,133.30061,-1.4814897,-3.0676265,-36.271065,48.11721,-1.256282,-0.87028795,0.4805613,-4.9230194,1.9832181,-0.3377672,-2.5843363,-16.809729,-11.359435,1.4731379,-15.190395,6.196676,-9.454613,17.183437,-1.6880226
2017-06-01,2263,2291,2245,2261,14118,-1,2266,326,0,0,126497,-77.0,-1.8057300814131616,-4.170928137210001,-1.1734091955155426,2.5793398435881163,-0.6779334985010073,1.0988305176848334,0.368173651163565,1.3195615606322146,0.0149261274361498,1.282435980039782,0.5163563,0.7207049,0.011032557,-0.10512275,0.16762766,-11.864027,35.274757,-12.5777445,11.026997,17.106316,110.86506,0.45787564,11.059368,-40.06778,76.84925,-0.70106953,-0.6360988,0.52168614,-5.479124,1.7133049,-0.1957648,-2.6333435,-21.452385,-13.7178135,1.6202433,-15.21685,6.197663,-9.1306715,17.224499,-1.4919723
2017-09-01,2215,2216,2141,2184,20026,-77,2181,75,15,0,126213,23.0,0.5329253766723143,-4.398296851634943,-1.7710779365142784,2.247128802649189,-0.8950087502893859,1.0482738267804677,-0.5259686570005987,0.5901142158047635,0.2392365963466043,1.4624729806668917,3.8147511,6.3471546,0.9476736,4.957691,2.46777,22.450657,29.59053,25.047876,37.159374,31.989317,130.94785,5.5232453,22.887018,-38.74306,99.88092,1.98003,3.1341057,0.92110604,5.04434,2.2218158,-0.11846421,-2.6462474,-21.9934,-14.04307,2.488619,-15.038546,6.1768904,-4.933439,17.197094,0.091536604
2017-10-01,2180,2214,2161,2207,12929,23,2193,590,0,0,125788,-80.0,-1.875889745155726,-4.389317377981877,-1.7748871515133209,2.603199069747389,-0.1650572041101572,0.127696078680209,-0.7421128247867831,-0.1216725639122949,0.5467414008369365,2.155873851210344,-2.75657,-5.634568,-0.91792613,-4.3065596,-3.7000463,-28.489552,-27.97922,-28.13222,-47.111164,-23.747513,199.00374,-8.743014,20.033413,11.883853,87.27747,0.45508015,-0.08543406,0.6527245,-5.3290067,1.8029977,0.29033187,-2.674807,-24.005606,-15.02081,0.9588834,-15.122152,6.197258,-8.351223,17.172375,-1.1812543
2017-11-01,2202,2202,2106,2127,24065,-80,2141,130,0,0,123931,103.0,2.403849743140695,-4.468136719554781,-3.2440814701622216,1.2566049420458294,-0.8521215722295576,1.4673388565251444,-0.17601029652573,0.541463387159933,2.0009487757105995,2.4242660933233795,9.66718,11.902979,3.0262902,9.409228,7.8229074,45.207268,53.94074,50.88534,69.66625,44.471313,153.57655,5.6742034,26.153772,-24.909807,108.20643,3.7006595,4.2566442,0.9634086,3.7166104,1.833857,0.6915501,-2.752207,-22.34342,-15.643518,0.37876758,-14.821719,6.1343336,-5.5286303,16.835426,1.3103199
2017-12-01,2161,2233,2151,2230,26427,103,2203,513,0,0,123469,-17.0,-0.402536806561876,-4.390070855635668,-0.5274819735905307,2.77035035095392,0.0661198210606495,1.411668817105032,-0.0697304213959011,0.2318113746367122,1.498177032052103,1.4793029672139877,-2.1216671,-2.7818594,-0.7452949,-4.1033077,-1.6950258,-41.806965,2.0327466,-21.034307,8.570569,-6.0093412,174.73773,-18.812706,-9.440908,27.957329,25.3802,0.14814912,0.4262917,0.38432208,-3.316341,2.8230302,-1.8131752,-2.7231102,-24.17449,-17.4169,-2.9096913,-15.18932,6.2206864,-7.4129376,17.167463,-0.20903541
2017-01-02,2098,2150,2095,2109,21316,6,2118,205,207,0,103290,-25.0,-0.5896292432087141,-4.875736610831696,-3.414539628276146,0.2293621279937718,0.6475744709679496,-0.6485964196237612,-1.5411968352471577,-0.3913547954059463,1.07362818585833,1.302974114049031,-2.9741633,-5.619018,-0.6198483,-4.1977816,-2.9356902,-33.88889,-25.886847,-19.435137,-38.55061,-20.859032,187.59677,-10.088447,4.203769,60.515617,60.35759,2.5298257,1.3521597,1.1395376,-4.256296,0.9175242,-1.1524105,-2.715519,-24.172024,-18.26194,-4.4467726,-14.82042,6.0867825,-9.903282,16.773916,0.0450036
2017-02-02,2107,2109,2073,2084,19705,-25,2091,402,176,0,97919,-12.0,-0.2856040336576023,-5.075757598646243,-3.529478811848804,0.1417950090801254,-0.3592324056458505,-0.928487063819314,-1.4986688145917375,-0.8460595396632,1.1190295339702023,0.624411455010029,-2.8509731,-3.7839077,-0.3535922,-2.4660861,-1.5872272,-30.930014,-25.142319,-13.175596,-14.096528,-14.424092,160.78383,-4.795318,4.9171705,46.924934,66.06821,4.354798,2.2713661,1.2831138,-2.012735,0.80882084,-0.39993563,-2.5581136,-24.309818,-16.440493,-5.4315715,-14.806297,6.082792,-9.720469,16.734179,0.63081586
2017-03-02,2074,2086,2052,2072,22901,-12,2072,1185,1089,0,92606,-25.0,-0.5896292432087141,-5.212034968239574,-3.5940310430582336,0.5021103157989502,0.3172900959608362,-0.9797896359083992,-1.3741420260801598,-0.5464578669268485,0.7601941098213548,0.7081104194503209,-3.4594982,-4.8850284,-0.4887317,-3.2974188,-1.5872408,-25.548025,-21.70371,-26.333242,-37.563305,-9.098433,228.2027,2.1309502,5.0045238,24.11017,23.48748,3.1517286,1.9274857,1.2302958,-2.1361606,0.9304995,-0.55140835,-2.573311,-21.93347,-14.624897,-6.414482,-14.8006935,6.0842834,-10.180284,16.668186,0.28807646
2017-06-02,2071,2091,2041,2047,20022,-25,2057,529,598,0,71621,-42.0,-0.987200671083245,-5.350339987510817,-4.392057127398497,0.1292508187221563,0.0147607474968792,-0.6995857058106211,-1.2485765787684826,-0.4539262182256397,0.8072980734555413,1.1371475472123531,-3.2416189,-5.0548353,-0.5053291,-3.914286,-2.459841,-40.818623,-29.53197,-25.48146,-24.0588,-12.062473,189.44972,-0.27699253,-0.52129674,29.872843,53.108982,4.5247617,1.9062743,1.2744174,-3.0685203,0.066139884,1.29475,-2.6882935,-20.086592,-12.135313,-7.275711,-14.702659,6.0525904,-11.226179,16.477642,0.7326906
2017-07-02,2037,2051,2000,2005,35802,-42,2025,581,0,0,63953,-12.0,-0.2856040336576023,-5.559978971397943,-5.6695975778306655,-0.3212498007518298,0.1146543601312966,-0.2565653613201497,-0.8233650982107783,0.0191910543238972,1.5018508559246386,1.660175932747302,1.7496763,-0.121671386,0.20282781,-0.07544587,0.21428646,-13.010611,-9.364471,-5.2605257,3.2743032,-6.956269,168.63379,3.8595567,-44.60274,23.817379,94.92913,6.617906,3.421557,1.3057278,-0.11597464,-0.20118134,4.227139,-2.7653477,-21.399382,-10.907996,-7.512789,-14.520372,6.058789,-10.699817,16.138927,1.9133083
2017-08-02,1994,2016,1982,1993,22225,-12,1994,60,0,0,47986,-19.0,-0.4493099157235856,-5.741696896427255,-5.814749077568092,-0.0003948878188362,0.826338147063318,-0.4113072209968652,-0.8764593255320506,0.3823336865281181,1.3714483301918317,1.4613965034533292,-1.1035217,-2.4902325,-0.12823223,-1.6044888,-1.3708717,-3.2404046,-15.609523,-11.333944,-5.950908,-15.197996,173.9521,-2.840394,-45.50377,16.35865,75.320305,6.5686736,2.292535,1.3439496,-3.123715,-1.0137131,5.9661665,-2.798332,-20.956602,-8.7228365,-7.755371,-14.455333,6.042001,-12.042773,16.105762,1.8657033
2017-09-02,1993,2018,1969,1974,17156,-19,1987,149,0,0,35455,-35.0,-0.8234947890172617,-5.970087510839965,-5.799830827605833,0.0918350185315448,0.33330012796458,-0.3051558431059147,-0.7464933303396147,0.3275965902566661,1.253242717420424,0.7905084136533133,-1.4175465,-3.2137995,-0.10876418,-1.5712171,-1.7854702,-18.288567,-18.372992,-8.655515,-4.953757,-21.60904,146.76228,-0.092170514,-46.42249,4.085703,64.890854,7.1955943,1.968707,1.3661999,-4.1860557,-1.2664642,5.9499083,-2.664576,-20.11381,-7.1572475,-6.83342,-14.42169,6.034985,-12.587682,16.082561,1.7456921
2017-10-02,1971,1979,1928,1939,12788,-35,1946,78,0,0,23329,-50.0,-1.174293107730083,-6.267256517937623,-6.307960837632375,0.0334100258648624,0.0928683279989291,-0.2832893259774772,-0.723653970995356,0.3644203658305629,1.267622647710792,0.2806394999572307,-1.5973004,-2.8095813,-0.14334543,-1.4706546,-2.092026,-24.24707,-13.26259,-15.112077,-30.66412,-18.66375,130.36707,2.1754978,-48.34949,-7.5981836,57.688705,9.103818,2.653742,1.488872,-3.1118355,-1.7594837,6.1037426,-2.4856794,-16.505503,-6.541324,-5.966265,-14.29322,6.034916,-12.030627,15.92776,2.3151906
