Date,DAILY_CLOSEPRICE_CHANGE,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-02,-19.900390625,-29.009708,-23.733246,-16.70042,-9.757946,-20.784336,-9.112025,-259.0335,-894.3019,10.582019,-314.99152,1926.1195,-75.95812,-346.41367,4461.927,-2002.5591,65.84584,1218.6879,-124.1208,-659.84326,264.775,95.41367,-18.043642,-16.054178,53.58094,67.10858,95.201645,-329.0754,-167.1741,-240.9643,459.00354
2015-03-03,32.900390625,-29.009708,-23.733246,-9.539064,-4.8419504,-20.784336,-9.462044,15.178267,-9.651532,10.481571,3.683199,1846.2028,-121.01311,-389.47583,4546.3984,-1763.4707,73.546616,1140.3103,-117.58498,-602.8025,272.35913,97.41351,-18.234375,-16.061468,60.329308,68.99798,95.13859,-315.69904,-156.22919,-240.01016,456.67123
2015-03-04,-35.6005859375,-25.075893,-23.733246,-9.07914,-4.570052,-20.784336,-8.1544075,-111.44454,-17.416464,11.6556015,-187.70831,1538.957,-162.01852,-366.62082,3780.3489,-621.2978,98.68208,1061.2316,-114.60207,-532.9358,239.5221,97.59698,-18.504274,-16.076046,66.90238,70.79831,91.96671,-254.54668,-144.57812,-215.43715,445.36945
2015-03-05,-31.2998046875,-29.009708,-23.733246,-28.233974,-18.347578,-20.784336,-9.112025,-301.54364,-894.3019,-328.95645,-309.4773,1515.6543,-122.14298,-349.29263,3887.488,-373.47775,104.520515,1016.0513,-109.26193,-501.9684,246.51724,100.8759,-18.695414,-16.110168,73.57187,71.23862,92.10973,-259.273,-137.6523,-208.30243,439.54605
2015-03-06,-8.7001953125,-37.281265,-31.833744,-10.834938,-4.688657,-40.86699,33.30446,-75.840385,-2.9992251,36.04228,-58.424744,1480.0714,-77.879425,-323.33087,3974.326,-149.8498,108.0087,1003.0948,-106.55061,-484.43292,256.2208,102.55908,-18.869276,-16.161945,78.821724,71.392815,92.51523,-269.14886,-132.59096,-203.97012,440.8204
2015-03-09,14.30078125,-69.43752,-37.45984,-22.585962,-6.715424,-46.05754,31.06149,38.909927,-10.022375,38.065224,-102.15211,1453.1174,-53.95445,-306.93167,3961.4707,3.2367322,110.15454,992.4642,-109.38734,-467.7982,254.06572,104.15863,-19.029007,-16.219788,79.56764,71.18248,92.32999,-267.7987,-128.25919,-202.67706,439.55737
2015-03-10,26.7998046875,-71.13618,-38.06582,-20.63471,-8.957012,-46.05754,39.229317,37.84193,-10.022375,38.416122,-140.55745,1440.7123,-42.087185,-299.88043,3858.753,109.799164,119.4025,972.5988,-113.19301,-454.8173,244.65482,105.9799,-19.140093,-16.312073,76.0247,70.18367,92.084015,-262.21136,-126.345695,-199.89622,436.68433
2015-03-11,26.3994140625,-46.16257,-38.06582,-20.689674,-8.980114,-46.05754,39.229317,37.84193,-10.022375,39.22501,-150.27316,1438.9298,-57.464657,-300.9123,3598.5464,111.24178,110.07419,960.38654,-122.04846,-455.6316,226.4063,96.75325,-19.28101,-16.338453,72.1374,69.05747,88.96563,-250.80005,-126.119484,-198.97748,442.8162
2015-03-12,-1.599609375,-50.128223,-29.37498,-28.08076,-24.52473,-40.86699,-4.8331327,-341.6541,0.35591778,-284.1532,-556.9494,719.3978,-218.7131,-399.12125,2541.0186,53.87713,43.533596,979.0718,-192.3516,-650.42645,26.624302,90.247025,-19.090279,-16.451782,67.23092,67.512665,39.537685,-170.67357,-118.98843,-180.76068,409.05365
2015-03-13,11.099609375,-23.178967,-17.59531,-15.782685,-5.109254,-19.96998,-16.682652,4.186295,-17.416464,11.814677,40.21119,328.816,-216.52808,-402.91815,1696.6907,-477.75275,39.11534,1001.9667,-205.92162,-648.04974,11.669898,89.423164,-18.99274,-16.512321,64.96137,67.222565,27.82529,-165.76144,-115.59038,-166.90298,413.10056
2015-03-16,-17.599609375,-23.178967,-17.59531,-15.764897,-5.109254,-19.96998,-18.124264,4.3620143,-17.416464,7.068121,23.90707,346.4641,-104.54825,-357.40082,1443.7574,-344.66458,43.21564,980.9871,-197.02321,-672.22766,-1.1949599,91.41923,-18.88503,-16.556562,61.309067,67.50999,25.063534,-165.22765,-117.75043,-159.24194,404.23834
2015-03-17,-597.400390625,-416.2683,-406.8872,-126.3858,-78.79317,-359.5248,-399.57928,-1729.0566,-2123.8105,-1133.7732,-1890.584,663.7069,227.3728,-174.36578,2219.146,-5.041358,44.07449,946.2907,-178.70004,-655.8072,22.9602,93.702774,-18.625633,-16.695671,60.84077,66.238815,31.353289,-141.40654,-125.5223,-151.16107,390.54492
2015-03-18,445.900390625,-1.4165096,-120.52713,5.1861343,-27.352928,-68.91159,989.34894,199.52107,1635.9755,443.97052,-25.550985,477.61267,368.03418,114.16957,3011.8108,828.53406,171.45291,1138.8398,-132.86174,-598.53284,155.34666,102.12144,-17.932085,-16.881994,61.00326,60.988018,84.375916,-221.11636,-141.1702,-144.78995,410.82166
2015-03-19,16.7001953125,-68.70147,-40.708115,-27.073614,-10.209977,-40.18302,-655.1907,-345.00323,-130.14583,-303.63348,-370.54672,404.51828,133.6768,-188.75253,2364.408,284.156,93.57368,896.029,-142.97035,-480.9682,110.873726,109.9992,-17.394657,-16.983778,61.46751,57.130066,75.29933,-157.35632,-122.14569,-159.60649,359.49573
2015-03-20,15.5,-61.000443,-32.814667,-17.351099,-9.9773655,-40.379436,108.25302,-87.87672,-75.51328,19.338743,-34.90807,9.077534,-6.863937,-267.23703,1622.6595,-315.67725,74.92781,859.2695,-154.62718,-497.8437,93.98406,117.03122,-17.145096,-17.012283,61.61201,55.143467,68.16426,-139.84201,-114.93417,-141.67087,363.10254
2015-03-23,74.599609375,-48.76705,-26.457531,-38.928013,-11.211121,-38.60439,27.646086,64.33849,-42.874275,34.812122,-102.48371,8.1435585,-1.1669674,-258.60138,1406.1611,-393.98117,72.95991,797.3536,-150.51367,-471.73175,85.18513,125.04489,-16.845741,-16.990002,62.033703,53.763573,58.881035,-124.38646,-111.035385,-134.18219,342.94272
2015-03-24,-2.099609375,-22.133894,-16.003122,-7.801946,-4.6682744,-18.794596,-16.866089,1.8892146,-17.416464,9.563741,-19.498096,10.810657,-24.216734,-248.27655,1179.7448,-591.83405,64.54589,737.95844,-148.59741,-431.16937,68.57857,132.23808,-16.61034,-16.907068,62.531612,52.509766,39.876106,-110.00411,-105.9753,-130.9141,312.37885
2015-03-25,-22.2001953125,-23.049025,-16.988445,-27.428232,-4.8196654,-19.646559,-18.124264,0.8921055,-17.416464,7.4575033,-29.76846,0.85027343,-46.060013,-249.99239,1025.2474,-674.9508,61.517082,758.388,-153.34221,-446.70193,51.966324,148.9469,-16.599796,-16.832558,63.450504,52.003044,30.343544,-107.431206,-107.50496,-127.41241,315.33185
2015-03-26,74.5,-20.51674,-16.676521,-10.840541,-10.147079,-18.794596,-35.8449,4.8330297,-17.416464,-119.39606,15.842658,-2.3814387,-11.060538,-242.30083,971.9665,-543.3217,66.30108,757.90485,-147.21814,-466.69852,53.029793,158.63367,-17.038298,-16.8506,65.58583,50.561424,30.62267,-109.47862,-111.68603,-122.55134,313.70447
2015-03-27,-7.2998046875,-26.516531,-17.59531,-9.383054,-4.5996647,-19.96998,-35.8449,4.6310124,-17.416464,-267.01227,18.460255,138.88768,26.822132,-195.30771,697.5964,-587.2467,60.047203,701.34235,-144.33652,-428.3342,37.21489,162.78024,-17.297703,-16.861158,67.771286,49.473278,25.88945,-101.53866,-105.578735,-124.64977,290.9351
2015-03-30,-29.6005859375,-28.828657,-16.315046,-16.244347,-9.594703,-19.96998,-16.866089,-174.32477,-17.416464,4.4672275,-284.1143,303.81256,108.608536,-155.21936,829.4578,-285.34933,54.936077,666.7904,-139.13683,-403.86945,23.11927,166.86987,-17.411776,-16.889572,70.50759,50.28022,24.233936,-88.613716,-102.245865,-126.97512,251.62827
2015-03-31,18.7001953125,-21.985945,-15.063277,-8.549411,-5.5520144,-19.96998,-16.866089,4.325517,-17.416464,2.195685,38.251587,419.69315,144.11449,-132.0534,1045.3425,-8.510135,53.329517,621.3037,-134.06288,-369.29208,18.470812,167.7182,-17.473866,-16.93605,73.84188,54.98241,23.973362,-74.871284,-100.51605,-123.505806,234.25253
2015-04-01,31.0,-30.42208,-24.920822,-45.401066,-10.363819,-20.460917,-20.117788,-379.33304,-89.93053,-401.09042,-622.1696,764.0902,-63.13586,-319.70834,2090.4421,-65.27175,17.43891,500.3115,-149.1268,-390.53723,-50.19663,165.72261,-17.672844,-16.98158,74.98169,57.151608,22.060581,-24.928724,-109.84388,-107.34996,232.21059
