Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-09-04,12.99,13.03,12.63,12.8,82632,-0.17,12.81,4321,767,0,342252,0.03,0.1362802536264308,5.0,5.0,5.0,-3.222165051765674,0.1013692837225191,-3.913819876344699,-0.692568395941182,2.321628153966377,1.2453946068899946,-0.5476930398940617,0.3565013985857991,3.294006894967544,-0.00851382,-0.0015738312,-0.004493499,-0.005206746,-0.009444063,0.04963104,0.03125756,0.061347835,0.014400987,0.08414486,0.79936427,0.8761326,-0.5018067,-0.060893368,-0.7547534,-0.010261516,-0.056194775,-0.01712053,0.014981031,0.02968935,0.0011913663,-0.017945653,0.008548199,-0.055777576,-0.012521611,0.003648637,-0.010111995,0.04098414,-0.007074265,-0.014292062
2015-10-04,12.82,12.88,12.69,12.83,84062,0.03,12.81,5402,180,0,319712,0.1799999999999997,0.7196631154731534,5.0,5.0,5.0,-3.356206419963694,0.9456036877712274,-3.7994802574352327,-1.078624226382609,1.4910006697709317,1.4264128862387206,-0.4724624488441795,-0.4525385671681846,2.898612708131532,-0.005513038,-0.0009241767,-0.0016749428,0.0010658124,-0.007646861,-0.0024100477,0.06029108,0.10775167,0.14299895,0.14869507,0.5941431,0.8485585,-0.4874962,-0.03727897,-0.3284015,-0.0019483013,-0.051106527,-0.016124783,0.0163889,0.027721383,-0.0025758923,-0.020552294,0.009787903,-0.055900373,-0.015912822,0.0036553808,-0.010111803,0.044130687,-0.007007384,-0.014295519
2015-04-05,12.78,12.78,12.46,12.51,57632,-0.4,12.6,16,2,0,427010,0.2400000000000002,0.953016260211845,5.0,6.8,5.0,-1.7279480094274615,-0.4110289767541168,1.9634358782059864,1.7716562764316546,-0.5473860633147416,1.8665774279012013,-1.2861450569367874,-0.9138641731887976,0.4065717018446175,0.013433211,0.022298913,0.007047297,0.018398577,-0.0066091986,0.05106891,0.0806558,0.11245114,0.14797017,0.14960884,1.0180687,0.75949323,-0.10758189,0.030901983,0.4248461,-0.042072415,-0.085592985,-0.020972058,0.00033347803,0.03091418,0.0044924994,-0.019628787,0.012946591,-0.055481937,-0.013939087,0.0044376343,-0.010733654,-0.0032235368,-0.007271345,-0.0143531775
2015-05-05,12.51,12.81,12.41,12.75,60665,0.24,12.62,274,0,242,431945,0.1199999999999992,0.486309970734462,5.0,5.0,5.0,-1.839590784217892,0.1518467423613665,1.6857113122715317,1.5443205376005449,-0.1201156928811246,1.0565970096236754,-2.0730441830952224,-2.422956563761033,0.2873640683612452,0.004000205,0.008988392,-0.0050029927,0.0009930533,-0.009819772,0.039345264,0.03935462,0.0017381817,0.051780067,-0.007839202,0.111282095,0.70978606,0.2197065,-0.062519245,0.50473267,-0.036156733,-0.08519308,-0.020136882,0.0025497524,0.02707034,0.010510721,-0.018618746,0.012180034,-0.054721355,-0.019035472,0.0041481643,-0.01109723,-0.016229644,-0.007043836,-0.014329877
2015-06-05,12.81,12.96,12.77,12.87,47580,0.12,12.87,197,0,500,437772,0.09,0.3696333983651204,5.0,5.0,5.0,-1.92934746186928,0.020117741199361,1.7754740552245654,0.9350618840683588,0.0407783005638123,0.9072331518793278,-2.060858588802444,-2.1214178760847524,0.2906711145014756,0.0002792881,0.012514422,-0.0062127076,0.004534194,-0.010132946,0.029080365,0.0052247127,-0.01979445,0.06414861,-0.05741828,0.14110708,0.7364494,0.22068977,-0.10516737,0.38176236,-0.03746203,-0.08754092,-0.021348651,0.002100285,0.026795723,0.012006551,-0.01846116,0.011937875,-0.053845882,-0.022700151,0.0041885586,-0.011311876,-0.020858867,-0.0069827368,-0.014339861
2015-07-05,12.98,13.05,12.66,12.96,64699,0.09,12.89,99,0,726,441011,0.4599999999999991,1.8086444575870355,5.0,5.0,5.0,-1.8478782974366843,-0.2449860608680001,1.8774543167748496,0.7688161049050376,0.123710798186236,0.911478530478368,-2.33523366018274,-1.851056849465092,0.8289428070580007,0.015007231,0.030397095,-0.0049931426,0.026102373,-0.008945001,0.13142623,0.27903098,0.15747295,0.29360935,0.21468556,0.18784295,0.7422814,0.18517734,-0.08451927,0.19227554,-0.036200926,-0.09086903,-0.021927418,0.0012679569,0.027201232,0.005644796,-0.018364517,0.012520103,-0.052896038,-0.025712809,0.0041869762,-0.011391572,-0.021264752,-0.007053357,-0.0143304765
2015-08-05,12.97,13.44,12.92,13.42,77136,0.46,0.0,852,140,0,440748,0.06,0.2529568259957756,5.0,5.0,5.0,-1.6070574987010238,1.3575042849735497,1.0487140481581292,1.414106880804263,1.5665187139076535,-0.2276105821135468,-2.782295515464188,-1.9480047479400184,0.9333543097057438,-0.0054283533,-0.00053115905,-0.0066994475,0.00077563414,-0.010508339,0.009111932,0.03882101,-0.03680906,-0.00846677,0.12823239,-0.27862477,0.88790566,0.22048111,0.22275871,0.4229638,-0.009255023,-0.07087696,-0.017151434,0.015104143,0.026323449,0.0017090979,-0.018354127,0.0133784935,-0.051921055,-0.03165949,0.0036401583,-0.010074938,0.022145726,-0.007180234,-0.0143332295
2015-11-05,13.33,13.55,13.26,13.48,74685,0.06,0.0,296,250,0,444264,0.1,0.408525589154902,2.8,5.0,5.0,-1.7954352918134238,1.455264010882563,-0.5342827953667901,0.2527642328108286,2.123368081072916,0.8020362364115587,-1.8935317944892027,-1.3252197888735264,0.4158525339464788,-0.0014382169,-0.00364887,-0.0037197173,-0.00111721,-0.008636053,0.046740748,0.044945925,-0.05114058,0.006114149,0.028971959,0.050309595,0.85518676,0.017810544,0.26976252,0.24333088,-0.014308328,-0.062701456,-0.018055024,0.011540536,0.023478402,0.0011304662,-0.018235553,0.013616519,-0.051091965,-0.036201037,0.0038681722,-0.011121815,0.024686076,-0.0067089526,-0.014322925
2015-12-05,13.49,13.59,13.33,13.58,58610,0.1,0.0,1497,200,0,438149,-0.62,-2.391712147709372,3.4000000000000004,5.0,5.0,-1.8248619872374028,2.0766833178636683,-1.17558173627039,-0.2376190130273444,2.346200833085021,1.486038004805595,-1.141382847221913,-0.4850062350025509,-0.2484501628661053,-0.058562804,-0.09375268,-0.03812828,-0.074649006,-0.012496051,-0.25766426,-0.395286,-0.14162445,-0.44858932,-0.28531405,0.07467621,0.92695314,-0.09520388,0.24781062,0.2379365,-0.003445759,-0.054613434,-0.017184073,0.01272561,0.026164142,0.0011863586,-0.018150952,0.013794936,-0.051126186,-0.036524683,0.0039285063,-0.010797773,0.03671199,-0.00679463,-0.014316312
2015-02-06,12.26,12.5,12.24,12.32,84445,0.07,12.36,2933,959,0,416389,-0.27,-1.030485470067017,5.0,5.0,5.0,-3.0454045565896792,-3.566177177695027,-0.5207786689901964,-0.5987174152743505,1.5191960127949256,2.528764207915469,-1.2568476042300618,-0.8572597282354796,-1.180946777837812,-0.014867837,-0.02453346,-0.007877172,-0.018924076,-0.0075054443,-0.0067696082,-0.07039568,-0.048931077,-0.13277756,-0.06346244,0.7735763,0.62639254,-0.15737846,-0.031550862,0.24509494,-0.04182081,-0.096263066,-0.016501436,0.0075042783,0.025695968,0.0038825574,-0.017301522,0.014186364,-0.0508041,-0.03134485,0.0038407242,-0.010276951,-0.010505952,-0.0068844957,-0.014347513
