Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-06,12.28,12.31,12.04,12.05,60839,-0.27,12.17,11574,632,0,403223,0.07,0.2918490167855572,5.0,5.0,5.0,-3.1765051551069265,-4.206597014213162,-0.4319183128161192,-0.6500633471449706,1.1634765085693444,2.79516476498795,-1.0208240578422518,-0.4170959626909052,-0.8269177482373822,-0.002322999,0.0034477583,-0.0040310053,0.0004961652,-0.0049325037,0.047171492,0.11214428,0.052847266,0.10317343,0.091830045,0.76640576,1.1900384,-0.25820842,-0.037144747,0.51258063,-0.02890203,-0.08048629,-0.01450794,0.0091502825,0.02795079,0.010230175,-0.016529506,0.015287869,-0.05028307,-0.023190897,0.0036308628,-0.00949181,0.019781424,-0.00694094,-0.014364561
2015-04-06,12.05,12.23,12.02,12.12,41838,0.07,12.14,2928,0,0,389833,-0.07,-0.252641654271385,5.0,5.0,5.0,-3.3775726923647547,-3.519549267046368,-0.8748097445277195,-1.092488040781599,1.4019562739341156,2.5556800230495043,-1.4246459112212977,-0.9466211474386076,-0.7040703356585356,-0.012602528,-0.013999058,-0.009551968,-0.014069261,-0.008342162,-0.006383652,-0.04839325,-0.034755625,-0.038730163,-0.09362569,0.47687542,0.7553877,-0.05924553,-0.105817094,0.40464437,-0.050147545,-0.09949237,-0.014210546,0.009105478,0.02443403,0.009357914,-0.01609432,0.015968533,-0.04973989,-0.024035702,0.0037978936,-0.009844354,-0.01803566,-0.0066111484,-0.014359286
2015-05-06,12.12,12.18,11.89,12.05,71233,-0.07,12.02,168,64,0,378741,0.1099999999999994,0.4474177799446812,5.0,5.0,5.0,-3.46216274712605,-3.434364696156632,-1.0749312197530525,-1.0639730239331655,1.1989733908572275,2.7774373310531524,-1.260457859319579,-0.6801787852423822,-0.4672700346561323,-0.010157071,-0.009016765,-0.0067336,-0.0084173735,-0.0077907527,0.011010308,0.012685275,0.12185059,0.06694583,0.051235992,0.7749826,0.5904892,-0.21912132,-0.05266252,0.1806207,-0.052958585,-0.10633128,-0.014629882,0.0062589156,0.024790753,0.010883966,-0.015699126,0.01588287,-0.04954692,-0.028189657,0.003812617,-0.009893425,-0.02110694,-0.0066043553,-0.014360172
2015-08-06,12.09,12.25,12.06,12.16,78778,0.11,12.16,508,235,0,359520,-0.09,-0.3304260358509481,5.0,5.0,5.0,-3.621509666403188,-2.587464077462838,-1.44080331375308,-1.4727824614552956,1.278097915885975,2.993260091168824,-1.635933774085094,-0.2599393330753562,0.1957798267893052,-0.017216133,-0.020157216,-0.006638039,-0.02020981,-0.008256925,-0.027383301,-0.04004332,0.022613287,-0.09263496,-0.05313245,0.8079277,0.5929445,-0.31121656,-0.057498593,0.08586187,-0.042124674,-0.10186635,-0.015169339,0.0081911525,0.025522105,0.014216993,-0.015451679,0.01559373,-0.049490612,-0.030854635,0.0038796396,-0.010024985,-0.014912738,-0.0067971093,-0.014355032
2015-09-06,12.15,12.26,12.01,12.07,90695,-0.09,12.13,5700,265,6286,331270,-0.06,-0.2137494634816033,5.0,5.0,5.0,-3.755865410538497,-2.335977147847628,-1.5913308681600429,-1.5777711776733678,0.7135165247759452,3.004437052065761,-1.1622166220945094,-0.7044145135071814,-0.0141378442379876,-0.011208666,-0.015515807,-0.006887666,-0.022544825,-0.0076143765,-0.02710404,-0.03679556,-0.055063464,-0.1572686,-0.084443435,0.32358897,1.0493482,-0.69162524,-0.16481508,-1.8120573,-0.042055897,-0.094176024,-0.016159985,0.01268531,0.03815566,0.0065517942,-0.014913313,0.015196122,-0.049471404,-0.044026233,0.003660898,-0.008731923,-0.01959395,-0.008141594,-0.014482149
2015-10-06,12.08,12.23,12.0,12.01,109910,-0.06,12.11,5078,421,0,294103,-0.37,-1.4194073779648326,5.0,5.0,5.0,-3.897658899774828,-2.2476879240637806,-1.6481413411954762,-1.598550541696113,0.4797353291863003,2.9774729725539326,-1.0104621274913663,-0.6764509326852217,0.1932640296508876,-0.015671542,-0.03672135,-0.0022819154,-0.034955,-0.0073699257,-0.04984472,-0.16831666,-0.016363697,-0.22572212,-0.062423903,1.0966294,0.61317044,-0.60749733,0.02728501,0.21344759,-0.024000276,-0.09442891,-0.014243926,0.010298289,0.026444461,0.0043927054,-0.014729168,0.015449343,-0.049129963,-0.045023475,0.0038415792,-0.009856753,0.007000769,-0.0068469634,-0.014353033
2015-11-06,11.97,12.01,11.61,11.64,133101,-0.37,11.78,5603,51,2642,253301,0.08,0.3307412075753388,5.0,5.0,5.0,-3.8184057980449735,-3.763025498292519,-1.1538368716353165,-0.3392937455799386,0.0180050665981602,3.8226754488906,-0.5013736516397387,0.6164027619381892,0.4992001085864188,0.0023166256,0.002444337,-0.0030733116,-0.0031301256,-0.0062960815,0.015370455,0.06373522,0.025097637,0.057907432,-0.041752797,1.3157058,0.6820258,-0.932865,0.055366654,-0.9533645,-0.009370895,-0.08146016,-0.01218716,0.020715335,0.03248521,0.0045178006,-0.012880325,0.01647794,-0.04863996,-0.04930612,0.003484879,-0.00835959,0.036367927,-0.0072820573,-0.014358383
2015-12-06,11.68,11.77,11.65,11.72,69850,0.08,11.7,1605,1802,2000,222501,-0.26,-0.9915932792772352,5.0,5.0,5.0,-4.073341790058727,-3.5039409142256237,-1.2132305396780747,-0.8044677282096067,0.2810547580220272,2.8665561254377474,-0.86943910606712,-0.9177999514432617,-0.2962210332874757,-0.017083922,-0.028446896,-0.013300906,-0.023639496,-0.008673314,-0.053727224,-0.10360731,0.026582334,-0.16353548,-0.11278077,0.9371042,0.532701,-0.7911563,-0.11652805,-0.74288666,-0.040137824,-0.08766004,-0.0131909875,0.012715073,0.02648532,-0.0010279046,-0.011231838,0.016983056,-0.04842108,-0.057429884,0.0035003882,-0.008937783,0.002287972,-0.0069198404,-0.014362194
2015-02-07,12.44,12.68,12.24,12.3,98534,-0.14,12.47,100,29,500,503460,0.1799999999999997,0.7196631154731534,5.0,5.0,5.0,-4.329883174652098,3.011045280349307,-3.2291207586361392,0.284338956425804,1.329012424704462,1.50552838516296,-1.080974027318722,-0.1197577498228125,-0.2424748684362154,0.010318418,0.017971937,0.007894081,0.012871206,-0.0060784356,0.06368456,0.12629902,0.1259694,0.19496955,0.20740597,0.99441606,0.782687,-0.23012082,-0.006882097,0.12061035,0.02274469,-0.026554812,-0.014232937,0.02354097,0.026847158,-0.003388163,-0.010084414,0.017524756,-0.048849393,-0.055874605,0.003535473,-0.009499778,0.06900275,-0.007143851,-0.0143489195
2015-06-07,12.3,12.57,12.15,12.48,64778,0.0,12.41,245,901,100,488149,-0.15,-0.5637791805896376,3.4000000000000004,5.0,5.0,-4.319559011837103,3.809679454721121,-3.0951332521982384,-0.1374966767681391,0.9518845801925973,1.6309899519055342,-1.2870940582063473,-0.6608913522270353,-0.0526931309157512,-0.017521016,-0.021042723,-0.008019932,-0.02172303,-0.009127428,-0.061023854,-0.086616896,-0.08119954,-0.17053364,-0.005095066,0.831979,0.8700179,-0.2605465,-0.04509761,0.34483072,0.0038069927,-0.03311276,-0.0146852145,0.02246704,0.025749037,-0.006979512,-0.012371462,0.018606782,-0.049144033,-0.055361688,0.0035906837,-0.009874219,0.058343753,-0.006884339,-0.014335863
2015-07-07,12.47,12.69,12.19,12.33,74148,-0.15,12.4,1174,618,0,485554,-0.02,-0.058180700322477,5.0,5.0,5.0,-4.193772632791575,3.192729913927941,-2.182239096128672,-0.6068743745159302,0.1160868850063448,1.994987604093421,-0.8878413248062259,-0.4545873350701162,0.6026403715023593,-0.0045302124,-0.004058551,-0.0021472021,-0.004209512,-0.008448574,0.016269075,0.029644556,0.040039197,-0.009226366,0.0355539,0.9142725,0.87361896,-0.3792002,-0.032375906,0.3630078,-0.0075031635,-0.053251155,-0.016438551,0.015969433,0.027954318,-0.012594631,-0.01416239,0.019572912,-0.049566586,-0.052772004,0.003798242,-0.010014482,0.043599576,-0.007052545,-0.014346644
2015-08-07,12.27,12.5,12.21,12.31,67605,-0.02,12.38,327,76,0,478445,-0.41,-1.574976141123959,5.0,5.0,5.0,-4.283769810339134,3.7715044597691967,-1.9176427292509304,-0.8994778208567188,-0.2368985204717915,1.4950837136061903,-1.065328574514239,-1.665218875314013,0.057759614997738,-0.023482028,-0.031108566,-0.008033208,-0.03550719,-0.009091066,-0.11850933,-0.17918448,-0.034900274,-0.23873304,-0.27506876,0.65465426,0.7997034,-0.20680931,-0.05349392,0.7367552,-0.015094688,-0.056228798,-0.015028217,0.015478851,0.027586136,-0.01492507,-0.015687969,0.01985177,-0.04982538,-0.059468724,0.0037886978,-0.0098157525,0.027214509,-0.006947166,-0.014360271
2015-09-07,12.3,12.43,11.84,11.9,74286,-0.41,12.07,719,145,718,475887,0.5099999999999998,2.0031054115359463,5.0,7.6,5.0,-3.856374568845224,2.04863938594948,-0.785837278881833,0.8473564617290323,-1.3213509844682416,1.9597612552158608,-0.8222052101833244,-1.5274372334677653,-0.0002908685665698,0.025733566,0.06663483,0.01349432,0.05036056,-0.006461912,0.1543633,0.2863657,0.12015388,0.35528758,0.32538098,1.3091955,0.8547174,-0.44889164,0.102958426,0.64241034,-0.0030226726,-0.034825575,-0.016731156,0.018582717,0.02891897,-0.014157476,-0.01602637,0.021212693,-0.049963277,-0.05905682,0.0039485055,-0.009864337,0.057519987,-0.0074017504,-0.014393467
2015-10-07,11.9,12.44,11.9,12.41,62516,0.51,12.22,802,0,1200,469983,0.1500000000000003,0.6029865431038111,5.0,5.0,5.0,-3.786607584482584,2.9993650951501705,-0.668172343392943,0.8795446286501244,-1.013443317094278,1.3916569826249403,-1.386750541362805,-2.1741214516163443,0.1125936021324952,0.0042490265,0.007822378,-0.0076214974,-5.8898486e-06,-0.0104236305,0.028014101,0.089636505,0.052803542,0.085683115,0.057650432,0.11198505,0.8189883,-0.087337196,-0.04399444,0.52790344,0.018900272,-0.027155016,-0.015410748,0.019028168,0.028498985,-0.013371716,-0.016551426,0.021801533,-0.050098162,-0.06377916,0.003872881,-0.009802625,0.049618915,-0.007117847,-0.014327395
2015-03-08,11.19,11.19,10.84,10.89,59240,-0.25,10.97,4331,91,0,452384,0.1199999999999992,0.486309970734462,5.0,6.8,5.0,-4.750292012736258,-4.965496309222766,0.4198550102791952,0.6672468099767401,1.316569440750348,1.994446091138672,0.5063778779054726,-0.572859263186078,-0.1145965192412082,-0.0044131028,-0.0037263513,-0.009605766,-0.0017983058,-0.008075953,0.017329367,0.054771286,-0.07121753,0.037385214,0.0015096472,1.0825043,0.8030607,-0.19971825,0.052981906,0.37660256,-0.049355328,-0.09289398,-0.014300078,0.0117381085,0.02438705,-0.004536338,-0.015754463,0.023693748,-0.04962996,-0.052073564,0.0030538545,-0.009064982,0.0104293,-0.007294835,-0.014436933
2015-04-08,10.89,11.04,10.79,11.01,43743,0.12,10.91,1100,0,175,454917,-0.25,-0.9527010884874536,5.0,5.0,5.0,-4.993346888085162,-4.552953663148043,-0.1950060568072399,0.2860976026171971,1.584847509350266,1.828854503634452,0.0708095155032174,-0.9586232341637516,-0.2921093373028951,-0.0123405,-0.018466469,-0.009891933,-0.015871216,-0.008610057,-0.024920471,-0.071907245,-0.07703918,-0.11559398,-0.09057527,0.47504145,0.6735014,-0.00039817084,-0.07604846,0.2395922,-0.05064648,-0.09494737,-0.012889889,0.012834603,0.02192883,-0.00083049544,-0.0154318055,0.025228728,-0.0489068,-0.043126967,0.003083111,-0.009229835,-0.0025615883,-0.0068317642,-0.014400587
2015-05-08,11.04,11.07,10.74,10.76,41418,-0.25,10.88,3943,0,0,449951,-0.06,-0.2137494634816033,5.0,5.0,5.0,-5.121168871259986,-4.929277245409488,-0.3008861956592306,0.3408163540025871,0.9899579908649776,2.3228407554440973,0.6628735338119746,-0.422188367344728,-0.3922527417635795,-0.006922876,-0.003735394,-0.00908111,0.0013492851,-0.0071773445,0.017329367,0.12273461,0.012314878,0.019979537,0.02657742,0.76815027,0.80019253,-0.19240777,-0.038393777,0.32809514,-0.058682933,-0.10377406,-0.012996751,0.011938287,0.022032017,0.01009793,-0.015506614,0.02704934,-0.048372556,-0.03149836,0.002950257,-0.008982783,-0.004961517,-0.006871592,-0.014407204
2015-06-08,10.7,10.84,10.64,10.7,49443,-0.06,10.71,819,197,0,449261,-0.04,-0.1359650819020402,2.8,7.6,7.333333333333333,-5.435428425730523,-5.063743250266662,-0.3182247706276016,-0.0050085337480947,0.5924169277375863,1.7866177935694565,0.1652742455068019,-1.4085024775420203,-0.4046842362624412,-0.017501531,-0.017456483,-0.019243035,-0.014822999,-0.009689406,-0.041564636,-0.025413075,-0.039030176,-0.056455977,-0.115360536,1.0206873,0.9904598,-0.11423614,0.007609054,0.46030468,-0.06908952,-0.10391086,-0.012584882,0.013751559,0.022644022,0.018216617,-0.016016873,0.026050705,-0.047743704,-0.02324369,0.0028636057,-0.009010603,-0.0043763863,-0.0074370643,-0.014519953
2015-07-08,10.75,10.96,10.63,10.66,69058,-0.04,10.8,1916,0,0,448436,-0.09,-0.3304260358509481,5.0,5.0,5.0,-5.550009185205649,-4.895734739517555,-0.5982999929953291,0.1243868143694364,0.3442327955986753,2.010928713715664,0.680733398869351,-1.029822377029144,-0.3942467617874425,-0.010377855,-0.011157972,-0.0062978347,-0.010005442,-0.0071866335,-0.0119750425,-0.07769169,0.01571248,0.06643692,0.024097215,0.7928725,0.641547,-0.23716812,0.014147479,0.4273779,-0.05698907,-0.10321893,-0.012216811,0.01443807,0.02076961,0.026713558,-0.015545212,0.02536329,-0.04710554,-0.021206655,0.0028530278,-0.0091763055,-0.001259789,-0.0068444232,-0.014427768
2015-10-08,10.62,10.64,10.37,10.57,57809,-0.09,10.51,580,0,808,450219,0.05,0.214064635205994,5.0,5.0,5.0,-5.743697794709441,-5.141702275508399,-0.7234857637066672,0.1999078965450292,0.4225363084239232,1.7461360066032376,0.2363232080222959,-1.0743380763658097,-0.1143661554286809,-0.00971869,-0.012896531,-0.010233665,-0.011900689,-0.009152978,-0.024920471,0.030657388,-0.086352065,-0.035823915,-0.07875432,0.7094654,0.67149043,-0.22800133,-0.046962883,0.111410625,-0.06600789,-0.107321076,-0.012083125,0.015864184,0.019815743,0.0240445,-0.015362269,0.024927216,-0.046175435,-0.027311007,0.0027235106,-0.008948825,-0.016495058,-0.0068518445,-0.014444137
2015-11-08,10.6,10.71,10.37,10.62,62525,0.05,10.55,2979,3,1200,445495,-0.08,-0.2915338450611666,2.8,5.0,5.0,-5.897675459922086,-4.643035391555553,-1.0163143730148383,-0.1884753282287749,0.5980198381354391,1.4774261336459151,-0.2654399236095632,-1.5250245418717985,0.3166167591378169,-0.014396599,-0.015607576,-0.0116116805,-0.014399692,-0.009383832,-0.04613375,0.029017247,0.07850121,-0.08682134,-0.10892643,0.51921755,0.794624,-0.18123494,-0.011881617,0.14843325,-0.05684898,-0.09400512,-0.011982057,0.018970245,0.016889215,0.024495162,-0.015124872,0.024579233,-0.045034345,-0.027623825,0.0027711808,-0.0095322775,-0.00966109,-0.006592041,-0.014406047
2015-12-08,10.66,10.73,10.44,10.54,51950,-0.08,10.58,5048,50,564,443791,-0.05,-0.1748572726918218,5.0,5.0,5.0,-6.033068403624767,-5.0950497883274615,-0.8719374908001302,-0.3249234719755897,0.2752646870928888,1.7726771633164249,0.3102865650721426,-0.6863905362001175,0.2581672973611138,-0.009451618,-0.009572857,-0.008740784,-0.008805524,-0.008281903,-0.012495704,-0.026435925,-0.011684305,-0.043234345,-0.04706112,0.7273155,0.8541038,-0.30420342,-0.03969186,0.3068509,-0.063667044,-0.110316955,-0.011996341,0.017241081,0.019885413,0.026373591,-0.014677939,0.024027856,-0.043953016,-0.024597611,0.0026228328,-0.008982567,-0.015371879,-0.006897193,-0.014448718
2015-02-09,10.68,11.09,10.64,10.73,86514,0.02,10.85,4871,560,0,371081,0.6099999999999994,2.392027319433761,2.8,7.6,5.0,-6.45456404591232,0.374119845000791,-1.8015663234389487,0.2237941955683228,0.792929874220096,1.2196132920352012,0.4818079370229772,-0.5959675003654149,0.5396234449671498,0.05861853,0.09709807,0.03150741,0.100084625,-0.0013684806,0.19576715,0.37145948,0.10083657,0.42873153,0.29497725,1.5942847,0.8092768,-0.5981117,0.15426502,0.5483662,0.010281828,-0.042473666,-0.014359227,0.023448408,0.022512449,0.026598182,-0.014620464,0.0241705,-0.04395071,-0.021659918,0.0031780072,-0.010209298,0.09296245,-0.007232,-0.014448354
2015-03-09,10.74,11.39,10.73,11.34,114305,0.61,11.14,7454,1892,100,363118,-0.07,-0.252641654271385,5.0,5.0,5.0,-6.123349018085552,2.4725150975674643,-2.5464037887473387,1.0588091195224871,1.592575225080782,0.6288033738924467,-0.1819628201695553,-1.327090570296978,0.8260208694325162,0.007415228,-0.006552019,0.0076120947,0.005232277,-0.0030111787,0.019231953,-0.044046022,0.12929617,0.026621059,0.021790162,0.86218125,0.7807715,-0.53420967,0.021675678,0.18103382,0.06397184,0.027143572,-0.010693736,0.0333054,0.029425837,0.024804628,-0.01496608,0.024569431,-0.044126857,-0.0039351173,0.0031150647,-0.00822358,0.120810844,-0.0076068873,-0.014359355
