Date,Open,High,Low,Close,Volume,Change,Last,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-11-06,947.25,953.0,938.0,940.0,129178,9.5,940.5,245167,0.0,-0.0631734079228282,-1.673746241077358,1.0704291706691669,3.15721904324093,-1.0401151835960845,1.3055087020574307,0.6183076109656104,-0.1947368209272372,1.6071242606475746,0.0144604,-0.11299358,0.034987107,0.018428937,0.10168536,-0.010026619,0.16625084,-0.74273694,0.07409473,-0.80028665,0.46107984,-1.466902,-22.38465,26.324469,1.7090044,1.0798671,0.6269422,-0.40568876,-1.9240639,-0.5943427,1.9972819,-1.4745195,0.917688,-0.7665173,-1.4522011,-0.46167374,-1.190349,1.9379609,-0.23379438,-1.3406479
2015-12-06,939.0,947.0,933.25,940.0,113082,0.0,939.75,230230,-2.25,-0.2494522382329531,-1.8200948771550096,0.4617476032552379,2.449871426954367,-1.0217067545362517,1.827514349202322,0.3221524081853039,0.0925211784679844,1.188212678057746,-0.01559256,0.08793391,0.021760002,0.018428937,-0.054081485,-0.55179656,-1.0725878,2.0721772,-0.62405336,-0.06084846,0.022096291,-1.1121709,-7.934978,19.089788,2.176529,1.3173062,0.65269154,-0.40568876,-1.615248,-0.56883085,1.5595175,-0.9016987,0.873298,-0.84500957,-0.6327903,-0.45359027,-0.9774884,1.9836776,-0.19078736,-1.3711448
2015-02-07,1041.75,1055.0,1032.0,1045.25,3991,1.25,1045.25,7605,-11.5,-1.0152652072856885,4.088137681861049,7.614905886637539,2.115377606152187,3.11078371418306,0.5404096164642461,0.3757100372120421,1.4568304728162391,-0.9679400815114424,-0.8054763,-1.3854935,-0.96592987,-0.5932789,-1.7799134,-5.212215,-7.7314725,-7.764466,-5.0889935,-10.812815,-4.910469,-0.7885692,-6.910303,29.561697,-14.530953,-2.4622414,-1.8390636,-2.8447874,-6.133597,-0.73123777,1.4990183,-1.4130585,0.8373204,-0.94587135,-1.0352482,-0.3860829,-2.364616,1.7937732,-0.58601713,-3.975851
2015-06-07,1037.0,1042.5,1026.25,1033.75,2020,11.5,1035.0,5246,-31.75,-2.691774680076812,3.976153388963493,7.129815218884415,1.2858135914107007,2.472655564317514,1.464004839612996,0.0224822472386746,0.6269367752914712,-0.0355719364753038,-1.3612959,-2.8564446,-1.3009384,-0.6150495,-3.467548,-10.726896,-13.323936,-16.87553,-18.784744,-18.64766,-3.326786,0.93194276,-14.038881,10.771857,-9.982258,-1.875669,-1.4066389,-2.2788115,-5.833281,-0.7178327,1.4647496,-1.8605785,0.7763053,-1.1525568,-1.4090488,-0.3910563,-2.2584178,1.7916037,-0.54488194,-3.7641573
2015-07-07,1029.0,1034.25,1001.0,1002.0,1819,31.75,1001.5,4434,4.25,0.2886866048851852,3.668204721837685,3.749012770027041,-0.4449152732310535,4.093439953433806,2.125784936311374,-0.1402231729396896,-0.1449161548269737,0.6693645945934975,0.33873677,0.8756461,0.68277967,0.5106904,1.240178,4.4565854,3.7508743,9.081403,2.1959615,11.300739,2.6220798,4.051604,-24.716606,-7.0239315,0.05133845,-1.1006774,0.1061001,-0.4906609,-3.4622164,-0.66390026,1.7881783,-1.8652279,0.7328663,-1.191158,0.07523264,-0.6404538,-1.9926481,1.7578322,-0.47906864,-2.562662
2015-08-07,1008.25,1016.0,999.0,1006.25,1380,4.25,1006.25,3290,31.5,2.544730216418919,3.485406339244619,3.667369862521726,-0.9110211077841476,3.4327149484912662,1.7053665433424765,0.3721346142385362,-0.1094105263021816,2.9067194523015685,2.318032,2.149128,1.2353795,1.141148,4.7156262,9.4543495,9.512301,10.268591,17.219692,3.6645868,-0.026710734,1.5813797,5.0370407,-7.6472507,0.7895368,-0.76292324,0.4641683,-0.4456178,-3.4798193,-0.6401882,2.1231034,-1.3492758,0.7223042,-1.2346638,3.0723193,-0.6107091,-1.7707655,1.8047767,-0.39768732,-2.3020368
2015-09-07,1008.75,1042.25,1008.75,1037.75,839,31.5,1037.5,2115,5.75,0.4128724917586018,4.382849850986821,5.399119979932225,-0.0112767652128089,3.655546439563037,1.670812073228673,-0.3038412632862312,0.923756284745037,0.0778742216390573,-0.2624476,-0.3988843,-0.50536156,-0.36818767,-0.53699327,-2.4777465,1.2267708,0.103643075,-1.818732,2.1006477,0.5114407,3.6835244,-23.765867,3.116742,-2.3809335,-1.9193769,-0.54605055,-0.87685,-5.0456157,-0.69477355,2.4794645,-1.6138785,0.6559495,-1.2421861,3.3886366,-0.50715804,-2.145737,1.751975,-0.5576705,-3.1037047
2015-10-07,1037.25,1059.0,1035.0,1043.5,673,5.75,1045.0,1421,1.75,0.0817101267628243,4.372133618249317,5.169470458430276,-0.2852129369127087,3.182678441908542,1.993218459979083,-0.0456398168142336,0.5854286400290011,-0.137634724601606,-0.42511666,-0.49288893,-0.77398884,-0.519483,-0.79082084,-2.752215,-3.2944717,-6.230696,-3.431871,-1.9904022,-1.7896814,1.8301518,1.5396553,-4.9643974,-8.077185,-1.5722375,-0.38547468,-0.74526083,-5.1314297,-0.6870276,2.6945467,-1.7811077,0.6188989,-1.3186235,1.9136537,-0.41048503,-2.1819365,1.7889208,-0.4874686,-3.5054674
2015-03-08,978.0,983.75,971.5,977.5,3327,3.25,977.5,7202,-1.5,-0.1873592947962448,0.7133349698723047,-5.301218511805013,-1.909017323286712,0.900030005407784,-0.185854637208479,3.40093839783234,0.809694158106237,-0.8261292168903547,0.11352141,0.7933173,0.6072471,0.17701156,0.51802665,4.4850445,5.990575,7.960109,8.409482,5.225129,-2.7513406,-2.9185157,31.54374,2.5411892,4.4781733,1.192263,0.331556,-0.492365,0.9851693,0.14580359,2.5382242,-1.4001265,0.59129274,-1.429775,0.29650822,0.051917687,-0.08835833,2.171113,-0.11731188,-0.2080348
2015-04-08,977.5,986.5,971.0,976.0,2073,1.5,975.25,5190,15.75,1.2407784042480456,0.5525801898586358,-5.674317493256736,-1.6634042609869557,0.938753108649926,-1.0952614736243758,4.276381543979785,0.5778000889855326,0.2664727221509424,0.37443247,0.9357669,0.5488305,0.2546612,1.0766097,3.413786,4.848973,7.2956457,11.3259535,9.803456,-3.1432476,-4.7657247,31.659956,11.571545,4.2162285,0.87517375,-0.10865931,-0.6345556,0.9989529,0.1881726,2.3155594,-0.6959959,0.6215187,-1.554898,1.4990162,0.12243159,-0.0052943677,2.186374,-0.12813894,-0.121358916
2015-05-08,974.5,992.25,974.5,991.75,1026,15.75,992.0,4301,-6.25,-0.5806146032287306,0.8006254180055832,-4.428604779101354,-0.7205892787568889,0.9229799756961906,-1.6135769645903748,4.42993694794732,0.6067259679328936,0.568285084975154,0.31599453,1.0162467,0.60204715,0.27632144,1.0624597,4.5261397,4.1101475,4.903331,3.7086194,1.1491133,-2.9685495,-5.387379,12.582438,23.705303,2.6799545,0.37660748,-0.14992963,-0.51598024,-0.049100265,-0.13155286,2.2437878,-0.3873346,0.6231718,-1.7494864,1.8957922,-0.045581803,-0.3222828,2.102151,-0.16634677,-0.6602551
2015-06-08,991.0,992.0,983.75,985.5,1470,6.25,986.0,3868,23.5,1.8824054864273645,0.6239218951487883,-3.7795715344877703,-0.568380565647526,0.6159020298533563,-0.1944524176581359,3.4515606175041893,-0.5273028760089423,1.0173146984487762,0.3071681,0.85073835,0.56069213,0.24199249,0.83351713,4.214241,2.9632394,5.567794,14.3625765,3.1388702,-2.963118,-4.3766804,17.40867,4.6659117,0.95759475,0.930191,0.33602092,-0.40568876,-0.4586538,-0.24120413,1.8908619,-0.16944896,0.6229601,-1.90293,2.2759511,-0.22158293,-0.44988465,2.0795977,-0.12973545,-0.7766634
2015-07-08,982.0,1010.25,982.0,1009.0,930,23.5,1008.0,3625,35.75,2.896590229226933,1.530206257853297,-1.3518696437097055,1.1678364815634807,1.3894849137448084,-0.8740221752674685,3.2031058871609126,0.7888259341496651,-1.1104713273889797,2.3077521,2.354727,0.89391947,1.2069737,4.9433985,11.837552,18.254787,20.380058,21.701572,13.933342,-4.023444,-3.771634,-6.237022,30.161852,-1.8062782,0.97205573,0.4532836,-0.40568876,-1.7183757,-0.5951091,1.8017869,-1.0008265,0.5551588,-1.8159242,-1.9898646,-0.48787594,-1.1905229,1.9212841,-0.25233328,-1.5667922
2015-10-08,1010.5,1045.75,1010.5,1044.75,1616,35.75,1045.0,3023,-30.75,-2.608984088827868,3.2778706706446465,3.1650986934644085,4.16744287457357,3.2855851009525763,-1.9176807313394744,2.732875955469743,1.2189541299053976,-1.9941932275351697,-2.518512,-3.3995934,-2.0022435,-1.4645967,-5.578659,-17.075682,-21.063961,-24.890373,-22.78335,-25.234587,-5.3770237,-3.8872027,-35.86402,60.349598,-9.845266,-1.5285392,0.32105416,-0.43672562,-4.718901,-0.64566255,1.8244009,-2.6958954,0.49568573,-2.022551,-4.198172,-0.7078769,-2.206603,1.7432986,-0.5683129,-2.9540591
2015-11-08,1039.0,1039.5,1013.0,1014.0,724,30.75,1013.75,1895,-63.0,-5.278980656606323,2.658397402923726,1.3719934883470606,3.950000240949611,2.982433658551074,-0.9201691796383036,1.231052874866846,0.1970252282861767,-0.1389629766227626,-5.0686483,-5.5938773,-2.710114,-2.59208,-11.036685,-30.213453,-36.905167,-37.848663,-39.544273,-33.72646,-3.2850213,-3.2072399,-23.380133,32.580296,-7.5478816,-0.2841792,0.35854378,-0.41688907,-3.6862984,-0.642465,1.9544755,-3.9557056,0.44520926,-1.9789004,-6.4593596,-0.7255552,-1.9926949,1.7749584,-0.43882394,-2.7486942
2015-12-08,1018.75,1018.75,950.0,951.0,888,63.0,954.5,1398,42.0,3.414031424532835,2.5623312573174872,-3.304996156346774,3.136220448529229,8.633804636634144,-0.0731674534178645,-0.6599855513990993,-1.1885948685549532,1.0347069592400413,3.5175312,3.307747,2.6764276,2.4999375,7.127533,21.165478,28.633556,29.103537,29.782991,25.651482,7.050942,2.9799047,-47.55205,13.951698,9.538459,-4.7496047,-4.235936,-4.8243947,-1.5363016,-0.527352,2.3003502,-3.9520564,0.4961534,-1.4624903,-0.4071728,-0.18487833,-1.3699834,1.9807746,-0.48914254,-0.354887
2015-02-09,882.5,888.5,874.25,883.75,910,1.0,883.75,3907,-4.0,-0.3943357729186057,-4.123123626741718,-5.951498946800587,4.085619019017589,0.9499116568680812,-0.3185731810390425,1.4338635974956215,0.1087951140056381,-0.473777561709116,0.04635103,-0.013671204,-0.041774318,0.018428937,0.15102972,-0.42962682,-1.445498,0.4214423,1.2288754,-0.24363981,-4.5164084,-3.3965063,11.194286,41.31659,6.47671,1.0091746,-0.13402985,-0.6430837,0.82741743,0.7742126,1.9510919,-3.751688,0.51356584,-0.9723804,1.8779571,0.40008804,-0.011797234,2.3445876,-0.120620295,0.007266417
2015-03-09,883.75,891.25,878.5,879.75,991,4.0,879.0,3382,-2.5,-0.2701498860451892,-4.460362748063617,-6.389600652865931,3.8170914676615135,1.1023513415622186,0.3387532331528085,1.228166904940684,-0.5970198120985113,0.24340630899881,0.06692816,0.0111738,0.028223231,0.018428937,0.19482674,0.27539438,5.9033947,0.4214423,1.2288754,5.161087,-3.191314,-2.778552,7.052512,34.49367,6.621763,1.4722995,-0.046318874,-0.83072376,0.9224579,0.8993328,1.8203467,-3.76694,0.5222153,-0.4067074,4.0452766,0.46654487,0.05208637,2.3505414,-0.12196402,0.21085705
2015-04-09,879.75,885.5,876.5,877.25,860,2.5,877.0,2757,13.5,1.0544995739379208,-4.5511395300974655,-5.411423619839807,4.194742012704141,0.7924593890657822,0.6022458606953789,0.8027364154048885,-0.6006057951599807,0.1163497895207132,0.05322422,0.10780139,-0.016853973,0.018428937,0.1806602,-0.14342152,-0.7659744,0.122113004,1.2288754,-1.5761318,-3.5546784,-2.4829524,5.4306254,34.06498,6.192597,0.8323272,-0.16084073,-0.53218377,0.5154456,0.7506822,1.7130214,-3.7463746,0.4829163,0.12748666,2.3160775,0.4047669,-0.096100196,2.3496993,-0.12348388,0.08084889
2015-08-09,884.0,895.0,882.25,890.75,923,13.5,889.75,2168,-8.0,-0.7254981379143831,-4.2661685829621065,-3.612699933463383,5.112586608005262,0.314019614893758,0.2291398017016606,1.16580066786277,-0.1436658813242822,-0.2586977989547706,0.0067153126,0.0036702899,-0.0036268088,-0.014123246,0.1139691,-0.22256969,-1.4601333,0.122113004,-0.52933466,-2.0069008,-4.2542872,-2.8760822,-11.221952,47.679504,3.3200717,-0.026255652,-0.46164775,-0.67917144,-0.009950802,0.2782436,1.1552454,-4.64529,0.45708913,0.49771622,1.0363686,0.20320983,-0.4828689,2.2622979,-0.15373127,-0.25318134
2015-09-09,888.25,894.0,882.5,882.75,573,8.0,882.75,1444,1.75,0.0817101267628243,-4.565373887686491,-3.731195845690284,4.707783165927206,0.1815290721952614,1.1739391278357243,0.708208308674225,-0.7311308438989987,-0.133209668722309,-0.0038381668,-0.0418493,-0.028508589,0.015269354,0.031717375,-0.72072875,0.11793776,0.122113004,-0.52933466,-1.2291034,-3.9277425,-2.4324472,-7.0066533,36.566456,3.044478,0.25123507,-0.2958758,-0.5543152,-0.23415147,0.3904313,1.2200441,-4.378807,0.43108454,0.6508749,-0.39798176,0.26303548,-0.39679503,2.288209,-0.14452319,-0.1844552
2015-10-09,882.75,888.0,882.75,884.5,351,1.75,884.5,1092,3.25,0.2058960136362409,-4.578948306099692,-2.5718707410066446,4.977177058620077,-0.4985502123652507,0.7929766542748705,0.935555922381696,-0.0801077954046698,-0.6673463136505942,-0.051641986,-0.22409473,-0.068125114,0.0031621007,-0.14632396,-1.1943516,0.6510279,-1.7725065,-0.68784964,-5.928359,-5.6736045,-2.842918,-2.9740946,44.467087,1.7265034,0.10486807,-0.3656757,-0.6334537,-0.21611647,0.22932465,1.2615132,-4.191381,0.3194093,0.7753548,-2.1708772,0.14972313,-0.42686152,2.272619,-0.14233671,-0.27393556
