Date,Open,High,Low,Close,Volume,Change,Wave,EFP Volume,EFS Volume,Block Volume,Previous Day Open Interest,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,scaled_NET_SENTIMENT,scaled_UNCERTAINTY_MODAL,scaled_REGULATORY_PRESSURE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-04-06,65.44,65.95,64.94,65.12,18196,-0.12,65.55,43,0,0,85093,-1.11,-1.0781014674906662,5.0,7,5,0.0728585199245596,-3.323490253977104,-0.0798723060324073,-1.5662588814943097,-1.4321044599026602,2.421912080010301,-1.8994487521802716,0.3290083570819891,-1.0678140247404573,-0.1029083141306252,-0.008011901,0.01469475,0.012258787,0.015214333,0.017369466,-0.4503134,-0.08698641,-0.33304223,-0.49053577,-0.5468779,-2.0743563,0.4007598,0.8307271,-1.2991245,1.7086644,0.07909769,0.1766094,0.05089614,0.12181845,-0.03546261,0.0018537542,0.02562506,-0.25061712,-0.029364469,0.02843402,0.075706504,-0.14346239,0.04594032,-0.45052904,-0.18815176
2015-05-06,65.12,65.2,63.93,64.01,17786,-1.11,64.31,115,0,0,83753,0.79,0.7430725581863101,5.0,5,5,-0.5043560236399952,-3.4213381312376985,-0.3818600073378402,-1.3437013521185084,-1.1275131973479438,2.4432328377437456,-0.809535082042185,0.9430364888276443,-1.500797196938851,-0.1155206389286909,0.06467812,0.014035422,0.017215423,0.02893107,0.026082585,0.4618877,0.18735296,0.37699005,0.4316727,0.5081693,-0.5729967,0.5214416,0.16749704,-1.8873476,1.0988054,0.096141286,0.22192357,0.042951997,0.31882364,-0.031469528,0.008030872,0.02541786,-0.24484596,-0.04063078,0.032846183,0.081126034,-0.13037553,0.049964685,-0.45206878,-0.18839887
2015-08-06,64.41,65.05,64.17,64.8,15886,0.79,64.71,222,11,0,76681,-0.25,-0.2537805927105609,3.4000000000000004,5,5,0.8252868227970852,-3.3729997850482945,0.7790627100084848,-1.7033084111069143,-1.3915667607354107,2.234334975562666,-1.0370371839813095,0.3592485041347676,-1.0302746460990628,-0.8296055339476579,-0.00030148463,0.011735672,0.011610447,0.008402123,0.009413746,-0.1551526,-0.04246752,-0.1376845,0.023836825,-0.4589972,-2.0867891,-0.19076589,0.6868479,-1.2184489,1.3238584,0.093846925,0.2049764,0.037529584,0.23777217,-0.02550749,0.012663244,0.023700137,-0.24560425,-0.06301134,0.038195256,0.058112815,-0.12906766,0.05233354,-0.44879252,-0.18827161
2015-09-06,64.8,65.27,64.48,64.55,17139,-0.25,64.95,7,20,500,72021,0.3400000000000034,0.311741867894398,5.0,5,5,0.0307969627673726,-3.301666216678295,0.8956970086772511,-1.4401287238566296,-1.733640145619436,1.7522847932957275,-0.6323827867975638,0.5261863243196783,-1.3049791830120423,-0.1537202105631034,0.017218186,0.013983436,0.014617065,0.019987801,0.018728655,0.19675486,0.08831836,0.36855468,-0.07369372,-0.0026592973,-0.58482075,0.17184493,0.24926645,0.17790747,0.7770825,0.09420416,0.21764679,0.041973144,0.31602275,-0.030275783,0.017346323,0.021136519,-0.24826747,-0.0854851,0.040517814,0.063448206,-0.13117683,0.050344896,-0.44692445,-0.18802483
2015-10-06,64.72,65.16,64.51,64.89,21294,0.34,64.85,323,2500,1000,66382,-1.36,-1.3177296287639524,5.0,5,5,0.609530650252737,-3.2541874866467606,1.6503087730143595,-1.366637265056813,-1.9680406876546277,1.3674092561988878,-0.810938937627915,0.3584393793062146,-1.0178451793246757,0.2099853800392802,-0.032515127,0.010906657,0.008426365,-0.0024014066,0.0033161642,-0.66102046,-0.20183356,-0.70120376,-0.6985101,-0.9565255,0.57454187,0.11826356,0.016619746,1.8935115,0.8263119,0.078620575,0.18464456,0.0448309,0.108059086,-0.03615621,0.02278096,0.020621818,-0.26304826,-0.113453925,0.045885224,0.047594506,-0.12956885,0.041840293,-0.43731016,-0.18724
2015-11-06,64.96,64.96,63.49,63.53,22576,-1.36,63.87,199,0,250,52751,0.54,0.5034443969130239,5.0,5,5,-0.6020447666114631,-3.357465365636406,-0.413596024992515,0.3337615007824521,-0.992095018022479,1.4249408853863932,0.9622148506263508,0.7311691141823649,-1.7319054349377148,0.2811724441524539,0.035703056,0.010575431,0.012423928,0.025990514,0.028282868,0.3725837,0.17287703,0.32241106,0.32626185,0.5135966,0.14103577,0.1637556,-0.19518259,-0.49115953,1.8873526,0.0813044,0.1800095,0.041072667,0.2540942,-0.0298659,0.02962516,0.018710343,-0.25757024,-0.12837604,0.054978278,0.055682223,-0.1318341,0.0483743,-0.44619122,-0.18799782
2015-12-06,63.89,64.94,63.52,64.07,18918,0.54,64.34,81,0,250,40830,-0.86,-0.8384733062173796,5.0,5,5,0.5241628170994851,-3.3904219526547905,-0.1194996425449999,0.7818854235024355,-0.8779496620984973,1.007429173392926,0.4713863611167335,-0.2572636428944118,-1.4185340096019177,0.0122041731941817,-0.02076166,0.011119579,0.009332475,-0.003410409,0.0039455355,-0.3353331,-0.11983116,-0.2567329,-0.2684427,-0.8130377,-1.5822339,-0.103030615,-0.11440191,0.2014034,2.6330962,0.061497778,0.15869164,0.043762676,0.15321767,-0.031555124,0.03335794,0.016220117,-0.25891584,-0.12107521,0.05867657,0.039459806,-0.13255534,0.045700084,-0.4434635,-0.18781379
2015-02-07,67.52,67.53,67.52,66.36,3,0.27,67.53,0,0,0,21,0.07,0.0529434537192455,5.0,5,5,-115.44133732813042,3.395168347556799,1.2421824948993108,-0.9078440385682812,0.1649595376566241,1.5623767672899238,-0.0825844884014533,-2.233685638623734,-0.8647388089025665,0.2922593063560404,0.039790682,0.019592283,0.014206378,0.018246701,0.029530955,0.09806402,0.07250108,0.27317622,-0.07131642,0.025325775,46.995026,15.904722,-3.7171974,-30.202795,25.088844,0.30886137,0.41935885,-0.6025691,-0.13009048,0.15976803,0.03971109,0.04773176,-0.2691948,-0.11224441,0.017480295,0.41105524,-0.15520126,0.0064025815,-0.42929593,-0.18879543
2015-06-07,66.95,66.95,66.94,66.43,4,0.0,66.94,0,0,0,18,-0.9,-0.8768138120211054,5.0,5,5,-51.54297486978546,0.3803630171287812,3.1437393143123478,-0.6546346293066154,-0.7738603821168495,1.158531541185086,-0.118097438143554,-0.998026868854999,-0.9040234544108156,0.4000373257152749,0.017154362,0.01767342,0.01242012,0.0010068392,0.0016867475,-0.48258442,-0.06909107,-0.23408836,-0.12704226,-0.33706698,20.326912,7.264134,-1.6960627,-13.641795,11.328269,0.06081874,0.261163,-0.24819675,-0.087960154,0.056860473,0.044067267,0.076791085,-0.27402413,-0.101864584,-0.025484463,0.21672918,-0.14986333,0.0146944355,-0.44144517,-0.18856755
2015-07-07,65.38,65.47,65.0,65.53,10,-0.9,65.28,0,0,0,14,-0.94,-0.9151543178248313,5.0,5,5,0.7028392992329205,-2.35316960318752,3.088127979270346,0.2325947327577032,-0.155674992027432,1.214470811196103,0.6739798909626352,0.085673455401391,-1.221857471963621,0.6047565119649583,-0.03290857,0.01174004,0.010200612,-0.0015939964,0.004153296,-0.48301166,-0.14183404,-0.5742522,-0.10331769,-0.85912675,-0.9069449,0.1992295,-0.17398314,-0.9612551,0.11166871,0.06382682,0.16685869,0.043923534,0.24521145,-0.041894525,0.04321904,0.07903265,-0.26369464,-0.09070782,-0.04797936,0.043421872,-0.13688405,0.04720487,-0.4418835,-0.18763901
2015-08-07,64.59,64.59,64.59,64.59,2,-0.94,0.0,0,0,0,4,1.1199999999999903,1.0593817310670388,5.0,5,5,0.3956538184368493,-2.526982399111329,2.330383485402601,0.871225581140877,-0.2724554345673388,1.1437702977304005,1.1152311851523264,0.1084967666417355,-0.9699520024789184,0.1339857947636235,0.05398998,0.012813588,0.011968227,0.014384425,0.012635769,0.50251216,0.2220911,0.7240558,0.47268462,0.7109563,-1.54202,-1.1019517,-0.3238538,-0.51653457,1.3712572,0.08822838,0.20798706,0.038887452,0.34981957,-0.031753324,0.042953342,0.08037116,-0.25568274,-0.06801564,-0.05379453,0.073634006,-0.13197292,0.050395474,-0.4476632,-0.18808945
2015-09-07,65.63,65.94,65.47,65.71,24,0.24,65.55,0,0,0,424,-0.2,-0.2058549604559037,5.0,5,5,0.584640059814689,-2.265483689606945,2.815465198425541,0.911374610187865,0.0275890057528782,1.1519379823428637,0.4898209591709421,-0.7178740907847804,-0.7705853364560583,-0.7565432140294179,0.009850754,0.011105312,0.010450664,0.0050346595,0.0047658025,-0.078420214,-0.08220487,-0.09387738,-0.054449517,-0.34013265,-1.6225575,-0.6903357,-0.17516229,-1.0344335,1.3819482,0.055272773,0.18562585,0.045226112,0.3315716,-0.041924752,0.038748425,0.0784266,-0.24704978,-0.06660248,-0.062213983,0.03831731,-0.13821517,0.04823744,-0.44203654,-0.18767098
2015-10-07,66.17,67.0,65.56,65.51,16,-0.2,66.44,0,0,0,410,0.2199999999999988,0.1967203504832161,5.0,5,5,-0.0502309577002195,-2.2470123339833217,1.9540716792700588,1.594842512400278,0.1610664345744518,0.9384254888479072,0.4993358880994912,-0.9630291981392112,-0.9762012921202876,0.2348777061399054,0.011134754,0.0113472175,0.011061509,0.0056078923,0.006115574,0.024714513,0.025666071,-0.0191856,0.012444884,-0.48153484,-1.5225357,-0.17263934,-0.27801087,-1.1031073,1.7882665,0.044773143,0.16628104,0.043959223,0.2734869,-0.04046218,0.03371265,0.07831301,-0.23378801,-0.055595558,-0.0631146,0.04148587,-0.13873214,0.049544424,-0.44288003,-0.18773428
2015-03-08,64.06,65.5,63.31,65.36,311,1.35,64.71,0,0,0,429,-0.45,-0.44548312172919,5.0,5,5,1.046598890069193,-3.357213437931539,-1.215861859109682,0.5669266837919332,-1.2770360264612262,1.9832444310779125,-0.3839223693238012,-0.3263735017700946,0.0766458274257116,-0.7924648301109566,-0.00595722,0.012538314,0.0123075675,0.0129025895,0.013508517,-0.18458211,-0.08419049,-0.19020288,0.027980985,-0.4951751,-3.6611037,-1.2360332,-0.16862482,-0.948565,3.5076933,0.062082663,0.20122172,0.04083777,0.28312966,-0.03249838,0.032306116,0.07908078,-0.22805236,-0.03686635,-0.060853746,0.06022404,-0.13093877,0.046655223,-0.44934237,-0.18821585
2015-04-08,65.25,65.49,65.01,64.91,10,-0.45,65.15,0,0,0,470,-0.16,-0.1675144546521779,5.0,5,5,-0.2778325147589355,-3.3344376549699786,-1.1280426536669013,0.3718734962220464,-2.110907202346973,1.9270790707126608,0.0851993274115737,-0.2237641101005389,0.3259702645668514,-0.2636334844380761,0.020392016,0.014368788,0.01525663,0.020183638,0.017088534,0.014351393,0.15693948,-0.017816784,0.303317,-0.05801237,-2.7076669,-1.0965188,-0.32695225,-1.0122138,3.0089073,0.08003528,0.22302246,0.039712563,0.20692612,-0.028524188,0.035598975,0.0810171,-0.22010505,-0.025715573,-0.057065357,0.080504075,-0.13006923,0.050300527,-0.45368016,-0.1885005
2015-05-08,65.02,65.02,64.82,64.75,6,-0.16,64.88,0,0,0,237,-1.25,-1.2122932378037063,5.0,5,5,-0.914277557194393,-3.4264443209185163,-1.255070895418185,0.3060044366456166,-2.4967054478817112,1.824684120460856,0.2071771681590601,-0.1349380697224575,0.4899190821500858,0.0520944257824848,0.17572571,0.059626423,0.03657411,0.13623573,0.1907686,1.2734349,1.0199801,1.6037176,1.4617541,1.6342103,-2.6703496,-1.0540764,-0.34644455,-1.0015612,3.300414,0.09543076,0.23351833,0.038521517,0.19292776,-0.024991939,0.04088676,0.08490326,-0.21834032,-0.020668304,-0.04976586,0.085592255,-0.1273076,0.05099197,-0.45455846,-0.18856603
2015-06-08,64.75,64.75,63.51,63.5,49,-1.25,64.42,0,0,0,236,-0.73,-0.7138666623552707,5.0,5,5,-0.5855525224174896,-3.687251773603141,-2.440673226637069,0.6563443155505304,-1.819534654228456,2.030248125079914,0.857116836021831,0.5471959171611364,0.0237269238279017,0.7815840350628247,-0.0382825,0.0042537064,0.0024013307,-0.017130876,-0.013857051,-0.4002891,-0.24599057,-0.43481416,-0.43381098,-0.47903866,-2.0697398,-0.7176387,-0.4838338,-1.3160822,3.0598505,0.10970792,0.23968266,0.03772273,0.25169906,-0.021752385,0.048834294,0.090339355,-0.22025038,-0.0132853715,-0.03740034,0.09126693,-0.1259555,0.052743126,-0.4542002,-0.18854274
2015-07-08,63.41,63.41,62.69,62.77,36,-0.73,63.02,0,0,0,224,0.3499999999999943,0.3213269943453207,5.0,5,5,-0.4661025320883928,-3.9861204236765615,-3.2375115921449726,0.8310399366874835,-1.534463432603706,2.4667123631621943,1.247561053746542,0.971592491377433,0.3967583332619152,1.1749292688355488,0.0035129825,0.012479628,0.011963523,0.015819777,0.009664027,0.13233064,0.09145049,0.35280144,-0.0014143536,0.18496792,-2.097247,-0.80063534,-0.5080176,-1.4764181,3.6755373,0.12596978,0.26003686,0.036685046,0.33438146,-0.017730279,0.058375467,0.09482023,-0.22163697,-0.011584322,-0.03248927,0.090888426,-0.119538605,0.056456033,-0.45129743,-0.18832168
2015-10-08,62.77,63.5,62.4,63.12,32,0.35,62.9,0,0,0,219,-0.41,-0.4071426159254642,3.4000000000000004,5,5,0.7372662900877371,-4.052250503293288,-2.268716517244566,0.1872401508717465,-1.7058270438864582,2.3718072719809014,0.5532948959812916,0.9436969577277536,0.4258526316423545,0.2981659184017579,-0.008736727,0.009451868,0.011502702,-0.001769981,-0.0034672364,-0.29459167,0.03642073,0.055685073,-0.2436038,-0.2931112,-3.0191119,-1.1551789,0.09223431,-1.0743389,3.3700936,0.10109195,0.22605038,0.033139374,0.20456597,-0.016902352,0.069463775,0.098578304,-0.22544198,-0.018864004,-0.029954923,0.07693335,-0.12284297,0.053332917,-0.45079774,-0.1884063
2015-11-08,63.12,63.12,62.73,62.71,9,-0.41,62.97,0,0,0,220,2.999999999999993,2.8613855038421545,5.0,5,5,-0.6526254488522797,-4.166895651311784,-2.6436520363179508,0.4296928027694781,-2.253660017414425,2.2084663415134687,1.2584225244307534,1.035634209806335,0.2315629665313995,-0.0175631566101587,0.2882618,0.06392359,0.05851597,0.2072482,0.25371543,2.1112287,1.3175557,2.5440674,2.2461052,2.5197449,-2.1683192,-1.165219,-0.46326438,-1.1757468,3.7663307,0.13226129,0.2913363,0.035236437,0.3733553,-0.015680192,0.07615191,0.10062376,-0.2175555,-0.020835767,0.017842442,0.09572228,-0.119874895,0.055031694,-0.45451725,-0.18858708
2015-12-08,62.71,65.71,61.77,65.71,103,3.0,63.49,0,0,0,216,1.440000000000012,1.366105777496866,5.0,5,5,1.1798114245973643,-3.537702388133321,0.4609637263435417,-1.6255299129510978,0.3372598429690488,3.0699257904792847,-1.064052887138927,-0.4703224687345126,0.5947453939069726,-1.618759632789116,0.1798838,0.037538696,0.038627833,0.105964564,0.08003531,1.0825496,0.64447075,1.4678499,0.6477874,1.1671357,-3.7488966,-0.6581927,0.18103535,-2.067947,1.7261572,0.07898567,0.24418588,0.037006482,0.4467972,-0.03398135,0.07993803,0.09719476,-0.22516184,-0.027642874,0.053852405,0.05399765,-0.12471999,0.054792598,-0.4468839,-0.18797007
2015-02-09,62.83,63.0,62.78,63.18,3,-0.4,62.87,0,0,0,119,-0.06,-0.0716631901428633,5.0,5,5,2.084709494191945,-4.0710012727340485,-4.110495572922533,3.709198386253265,-1.17464464892512,0.2025373518497901,-0.2522016061426061,-2.3250836521603864,-0.0690968089628924,1.5983508633804506,-0.007484779,0.010930096,0.012789551,0.00565246,0.004646447,-0.11842556,-0.08506087,-0.12938361,-0.06922785,0.03600038,-5.058005,-0.4291882,-0.61984676,0.047526073,4.432264,0.1904617,0.32111523,0.02640554,0.25801972,-0.011396333,0.08908514,0.096598424,-0.23207743,-0.011859122,0.07437791,0.11304804,-0.11414154,0.033162374,-0.45567945,-0.18860395
2015-03-09,62.9,63.28,62.9,63.12,5,-0.06,63.11,0,0,0,118,-0.05,-0.0620780636919319,3.4000000000000004,5,5,1.048924705540237,-4.162263145026191,-4.350651386567478,3.3373369564286697,-1.7233869559692474,0.342896593204394,-0.3300374856376007,-1.836507833364731,-0.1181508774409236,2.460430060787536,-0.0065133222,0.009968789,0.013322091,0.0015477476,0.0009637869,0.013877618,0.00817767,-0.13865507,-0.06922785,-0.17651948,-4.876352,-0.12063201,-0.23955733,0.07611223,4.88235,0.18229459,0.31149,0.022213353,0.18498078,-0.004608136,0.09798317,0.09607873,-0.24175683,0.0021967313,0.0889216,0.11475822,-0.11353661,0.04148907,-0.45691153,-0.18882121
2015-04-09,62.5,63.0,62.5,63.07,9,-0.05,62.67,0,0,0,115,0.2199999999999988,0.1967203504832161,5.0,5,5,1.5936244114707316,-4.385272346559087,-4.471528659441796,1.9787589703773372,-2.301216890567646,1.2157585963199378,-0.3585001029935232,0.1067633149311583,-0.1624041111817864,1.9808921795158627,0.07302749,0.030210797,0.022483494,0.046936784,0.06428467,0.29013976,0.27385193,0.83214164,0.39115655,0.21310307,-4.4013476,-0.2688863,-0.4584687,-0.0047472906,4.5804615,0.18165794,0.29119384,0.028123843,0.18135367,-0.0031385038,0.10608707,0.09506861,-0.25278512,0.019418811,0.10659761,0.09785585,-0.11410178,0.043103445,-0.45320085,-0.18854885
