Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-02-20,44.220001220703125,44.2400016784668,44.05099868774414,44.053001403808594,0.0970001220703125,0.3487137653804776,-10.805019876766949,-1.4591332497704963,-1.7870777602874024,-0.4211959520125772,-0.4861767450855646,1.2459718329386809,1.915325857915368,0.092169049874984,2.655339993480822,0.00832875,0.007539709,0.0077080214,0.004863952,0.0057620727,-0.030403497,-0.064371474,-0.012448959,0.02214954,-0.0032578385,-0.08289815,-0.06263659,-0.07184566,-0.089418955,-0.084684886,0.08085902,0.15806648,0.13943401,0.009458019,0.08556986,0.010055811,0.0029911601,-0.0065571275,-0.0079394,0.010372391,0.052252486,0.09045216,0.095550366,0.0915576,0.08598391
2015-02-23,44.12300109863281,44.30500030517578,44.1150016784668,44.150001525878906,-0.0240020751953125,-0.0989907177705409,-10.691721485518906,-1.293753171990227,-1.8040486977025747,-0.5127107143462474,-0.7457434049118776,0.691984700836077,1.2156313199464344,-0.011568208877682,2.197125518350903,0.008875336,0.008843265,0.008819073,0.005934625,0.009000442,0.0016032121,-0.0062275873,0.005142897,-0.006715453,0.022610098,-0.04606882,-0.052526273,-0.04944309,-0.07955322,-0.06586851,0.07708336,0.15307932,0.12753084,0.0038322113,0.07923254,0.01029755,0.00048328246,-0.01625377,-0.008090226,-0.00042690654,0.04947192,0.09009065,0.091696054,0.08671043,0.08387179
2015-02-24,44.24800109863281,44.32500076293945,43.9900016784668,44.1259994506836,-0.1209983825683593,-0.4578741318020964,-10.686335764641658,-1.909930616101717,-1.1869286649409083,-0.3750716760090645,-0.6045956851941806,0.94193663773507,0.788118082811853,0.968598050546416,1.695795511202565,0.009278729,0.009049086,0.009024437,0.008624113,0.009559525,0.019149074,-0.0060402444,0.005142897,-0.027362019,-0.0070147263,0.03130689,-0.015922533,0.08019904,0.016721604,0.05367991,0.07744231,0.1575983,0.122774914,0.0021332384,0.073103935,0.010439805,-0.0010754975,-0.00028272872,-0.006289456,-0.0056648366,0.052318983,0.08896271,0.089716054,0.09025239,0.08329899
2015-02-25,44.310001373291016,44.310001373291016,43.88999938964844,44.005001068115234,-0.1220016479492187,-0.4615861834751329,-10.688200487907,-2.6215678884087783,-0.528438755766381,-0.1946381621146174,-0.3357209958779261,1.1514707568952611,0.5374848066261837,1.931067775590373,1.3603204874436772,0.009428848,0.009136571,0.009024437,0.009113254,0.008921008,0.004920333,-0.0011755809,0.007548797,-0.1230789,-0.10731402,0.11470517,0.03060072,0.19245535,0.120688766,0.15958655,0.08358209,0.17061485,0.13061076,0.007057785,0.07803863,0.010534639,-0.0023384276,0.023061719,-0.0045745033,0.0010145388,0.054792833,0.08854124,0.09346801,0.09865218,0.0876303
2015-02-26,44.125,44.125,43.77899932861328,43.882999420166016,0.0699996948242187,0.248812998301571,-10.556064715021227,-3.7972399081399706,0.4772401149093877,-0.2961354264199214,-0.4240394918146825,1.7830982365658046,1.1188950298869902,2.129228800364497,1.0951806074347832,0.016367942,0.014042724,0.010091351,0.046230428,0.029242795,0.023528188,0.1605392,0.011569541,0.13127121,0.09916269,0.13886277,0.04310381,0.1962177,0.16104668,0.19584166,0.095964186,0.19307046,0.15614296,0.020999206,0.09700492,0.010547224,-0.004316738,0.038032327,-9.775945e-05,0.010540911,0.060649205,0.0901666,0.102096416,0.12305418,0.09618267
2015-02-27,44.060001373291016,44.119998931884766,43.900001525878906,43.95299911499024,0.0470008850097656,0.1637180951200613,-10.50091047481383,-3.4249409196662084,0.4561177575547188,-0.6338541174796126,-0.7061274113657484,1.0810265395403271,0.1348180859433391,1.0017589184712226,0.6961772305911305,0.016549299,0.01039438,0.010132521,0.022343049,0.030056408,0.053785168,0.1873419,0.011569541,2.7218748e-06,-0.13072543,0.08387346,0.006895468,0.12609744,0.09796234,0.11547459,0.09170767,0.18082574,0.14110145,0.02012343,0.08695346,0.01047914,-0.006462778,0.03339184,0.0026586014,0.021870794,0.053293396,0.08899261,0.09570537,0.11616529,0.09227166
2015-03-02,44.05099868774414,44.150001525878906,43.94300079345703,44.0,0.0849990844726562,0.3043102879532042,-10.57958535948827,-2.9838464584246864,1.1283712495825078,-1.0602804491832745,-1.452745309261921,0.9088673788041842,-0.7000125767886934,0.2837167999940452,0.8886700010575437,0.00937677,0.009049086,0.009024437,0.010121728,0.01226125,0.023552703,0.07074046,0.015539702,0.07338984,0.06625947,0.057269465,-0.043629,0.045653254,0.045459058,0.0790902,0.091023065,0.17870401,0.14785887,0.030655047,0.09631407,0.010267798,-0.008914556,0.019780632,0.0056005595,0.029473167,0.051621016,0.090112984,0.0982895,0.12889694,0.09544455
2015-03-03,44.02999877929688,44.10499954223633,43.92900085449219,44.084999084472656,-0.0219993591308593,-0.0915807286893841,-10.589999165817297,-2.3534644894969685,0.8695123921267749,-1.2895392398079375,-1.7796830522339704,0.7404616151440554,-0.7552115696180821,-1.1985942536656726,0.8904694925697818,0.008531128,0.008504342,0.0088079125,0.008577271,0.011092623,0.013221344,0.0144001525,0.0030135901,-0.097043924,-0.0073188795,-0.06042135,-0.11410694,-0.096416764,-0.06806838,-0.057917487,0.087852314,0.16802432,0.13709715,0.027668456,0.09319161,0.009996379,-0.012174907,-0.0006751278,0.0058662314,0.023695838,0.049576454,0.09262182,0.09892196,0.13081738,0.0935353
2015-03-04,44.05799865722656,44.1349983215332,43.94100189208984,44.0629997253418,-0.0229988098144531,-0.0952786660975043,-10.568234242708426,-2.347101025458531,0.7971364987673639,-1.3084268941023047,-1.91904902205353,0.6764417475112113,-0.8701122982815759,-1.6499083274435964,0.6955313470658384,0.007048106,0.0065113846,0.0074515985,0.005759221,0.008634454,-0.01639645,-0.013292986,-0.025532853,-0.026951168,-0.023003232,-0.06612694,-0.11904978,-0.12363395,-0.07311334,-0.07167815,0.08996196,0.16703826,0.13264301,0.028022207,0.09391516,0.009661343,-0.0155715505,-0.01862809,0.0052890303,0.010979053,0.0491981,0.09487175,0.10158626,0.13428606,0.094730094
2015-03-05,44.09000015258789,44.17499923706055,43.93899917602539,44.040000915527344,0.0249977111816406,0.0823070150817551,-10.682059860617793,-2.155243274351961,0.4776806704578948,-1.1973126598603283,-1.6909329229626182,0.3713721351145183,-0.8558383591334865,-1.2462876767561697,0.7592693081570151,0.008261229,0.008320215,0.0088079125,0.008281592,0.0106245475,0.013221344,0.029705951,0.00257453,0.027329657,-0.0049201525,-0.052488454,-0.11335546,-0.068528324,-0.06825708,-0.05506794,0.085629895,0.16689967,0.13083167,0.022006404,0.08719084,0.009275837,-0.018913567,-0.017786238,0.0026790483,-0.0013852202,0.047245525,0.093810335,0.095209286,0.12239744,0.0910012
