Date,Open,High,Low,Close,DAILY_CLOSEPRICE_CHANGE,Scaled_DAILY_CLOSEPRICE_CHANGE,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,RF_1_Predicted_Close_Price_Change,RF_2_Predicted_Close_Price_Change,RF_3_Predicted_Close_Price_Change,RF_4_Predicted_Close_Price_Change,RF_5_Predicted_Close_Price_Change,GBT_1_Predicted_Close_Price_Change,GBT_2_Predicted_Close_Price_Change,GBT_3_Predicted_Close_Price_Change,GBT_4_Predicted_Close_Price_Change,GBT_5_Predicted_Close_Price_Change,GRNN_1_Predicted_Close_Price_Change,GRNN_2_Predicted_Close_Price_Change,GRNN_3_Predicted_Close_Price_Change,GRNN_4_Predicted_Close_Price_Change,GRNN_5_Predicted_Close_Price_Change,CNN_1_Predicted_Close_Price_Change,CNN_2_Predicted_Close_Price_Change,CNN_3_Predicted_Close_Price_Change,CNN_4_Predicted_Close_Price_Change,CNN_5_Predicted_Close_Price_Change,LSTM_1_Predicted_Close_Price_Change,LSTM_2_Predicted_Close_Price_Change,LSTM_3_Predicted_Close_Price_Change,LSTM_4_Predicted_Close_Price_Change,LSTM_5_Predicted_Close_Price_Change,CNN_LSTM_1_Predicted_Close_Price_Change,CNN_LSTM_2_Predicted_Close_Price_Change,CNN_LSTM_3_Predicted_Close_Price_Change,CNN_LSTM_4_Predicted_Close_Price_Change,CNN_LSTM_5_Predicted_Close_Price_Change
2015-03-05,21100.0,21335.0,20994.0,20994.0,-26.0,-0.2073430594341341,-1.2798624971517558,-12.47148749853703,-3.465492127517492,-1.5414636096849224,0.6853244151390322,0.2692935406989112,-0.8806015187036746,0.533608922789407,-0.4351426860288715,-1.3735780538674398,8.228391,9.245104,10.339008,10.4641485,9.375169,-1.174143,5.8052397,30.546062,34.12392,22.712526,-366.57516,9.352435,-3.977228,81.92051,44.68262,-38.484924,9.327322,-23.706186,28.51571,-8.335488,0.09585682,-2.573058,24.477854,-12.950493,9.404016,4.6183295,-49.29898,6.318971,-5.963757,9.610176
2015-03-06,21049.0,21320.0,20968.0,20968.0,14.0,0.0973711002943653,-1.1954860858981466,-12.475479356775235,-3.5205803912290072,-1.1588789166698164,0.3654945914218113,0.7503699414922023,-0.6887716358937549,-0.2900301677484068,-0.5503137526390136,-1.3944788410916116,8.271924,9.2413435,10.454734,10.601892,9.3024,-11.725881,10.013509,30.546062,52.13474,26.188293,-450.81104,12.357465,-0.15691814,69.76303,60.176308,-24.135983,9.548769,-16.663816,37.15182,-8.287355,-0.77582496,-2.5730448,24.388643,-12.951311,4.2703743,4.701263,-37.75256,6.3222723,-5.899308,10.915361
2015-03-09,21162.0,21325.0,20982.0,20982.0,-4.0,-0.0397502715834594,-1.4833444896335264,-12.608085343158155,-2.6017251965786685,-0.8080593155010038,-0.8117305313334133,2.302921244912007,-0.2908442352929719,-1.8459424045984076,0.2861691761941182,-0.2747496482107079,9.370028,14.094691,10.136616,14.376924,31.050951,59.353256,45.706642,49.778057,45.021465,45.22095,-627.04315,-29.54542,21.540339,-56.54863,81.72948,-0.6387827,10.195003,-2.462693,57.078205,-8.335203,-0.40735742,-2.5730295,24.324524,-12.950212,5.491836,4.65835,-42.554844,9.372388,-2.5541375,14.566726
2015-03-10,21038.0,21325.0,20978.0,20978.0,-4.0,-0.0397502715834594,-1.1365476975497102,-12.50337644076625,-3.1681232871635743,-1.275959331659012,0.1242369092560278,1.0830576158206962,-0.6719406157466615,-0.3266008598734918,-0.256578126036903,-1.3994548232469477,8.228028,8.990414,10.099574,10.118918,9.352069,-0.40353748,10.013509,30.546062,38.503975,25.13478,-470.706,10.460219,-0.68265086,43.57019,55.103825,-23.719854,9.370964,-14.994425,39.125885,-8.197106,-1.4376816,-2.5730383,24.302372,-12.939946,5.144623,4.644147,-45.0223,6.78293,-4.9806647,14.763815
2015-03-11,21045.0,21325.0,20974.0,20974.0,22.0,0.1583139322400652,-1.1687185915437526,-12.506986757790646,-3.5118939085171426,-1.2508802944296342,0.534940217767652,0.7551640136264163,-0.950349822928664,0.458154880712465,0.8458677411675141,-0.9084374086509656,8.288823,9.163104,10.454734,10.5866585,10.013713,22.709013,10.013509,30.546062,52.13474,26.188293,-330.86176,-5.8001103,-5.0820713,63.165237,49.029324,-15.618986,9.575856,-13.397793,45.123604,-8.34902,-1.9067389,-2.573056,24.549261,-12.936511,5.5962753,4.742086,-19.980871,6.984962,-3.6673262,14.853974
2015-03-12,21078.0,21325.0,20996.0,20996.0,7.0,0.0440461223418779,-1.2175762251372648,-12.534839520611888,-3.264193804047664,-1.676415456073732,0.7358588887179519,0.412789149981844,-0.9408132538417882,0.8618911094259819,1.0608388737316543,-1.0729250858826016,8.275691,9.755766,10.339008,11.130895,13.654342,61.198105,20.200045,30.546062,38.503975,23.008856,-280.6573,-10.29142,-6.8249416,45.401585,33.07688,-28.698244,9.373926,-16.011986,39.44736,-8.367446,-2.5496566,-2.573078,24.4213,-12.9331,5.084691,4.631424,-19.646994,7.255454,-3.5207527,12.437211
2015-03-13,21043.0,21335.0,21003.0,21003.0,86.0,0.6458565878056646,-1.0867225342285198,-12.529442730896008,-2.829430090790042,-2.279685913116621,0.8149170670073311,-0.0249642019076103,-1.0165348065450457,0.743245473493003,1.1446504328145948,-1.0901793567646816,8.22994,9.22106,10.011975,10.761897,12.024906,88.65976,1.9699074,30.546062,34.12392,20.431149,-240.8733,-18.4412,-39.000614,18.655472,20.073963,-43.60291,9.251325,-27.348078,16.633501,-8.329191,-2.8597586,-2.5731175,23.997091,-12.938456,3.9015667,4.4022126,-38.14951,7.6140504,-4.372724,10.049009
2015-03-16,21150.0,21420.0,21089.0,21089.0,-23.0,-0.1844894974544967,-1.1478374291788285,-12.693251647974606,-0.9530106976942307,-3.5088642804070904,0.6427761971343715,-0.4394357456056498,-0.3954821782898666,0.7833673605346119,2.1202479255215336,-0.0514327503290081,7.6803727,7.1041803,8.354452,10.5823555,8.414635,2.7330961,-38.12807,18.889822,-50.88663,4.5510077,-50.14139,-76.468765,-56.230145,-117.54812,-7.026593,-76.01949,10.070122,-32.681988,-2.285622,-6.8835497,-2.9411747,-2.5731304,23.264795,-12.966009,0.30610552,3.9698827,-55.27433,9.757329,-1.7136177,14.91197
2015-03-17,21029.0,21440.0,21029.0,21066.0,47.0,0.3487602820703775,-0.8678961597418731,-12.622670349190228,-0.9145418884715008,-2.966898622985331,0.4206374367483887,0.4684618311085758,-0.3542439004469128,0.52209398396672,1.4851716460525817,0.0512126291288662,7.7640004,7.639189,7.6838603,7.9488525,9.384573,38.570946,-4.944341,27.069902,7.5755258,11.724146,-142.71721,-76.39475,-52.931232,-70.099724,18.45295,-61.29303,9.333945,-25.374561,15.142241,-6.0340915,-4.0219345,-2.5731304,22.77329,-12.9966135,-2.34631,4.0123725,-50.85021,9.856706,-1.1099926,21.686176
2015-03-18,21119.0,21465.0,21113.0,21113.0,29.0,0.2116389101925526,-0.9708736169287916,-12.580194411762983,-0.1063812567123049,-3.104386185259214,0.2307127970578571,0.6260442294143345,-0.220093229965595,0.2590054783119958,1.4944472902866903,0.1847584143034645,7.9021087,8.475317,8.427046,10.829123,9.917663,64.42207,18.065928,31.445717,12.384981,17.464876,-126.917625,-81.251144,-50.835514,-119.768974,12.011768,-62.7725,9.6010065,-26.002039,13.854375,-4.5117545,-4.207575,-2.5731277,22.317059,-13.022985,-3.9944437,3.8378377,-61.629898,11.166056,-0.63603204,25.94534
