,DAILY_CLOSEPRICE_CHANGE
636,-0.0004517045117521197
637,2.3352056383275876e-05
638,-0.000651693819248737
639,-0.0011080032525979415
640,0.0016860053378584875
641,-0.0006142293543421447
642,-0.002295570161271961
643,-0.00016417890081027388
644,0.0009422000982332214
645,-0.0008267366214734165
646,-0.000976713699762984
647,0.0025922758107421793
648,-0.0020143035301474358
649,0.0016109869940479072
650,-0.0037144510811950365
651,0.002379798348276704
652,-0.00423326089872016
653,-0.00011413686693742152
654,0.0026672941545527597
655,-0.0011517565019876636
656,6.087613062146134e-05
657,0.0022672559302279382
658,-0.0018767848021609356
659,0.0008233987003671284
660,-0.0011142324277494781
661,-0.000989231659397645
662,0.000104599575345387
663,0.0041049222092620335
664,-0.0011079734479321447
665,-0.002895627497759196
666,-0.0011705036367738611
667,-0.0005579581453177617
668,-0.0006891880888211258
669,0.0010984361563401164
670,0.0015171917107853388
671,-0.00025791457474124904
672,-0.00333941897147374
673,0.0004483963953116283
674,0.0006671328375944367
675,0.0012547020191128078
676,-0.0026081018868173377
677,0.001617216169199444
678,-0.0012392331961013116
679,-0.0018893027617956025
680,2.3352056383275876e-05
681,-0.0007954715270525644
682,0.0015734629198097217
683,-0.00037042718812421206
684,-0.0014392821129295221
685,0.0022172735056866792
686,-0.002933121767331585
687,0.0009359113137500975
688,-0.003601938467812067
689,0.0030110909745190008
690,0.0005671381838461282
691,-0.005452063097149235
692,0.0028548251117463093
693,-0.0002766915141932432
694,-0.0002329084601377243
695,0.006305072833716973
696,-0.007883497928187449
697,0.0013859319626161781
698,-0.0018455197077400837
699,0.00020459422909369554
700,-0.0007954715270525644
701,0.00022337116854568968
702,-0.001220486061315114
703,-0.0005079459161107061
704,-0.0010704791783597558
705,-0.0007329711428766447
706,0.00019210607412483154
707,-0.0004454455319347926
708,0.00016087078436976995
709,-6.415444239616866e-05
710,-0.0014080170185086637
711,-0.0007454592978455087
712,0.0012734491538990054
713,-0.0012517511557359722
714,-0.0006079405698590146
715,-0.000995490639214972
716,0.004229922977613866
717,-0.0018580376673747443
718,-0.002501848253251702
719,0.0010046706777433446
720,0.000104599575345387
721,-0.0006204585294936754
722,-0.00016414909614447727
723,0.000104599575345387
724,8.585244055918943e-05
725,0.00034214276174598625
726,0.00035460111204905364
727,-0.000857971911228478
728,0.0008109105453982642
729,0.00019213587879062815
730,0.004486183494134867
731,0.0017734820319721355
732,0.0034548824482335447
733,-0.0010017198143665088
734,-0.0038207047147606784
735,0.0036673599106990264
736,-0.0035081729892152956
737,0.004436201069593615
738,-0.0016642775350296638
739,-0.0024206007342895907
740,-0.005489587171387427
741,-0.0013892400790566696
742,-0.0018642966471920717
743,0.0014484323467920917
744,-4.5377502944174476e-05
745,2.332225171747928e-05
746,-0.001432993328446392
747,0.0013172024032887216
748,-0.0005079459161107061
749,-0.0011142622324152747
750,0.0008671817544226471
751,0.0005733971636634616
752,-0.0007954715270525644
753,-0.000189155210748002
754,-0.0007142240080904534
755,-0.0004016922825450703
756,0.0004984086245186779
757,-0.0005516991655004284
758,2.3352056383275876e-05
759,-0.0002391674399550515
760,2.9581231534806488e-05
761,-0.000639205664279873
762,-0.0005454401856831012
763,0.000673391817411764
764,-0.0003891743229104096
765,-0.00025168539958971844
766,0.0005483910490599307
767,-0.00045167470708632314
768,-9.541953681702685e-05
769,0.0009296821385985607
770,-0.0038207047147606784
771,-0.000720453183241984
772,-0.00043295737696592845
773,-3.288934797531043e-05
774,0.0022110145258693523
775,-0.0005329520307142309
776,0.0008546637947879803
777,-0.0006454348394314035
778,-0.0006204585294936754
779,-0.0003079268039482985
780,-0.0003079268039482985
781,-0.0028081209989797517
782,-0.0003079268039482985
783,-0.0006204585294936754
784,-0.0006204585294936754
785,0.00031713664714246145
786,-0.0015580239014640219
787,-0.0003079268039482985
788,-0.000870460066197342
789,-0.002245587736730702
790,-0.0009329902550390585
791,6.710530577299818e-05
792,0.002754830457998001
793,-0.0012455219805844416
794,-0.0005516693608346318
795,0.00012334671013158448
796,-0.0002766915141932432
797,0.002542323190866723
798,-0.0033769430457119254
799,-0.001245492175918645
800,-0.0006204585294936754
801,-0.0005266930508969036
802,-8.916055699969338e-05
803,0.00031713664714246145
804,-0.0006204585294936754
805,4.604921597078382e-06
806,-0.0009329902550390585
807,-0.0003079268039482985
808,-0.0009329604503732619
809,-0.0003079268039482985
810,-0.00015166094117561322
811,-0.0014017580386913304
812,-0.00046419266672098386
813,-0.0009329902550390585
814,-0.00046419266672098386
815,-0.0003079268039482985
816,-0.0003079268039482985
817,0.0003796370313183751
818,-0.0003641682083068786
819,-0.0009392492348563858
820,9.211142037652294e-05
821,-0.0018080552428334853
822,0.0007921634106120666
823,-0.00018289623093066854
824,-0.0002766915141932432
825,-0.00015166094117561322
826,-0.0014017580386913304
827,0.0005358730894252701
828,4.604921597078382e-06
829,-0.00015166094117561322
830,0.0016609694185891664
831,-0.0004204096126654649
832,-0.0025831255768796095
833,0.0008296576801844554
834,-0.0006204287248278788
835,4.575116931281732e-06
836,-0.00046419266672098386
837,-0.00027666170952744655
838,-0.00018292603559646515
839,4.604921597078382e-06
840,-0.00015166094117561322
841,-0.0010954852929632806
842,0.0007358922015876836
843,-0.0004079214576966009
844,3.584021135213998e-05
845,0.0002858715527216033
846,0.00016087078436976995
847,-0.0004016922825450703
848,-0.0002704325343759097
849,0.0033423698348505754
850,-0.0028081209989797517
851,-0.0012142568861635834
852,0.001535968650237333
853,0.0006296683726878446
854,0.0013171725986229248
855,-0.00021416132535152674
856,-0.0015517649216466947
857,0.0007671572960085421
858,7.959346074186223e-05
859,0.002323527139252321
860,-0.0036394327373844623
861,0.004248699917065861
862,-0.0040707360561301415
863,0.005473790899978065
864,0.0006921389521979616
865,-0.0015580239014640219
866,-0.000995490639214972
867,0.0018672475105689075
868,-0.0011705036367738611
869,0.002754830457998001
870,-0.0003079268039482985
871,0.0019609831844998823
872,-0.0024205709296237945
873,0.002817301037508118
874,-0.002964386861752443
875,0.0006921687568637581
876,-0.002508107233069029
877,0.0006421565276567088
878,0.0004108723210734366
879,-0.00046419266672098386
880,0.00016087078436976995
881,-0.0007142240080904534
882,-0.0006829589136695952
883,6.710530577299818e-05
884,0.0011922016349368882
885,-0.0003079268039482985
886,0.002817330842173914
887,-0.0028331271135832764
888,0.0015922100545959193
889,-0.00015166094117561322
890,6.710530577299818e-05
891,0.0001608409797039733
892,-0.0013079925600945586
893,0.0006921389521979616
894,0.00040464314592190606
895,-0.0003141857837656257
896,-0.003251912472694295
897,0.00217977923611429
898,6.710530577299818e-05
899,-0.002489360098282838
900,-6.415444239616866e-05
901,0.001567233744658191
902,-0.001245492175918645
903,0.0004733727052493564
904,-0.0003079268039482985
905,-0.00046419266672098386
906,-0.0046145221835929935
907,0.0040611689598723175
908,0.0005171557593048754
909,-0.0002391674399550515
910,-0.0014080170185086637
911,0.0005608792040287946
912,-3.288934797531043e-05
913,-0.0019330560111853186
914,0.00031710684247666487
915,6.710530577299818e-05
916,-0.0003079268039482985
917,-0.0005266930508969036
918,-0.00046419266672098386
919,0.0006296385680220479
920,-0.0009329604503732619
921,-0.0011767626165911883
922,0.0037486670389927307
923,-0.002245587736730702
924,0.002661064979401229
925,-0.0001516907458414098
926,6.710530577299818e-05
927,-0.004120718480671394
928,6.710530577299818e-05
929,0.0018172352813618578
930,0.00031713664714246145
931,-0.010521240655871192
932,0.0002733833977527392
933,0.005686268362443541
934,-0.00021416132535152674
935,-0.00493954206410724
936,0.0004608845502804924
937,0.0024923109616596735
938,-0.0002579443794070456
939,-0.003720680256346573
940,-0.0013767519240878057
941,-0.0003141857837656257
942,0.013736925859483893
943,-0.010396210082853562
944,0.007036389918373376
945,0.0006233795882047146
946,-0.010446222312060617
947,-0.0003079268039482985
948,0.012955626350286232
949,0.00031713664714246145
950,-0.0003079268039482985
951,-0.01587791402086921
952,0.008911550466979865
953,0.006605116404293492
954,0.0006921389521979616
955,-0.0016205242856399417
956,-0.013033923005871516
957,0.01248056978215083
958,-0.012658890896150217
959,0.010417908081016595
960,-0.0006204287248278788
961,-0.011527565391834785
962,0.0015859808794443822
963,-0.00042669839714859503
964,0.007323915529315233
965,-0.007783503274439139
966,-0.0007267121630593175
967,0.007586435025653561
968,-0.0003079268039482985
969,-0.003745686370950098
970,-0.0009329902550390585
971,-0.001245492175918645
972,-0.00037042718812421206
973,-0.0006204585294936754
974,-0.0003079268039482985
975,0.0006296385680220479
976,-0.0029268627875142514
977,0.0014546913266094252
978,0.0007671572960085421
979,-0.00146425842286725
980,0.0006296385680220479
981,-0.000789212547235231
982,-0.001639271420426133
983,-0.0003079268039482985
984,0.0005296439142737394
985,0.002917325495922223
986,-0.0003079268039482985
987,-0.0061896391616229705
988,0.006198819200151338
989,-0.00031415597909983245
990,0.0001670999595213068
991,-0.008821093104823591
992,0.007673941524433006
993,-0.004614492378927197
994,-0.0003079268039482985
995,-0.0003079268039482985
996,0.0033923522593918283
997,0.0006108914332358504
998,-0.0006204585294936754
999,0.0034423644885988843
1000,4.604921597078382e-06
1001,0.001360955652678444
1002,-0.003164405973914857
1003,-0.008264789017726072
1004,-0.0003016678241309713
1005,0.010392901966413062
1006,-0.0009329902550390585
1007,-0.0009329604503732619
1008,0.00031710684247666487
1009,-0.0003079268039482985
1010,-0.0003079268039482985
1011,-0.0003079268039482985
1012,7.336428559032539e-05
1013,-0.0006892178934869224
1014,-0.0021830575478889915
1015,6.710530577299818e-05
1016,-0.0031831531087010484
1017,-0.003070640495318079
1018,-0.00030169762879676457
1019,-0.0006766999338522618
1020,6.710530577299818e-05
1021,-5.789546257883518e-05
1022,0.0019422360497136912
1023,-0.0006642117788833976
1024,-0.00026417355455858247
1025,-0.0003079268039482985
1026,-0.004639498493530721
1027,0.0039611445014582115
1028,2.3352056383275876e-05
1029,-0.0003079268039482985
1030,-0.0011954799467115893
1031,-0.0003141857837656257
1032,0.0006233795882047146
1033,-0.0013017335802772314
1034,0.0005358730894252701
1035,0.0007234040466188197
1036,-0.0003079268039482985
1037,-0.00032667393873448975
1038,8.585244055918943e-05
1039,-0.0006829589136695952
1040,0.002817330842173914
1041,-0.006002138009095218
1042,0.007948978980405993
1043,-0.0003079268039482985
1044,-0.002245587736730702
1045,-0.0013704929442704783
1046,0.0013797027874646412
1047,-0.00024542641977238496
1048,0.013599407131497394
1049,-0.013902729013848616
1050,0.015468308700286554
1051,0.0003546309167148503
1052,-0.0061208797976297176
1053,-0.0003079268039482985
1054,0.006255090409175721
1055,-0.000995490639214972
1056,-0.0003079268039482985
1057,9.211142037652294e-05
1058,-0.003833222674395339
1059,0.0016297341288341047
1060,0.014630737982064518
1061,-0.008958582028144289
1062,0.0006483857028082391
1063,0.006761382267066184
1064,0.0021922673910831545
1065,-0.001814284417985022
1066,0.0011984308100884248
1067,0.0010046706777433446
1068,-0.0034956848342464313
1069,0.00031713664714246145
1070,0.0056800391872920105
1071,-0.005308315194011205
1072,0.0022047555460520184
1073,0.0010734598464023882
1074,0.017937237800897156
1075,-0.018553091408793753
1076,0.001060912082101931
1077,-0.008239782903122547
1078,-0.0055021051310220875
1079,0.0006296683726878446
1080,-0.01249639585822599
1081,-0.007964775251815355
1082,0.009224052387859451
1083,-0.005027048562886685
1084,-0.0003079268039482985
1085,-0.0003079268039482985
1086,0.012293068629623084
1087,-0.00011416667160321814
1088,0.0007421809860708138
1089,-0.0004016922825450703
1090,-0.010840001556568106
1091,-0.006308410754823268
1092,0.006942654244442401
1093,-0.0006829589136695952
1094,0.0006921389521979616
1095,-0.005252043984986822
1096,0.003011061169853198
1097,-0.0011829917917427252
1098,-0.004320737592833808
1099,0.00031713664714246145
1100,0.0012046897899057522
1101,-0.004433250206216777
1102,0.00031710684247666487
1103,-0.0002704325343759097
1104,0.0004483963953116283
1105,0.002711047403942482
1106,-0.005339550483766265
1107,0.005973823778051195
1108,-0.000995490639214972
1109,-0.0003079268039482985
1110,0.0006921389521979616
1111,-0.0009329604503732619
1112,-0.0003079268039482985
1113,4.604921597078382e-06
1114,0.00031710684247666487
1115,-0.005995879029277884
1116,0.0035048648727747976
1117,-0.001245492175918645
1118,-0.000989231659397645
1119,0.00104219475198153
