,DAILY_CLOSEPRICE_CHANGE
0,0.0015672188423252928
1,0.003442379390931783
2,-0.0034331844500705114
3,0.0009421702935674248
4,-0.0028081209989797517
5,-0.0009329753527061601
6,0.0046924764884475065
7,-0.0015580388037969204
8,0.0009421851959003232
9,0.00031712174480956316
10,-0.0003079268039482985
11,-0.0003079268039482985
12,0.00031712174480956316
13,-0.0003079268039482985
14,-0.00011416667160321814
15,0.004498701453769528
16,-0.005933363742769072
17,0.00031712174480956316
18,0.0034423644885988843
19,0.0015672188423252928
20,-0.0034331695477376133
21,0.0021922673910831545
22,0.0009421702935674248
23,-0.0009329753527061601
24,-0.0009329753527061601
25,-0.0009329753527061601
26,4.590019264180084e-06
27,4.604921597078382e-06
28,0.002817315939841016
29,-0.0015580239014640219
30,-0.0009329753527061601
31,-0.0003079268039482985
32,0.0012547020191128078
33,0.0012546871167799097
34,0.005004993311659991
35,-0.006245895468314448
36,0.0021922673910831545
37,0.009692864878510418
38,-0.005933363742769072
39,0.00031712174480956316
40,0.0046924615861146084
41,-0.0015580239014640219
42,0.0046924615861146084
43,-0.0009329753527061601
44,-0.0034331695477376133
45,0.003904903097099625
46,-0.00014541686369117803
47,-0.0013517607118171792
48,0.000735907103920582
49,-0.0028081209989797517
50,0.0021922673910831545
51,-0.0003079268039482985
52,-0.0003079268039482985
53,-0.0009329753527061601
54,-0.0009329753527061601
55,0.00031712174480956316
56,-0.0003079268039482985
57,-0.0007954566247196662
58,0.0002858715527216033
59,-0.0004141953398468326
60,0.00031712174480956316
61,-0.0003079268039482985
62,0.00031712174480956316
63,-0.0010829822356615182
64,0.002342274274038513
65,-0.0009329753527061601
66,-0.0003079268039482985
67,-0.0003079268039482985
68,-0.0003079268039482985
69,-0.0003079268039482985
70,-0.0003079268039482985
71,0.00031712174480956316
72,0.0009421702935674248
73,-0.00218307245022189
74,0.00031712174480956316
75,0.00031712174480956316
76,0.001567233744658191
77,0.00047963168506668367
78,0.003904903097099625
79,-0.00218307245022189
80,0.0021922673910831545
81,0.00031712174480956316
82,0.0015672188423252928
83,-0.0003079268039482985
84,6.710530577299818e-05
85,-0.0013079925600945586
86,-0.0009329902550390585
87,0.00031713664714246145
88,0.0009421702935674248
89,0.0021922673910831545
90,0.0009421702935674248
91,-0.002183087352554788
92,-0.0009329604503732619
93,0.0009421702935674248
94,0.005317495232539577
95,0.0021922673910831545
96,0.0009421702935674248
97,0.004067427939689644
98,-0.0009329604503732619
99,0.0021922673910831545
100,0.0021922673910831545
101,0.00031710684247666487
102,-0.0009329604503732619
103,-0.0005704463002866259
104,0.0012046897899057522
105,-0.0003079268039482985
106,0.00031710684247666487
107,-0.0003079268039482985
108,-0.0003079268039482985
109,-0.0003079268039482985
110,-0.0034331546454047152
111,0.00031710684247666487
112,-0.00208932187395801
113,-0.007902274867639435
114,-0.01780928616916849
115,-0.0015580239014640219
116,-0.008433572840133425
117,-0.009683669937649155
118,-0.011558800681589846
119,0.00031712174480956316
120,0.0009421702935674248
121,-0.004683266645253342
122,-0.0071834757426177
123,-0.0032644006276631595
124,-0.0029768899190542055
125,0.00031712174480956316
126,0.0009421702935674248
127,0.0009421702935674248
128,0.005942558683630338
129,0.010942961976026146
130,0.007817719232236828
131,-0.0009329753527061601
132,0.004067413037356746
133,-0.0003079268039482985
134,0.0034423644885988843
135,-0.0009329753527061601
136,-0.0009329753527061601
137,-0.005308315194011205
138,-0.0003079268039482985
139,0.012818107622299738
140,0.0021922673910831545
141,0.004067413037356746
142,-0.009683669937649155
143,0.009692879780843315
144,0.0038298847532890453
145,0.0003733780515010478
146,0.00039838416610457264
147,0.004173681573255286
148,0.005305007077570713
149,0.0044612071841971385
150,-0.0004454455319347926
151,-0.008533567493881733
152,-0.0040144946517715555
153,-0.005783341957480815
154,-0.00981492968581832
155,-0.0033269159141719774
156,-0.005327062328797401
157,0.0016484663612874038
158,-0.002064300857021587
159,0.0010671710619192581
160,0.0021922673910831545
161,-0.0009329753527061601
162,0.0021922673910831545
163,0.001567233744658191
164,-0.0009329753527061601
165,0.002817315939841016
166,-0.004058218096495481
167,0.0065676072323882055
168,-0.007808524291375562
169,-0.0028081209989797517
170,-0.0003079268039482985
171,-0.0003079268039482985
172,-0.0009329753527061601
173,-0.0003079268039482985
174,-0.00218307245022189
175,-0.0034331695477376133
176,-0.0009329753527061601
177,0.0015672188423252928
178,-0.0078085093890426635
179,0.0034423644885988843
180,0.0022297765629884416
181,0.002154758219177867
182,-0.0028081209989797517
183,0.0019484950295310184
184,0.0006734067197446622
185,-0.0029206336123627206
186,0.0009421702935674248
187,0.0034423644885988843
188,0.00031712174480956316
189,0.0009421702935674248
190,-0.0003079268039482985
191,-0.004683266645253342
192,0.00031712174480956316
193,-0.0003079268039482985
194,-0.0015580239014640219
195,0.0009421702935674248
196,-0.00218307245022189
197,-0.0003079268039482985
198,0.00031712174480956316
199,0.005317510134872475
200,-0.00015166094117561322
201,-0.004839532508026033
202,-0.0015580239014640219
203,0.00031712174480956316
204,-0.00020167317038266268
205,0.0002108681112439211
206,-0.003526920124001493
207,0.0008921580643603753
208,0.0017109816477962156
209,-0.0003079268039482985
210,-0.00010790769178589092
211,0.00011710263264714934
212,0.00042339028070809733
213,-0.002701867365414116
214,0.001504718458149373
215,-0.0010517469459064568
216,-0.0033581661062599376
217,0.002348533253855846
218,-0.0017142897642367135
219,0.000835916660001789
220,-0.0021080690087442074
221,0.0012359548843266102
222,-0.008183556401096859
223,0.007761462925545342
224,-0.0010142377740011697
225,0.0005483910490599307
226,-0.0013517607118171792
227,0.0012734491538990054
228,0.0003546309167148503
229,-0.0015955330733693153
230,0.002223517583171114
231,-0.002195575507523652
232,-0.00014540196135827974
233,-0.0029331366696644834
234,0.0011921867326039899
235,-0.0013580047893016144
236,0.001679731455708262
237,-0.000576705280103953
238,-0.0005766903777710548
239,0.0007984074880965018
240,-0.00031417088143273085
241,-0.0002391823422879498
242,0.00030461868750780084
243,-0.0003641682083068786
244,0.0009109051991465666
245,-0.0020955659514424454
246,-0.00029542374664653616
247,-0.0003079268039482985
248,-0.0025643486374276156
249,0.0070113987061027495
250,-0.003726954138496799
251,-0.0008642159887129132
252,0.0010171737350451072
253,0.00653011296281581
254,-0.0009329753527061601
255,-0.0007954566247196662
256,0.0002358593235145538
257,0.00036713397401661265
258,0.0027923247275703895
259,-0.004983310215829861
260,0.0045049455312539625
261,-0.010827498499266343
262,0.006992651571316552
263,0.0020422605081277965
264,0.0009484292733847583
265,-0.0034644346421584715
266,-0.00417073070987845
267,0.004979987197056467
268,-0.0003079268039482985
269,-0.0003079268039482985
270,-0.003964467520231601
271,0.002098516814819281
272,-0.0015580239014640219
273,-0.0030956466099216037
274,0.004354938648298604
275,-0.0015580239014640219
276,-0.0006141995496763481
277,-0.001301763384943028
278,-0.0015017675947725374
279,0.00031712174480956316
280,0.0028110718623565872
281,-0.006858440959770555
282,-0.00016416399847737556
283,0.0001670999595213068
284,0.0018735064903862408
285,-0.004064477076312808
286,0.0034486234684162113
287,-0.007239732049309185
288,0.0009484292733847583
289,-0.0005704463002866259
290,0.0005733822613305634
291,0.00020462403375949226
292,0.0014734533637285148
293,-0.004539503839782413
294,0.0009984266002589096
295,-0.00024542641977238496
296,-0.002758108769772702
297,0.0022110145258693523
298,0.0007046569118326221
299,-0.0013892698837224661
300,-0.0003079268039482985
301,-0.0003079268039482985
302,-0.0009329753527061601
303,0.00031712174480956316
304,-0.0009329753527061601
305,0.00031712174480956316
306,-0.0006704558563678328
307,-0.0011954948490444876
308,0.00031712174480956316
309,-0.0009329753527061601
310,0.00031712174480956316
311,-0.0017455399563246735
312,0.0006109063355687488
313,0.0002108532089110228
314,-0.0009329753527061601
315,-0.0003079268039482985
316,-0.0003079268039482985
317,-0.0003079268039482985
318,-0.0003079268039482985
319,0.00031712174480956316
320,-0.0003079268039482985
321,0.00031712174480956316
322,-0.0013455017319998458
323,0.0010421798496486317
324,-0.001870555627009405
325,-0.0003079268039482985
326,-0.0028331271135832764
327,0.0009671764081709496
328,-0.0005766903777710548
329,0.0011984308100884248
330,2.9611036200603138e-05
331,-0.002508107233069029
332,0.000904676023995036
333,-0.0008954810831337713
334,0.00031712174480956316
335,-0.0003079268039482985
336,-0.0003079268039482985
337,-0.17532168438181206
338,0.1747058307739155
339,-0.00042043941733126155
340,0.001054682906950394
341,0.00031712174480956316
342,4.604921597078382e-06
343,-0.0012455070782515431
344,-0.0009329753527061601
345,0.00031712174480956316
346,-0.0003079268039482985
347,-0.0003079268039482985
348,0.00031712174480956316
349,0.0006358975478393752
350,-0.001876799704493834
351,0.00031712174480956316
352,-0.0003079268039482985
353,-0.0003079268039482985
354,-0.0003079268039482985
355,0.0009421702935674248
356,0.00031712174480956316
357,-0.0003079268039482985
358,-0.0003079268039482985
359,-0.0003079268039482985
360,-0.0003079268039482985
361,0.0008921729666932735
362,0.00036713397401661265
363,-0.003745701273282996
364,0.00514875611713092
365,0.0021235080270899072
366,-0.006077126548240001
367,0.0016359782063185397
368,-0.0007017209507886847
369,0.0016484812636203023
370,0.0004983937221857795
371,-0.001739295878840238
372,0.0015984690344132465
373,-0.0011579856771392004
374,-0.0011892507715600587
375,0.0022797738898625987
376,-0.0036081825452965025
377,0.0017859850892738977
378,-7.665749969793103e-05
379,-0.0010829822356615182
380,0.0012546871167799097
381,-0.0023205762758754856
382,0.00045462557046315887
383,0.0018234942611791852
384,-0.004220728036752601
385,0.0002608654381180785
386,0.00036711907168371436
387,0.00041713130089077004
388,-0.0003016678241309713
389,-0.0007079650282731199
390,0.0006609036624429
391,-0.003601938467812067
392,0.00025462136063364335
393,0.00035461601438195194
394,0.0014297150166716907
395,-0.0012330040209497747
396,0.0013672146324957772
397,-0.0012517511557359722
398,0.0008296576801844554
399,-0.0018392905325885468
400,-0.0010642351008753206
401,-0.00027667661186034484
402,-0.0003891892252433079
403,-0.0016705365148469912
404,0.0005483910490599307
405,0.0003483719368975231
406,0.00011711753498004764
407,-0.0006704558563678328
408,0.0006796507972290974
409,-0.0006892029911540242
410,0.0015609598625079594
411,-0.0028393711910677114
412,-0.0012892603276412594
413,0.003554877101981853
414,-0.0033769132410461284
415,0.0008984170441777026
416,-0.0006329466844625394
417,-0.0004579485892365549
418,0.0009921825227744805
419,-0.0003891892252433079
420,-0.003420666490435851
421,0.0029360726307084205
422,-8.916055699969338e-05
423,-0.000651693819248737
424,-0.007395983009748972
425,0.006055071297013307
426,-0.0005141899935951412
427,-0.0020643157593544853
428,0.0010421798496486317
429,0.0010046706777433446
430,0.001335949538074919
431,-0.0018267874752867844
432,0.0002358593235145538
433,0.00015461180455243645
434,-0.0011829917917427252
435,0.0015047035558164747
436,-0.002295570161271961
437,-0.0005954524148901506
438,-0.0018455495124058805
439,0.0023110240819505523
440,-0.0017955372831988245
441,0.0008546637947879803
442,-2.0401193006446373e-05
443,-0.0023018440434221864
444,0.003798649463533983
445,-0.002858118325853903
446,-0.004864538622629559
447,0.0038486467904081407
448,0.0012984552685025303
449,-0.002389350542201631
450,0.0009921825227744805
451,-0.0010454879660891294
452,0.004811233179314911
453,-0.005558346535380674
454,0.0034361055087815504
455,-0.004120718480671394
456,0.0003858811088028102
457,-1.415711552201123e-05
458,0.0006046473557514152
459,-0.0018893027617956025
460,0.00011710263264714934
461,-0.002101810028926874
462,0.0014172119593699284
463,-0.0006017113947074841
464,0.0008609227746053138
465,-0.0005266930508969036
466,0.0002733684954198409
467,-0.00020791724786709784
468,-0.0002329233624706226
469,4.835817098680063e-05
470,-0.002195575507523652
471,0.000173358939338634
472,0.005573785553726374
473,-0.0011705036367738611
474,-0.005077045889760837
475,-0.0007517182776628422
476,0.00013586466976624518
477,0.011761755754796197
478,-0.00592086068546731
479,0.003511123852592131
480,0.008792808678445365
481,0.0034423644885988843
482,-0.0023455823904790104
483,-0.0004767106263556445
484,-0.002289340986120424
485,0.001379732592130438
486,-0.0062896636200370695
487,0.0005858853186323258
488,-0.0014267641532948613
489,-0.0020643157593544853
490,-0.0034019193556496597
491,0.0024422987324526175
492,-0.003601938467812067
493,0.0019110007599586294
494,0.0032736104708573285
495,-0.0013329986746980832
496,0.0010484239271330669
497,-0.003833222674395339
498,0.008686555044879724
499,-0.004433250206216777
500,0.002348533253855846
501,-0.002139334103165066
502,-0.0019143088763991273
503,-0.005383333537821784
504,0.008667778105427733
505,-0.004845776585510463
506,-1.4142213189112932e-05
507,0.0006108914332358504
508,0.0010796890215539188
509,-0.0021768283727374546
510,0.00042339028070809733
511,-0.00239559461968606
512,0.003998638771030601
513,-0.0020080445503301027
514,-0.0022018344873409794
515,0.002404804462880229
516,0.002304780004466124
517,-0.000789212547235231
518,-0.0008892370056493361
519,0.0022172735056866792
520,-0.005389592517639118
521,0.0042611880720347245
522,0.0027923247275703895
523,-0.00239559461968606
524,-0.004870782700113993
525,0.0042611880720347245
526,0.0023922865032455685
527,0.00015461180455243645
528,-0.0022393287569133745
529,0.002873572246532501
530,-0.0012955044051256945
531,-0.00108925611781175
532,0.0006234093928705112
533,-0.00503953671785555
534,0.006273837543961918
535,-0.00120799790634625
536,-0.004151983575092253
537,0.0031423507226881614
538,-0.0016580483598781272
539,0.00796772611519219
540,0.0014609503064267524
541,2.9611036200603138e-05
542,-0.0003079268039482985
543,0.0041924287080414785
544,-0.0010579910233908918
545,0.005317525037205374
546,-0.000920472295404398
547,0.0027360535185460065
548,-0.00762100823651491
549,0.005823816895095838
550,-0.0027518795946211653
551,-0.004783276201334549
552,1.7093076565942433e-05
553,-0.0044894916105753645
554,0.0017234698027650797
555,0.0004608845502804924
556,-0.005439574942180371
557,0.00011711753498004764
558,0.0012984552685025303
559,-0.0030143990909594926
560,-0.001639271420426133
561,-0.0001516907458414098
562,-0.006127108972781254
563,-0.00768350862069083
564,0.002673553134370093
565,0.0022422796202902035
566,-0.00048293980150718136
567,-0.001226774845798244
568,-0.00146425842286725
569,-0.004139465615457592
570,-0.0020393096447509605
571,-0.0015517947263124915
572,-0.0013267396948807562
573,-0.0009329902550390585
574,0.0023860275234282345
575,0.001567233744658191
576,-0.002183087352554788
577,-0.0009329604503732619
578,0.00011711753498004764
579,-0.0011392683470187997
580,-0.001151726697321867
581,-0.003745686370950098
582,9.834059552805349e-05
583,-0.0018392905325885468
584,0.0010421649473157334
585,0.003286128430491989
586,-0.0004579634915694532
587,-0.0013704929442704783
588,0.0012046897899057522
589,-0.0004891987813245148
590,-0.0018893027617956025
591,-7.041342221349586e-05
592,-0.0011642446569565276
593,-0.00037042718812421206
594,0.0019484950295310184
595,-0.0004079214576966009
596,-0.0008829780258320029
597,-0.000189155210748002
598,0.000104599575345387
599,0.004311170496575984
600,-0.000801700702204095
601,0.0017172406276135493
602,-0.000845483756259614
603,0.004998734331842664
604,-0.0003516800533380145
605,0.0027048182287909453
606,-0.005814607051901668
607,-0.00022667928498618743
608,-0.0017392660741744415
609,-0.0004704516465383173
610,-0.0027893738641935543
611,0.00040464314592190606
612,0.00037960722665257845
613,-0.0017017718046020527
614,0.002929813650891087
615,-0.005014530603252018
616,0.0070113838037698505
617,0.0016047280142305797
618,-0.0011454975221703364
619,-0.001476776382501911
620,0.000829687484850252
621,0.00024211830333188106
622,-0.0003079268039482985
623,0.00031710684247666487
624,0.001117183291126314
625,-0.0004704218418725207
626,-0.004145754399940716
627,-0.0003579092284895514
628,-0.0013267694995465528
629,-0.000976713699762984
630,0.0058800582994544244
631,-0.002451865828710443
632,-0.0031518880142801897
633,-2.6660172823779815e-05
634,-0.000870460066197342
635,0.001335949538074919
